race_id,driver_id,lap_number,fuel_in_tank,fuel_pressure,fuel_consumption_rate
8,11,16,34.46,77.3,4.57
8,11,17,26.38,77.88,4.6
8,11,18,20.24,78.47,2.18
8,11,19,44.98,96.95,4.47
8,11,20,7.32,75.37,4.12
8,11,21,30.1,60.69,2.24
8,11,22,27.31,74.4,1.47
8,11,23,19.63,99.49,2.51
8,11,24,49.5,95.94,1.09
8,11,25,31.74,81.71,2.06
8,11,26,51.28,79.54,3.88
8,11,27,26.39,78.36,4.91
8,11,28,27.9,58.15,4.3
8,11,29,19.82,79.94,2.46
8,11,30,30.53,92.83,4.42
8,11,31,4.37,52.46,1.87
8,11,32,20.45,82.7,3.06
8,11,33,56.87,80.94,2.52
8,11,34,26.99,96.07,2.08
8,11,35,21.71,98.49,1.81
8,11,36,16.35,52.14,4.5
8,11,37,36.66,56.98,3.56
8,11,38,38.52,92.9,4.96
8,11,39,22.0,79.97,2.97
8,11,40,32.81,55.28,2.5
8,11,41,24.07,92.42,1.91
8,11,42,5.04,90.2,4.72
8,11,43,14.05,51.07,4.91
8,11,44,9.41,84.41,3.18
8,11,45,12.9,99.35,1.06
8,11,46,47.99,92.92,3.29
8,11,47,44.95,87.85,4.45
8,11,48,31.97,60.37,1.94
8,11,49,39.56,95.84,1.18
8,11,50,46.2,73.01,3.88
8,11,51,27.54,92.42,3.91
8,11,52,20.42,54.42,1.76
8,11,53,34.76,53.49,3.43
8,11,54,24.85,65.92,4.5
8,11,55,34.85,89.52,2.16
8,11,56,32.55,81.39,4.57
8,11,57,15.16,57.92,1.95
8,11,58,37.08,74.4,3.49
8,11,59,26.59,50.69,4.13
8,11,60,42.28,79.37,4.01
8,11,61,27.29,67.34,3.28
8,11,62,59.93,67.13,4.52
8,11,63,23.96,78.85,2.15
8,11,64,2.44,83.96,2.85
8,11,65,58.16,53.32,2.53
8,11,66,7.92,62.98,4.51
8,11,67,37.19,99.39,3.78
8,11,68,24.29,79.23,4.92
8,11,69,17.84,66.28,3.51
8,11,70,24.62,55.98,1.95
8,12,1,55.66,52.99,2.86
8,12,2,15.97,89.07,2.1
8,12,3,9.32,70.59,1.78
8,12,4,7.34,69.67,2.09
8,12,5,26.92,70.24,4.18
8,12,6,9.52,90.65,1.74
8,12,7,58.28,96.23,2.89
8,12,8,20.74,55.09,3.91
8,12,9,53.62,79.5,1.25
8,12,10,26.49,73.95,2.19
8,12,11,30.96,86.64,4.88
8,12,12,12.19,95.02,2.44
8,12,13,4.99,97.73,1.27
8,12,14,25.17,78.99,2.62
8,12,15,7.58,60.11,1.71
8,12,16,27.68,97.66,4.58
8,12,17,29.05,51.34,1.97
8,12,18,33.62,78.01,3.54
8,12,19,34.03,53.13,2.19
8,12,20,21.43,80.53,4.11
8,12,21,17.79,86.22,1.65
8,12,22,0.2,64.61,3.35
8,12,23,22.56,73.69,1.14
8,12,24,21.8,86.74,1.05
8,12,25,49.22,88.91,2.07
8,12,26,10.79,57.07,1.31
8,12,27,44.39,78.47,4.99
8,12,28,6.31,77.9,3.77
8,12,29,22.12,93.98,1.44
8,12,30,41.34,84.91,1.03
8,12,31,46.49,60.39,1.56
8,12,32,26.08,77.3,2.62
8,12,33,33.85,98.67,2.17
8,12,34,41.31,51.28,4.67
8,12,35,52.21,64.85,1.04
8,12,36,41.63,58.11,4.77
8,12,37,10.02,76.29,1.46
8,12,38,35.21,99.09,2.8
8,12,39,33.16,88.88,2.82
8,12,40,29.13,97.03,1.61
8,12,41,4.37,97.92,4.18
8,12,42,34.44,96.09,2.41
8,12,43,35.92,90.99,4.77
8,12,44,35.81,55.49,2.45
8,12,45,53.67,81.67,1.99
8,12,46,41.21,82.34,3.16
8,12,47,45.65,76.83,4.14
8,12,48,2.06,78.38,2.52
8,12,49,12.41,87.64,1.18
8,12,50,58.98,87.36,4.76
8,12,51,52.96,79.12,4.79
8,12,52,26.28,90.75,4.64
8,12,53,59.36,86.28,2.2
8,12,54,39.39,71.26,1.83
8,12,55,3.08,68.15,2.93
8,12,56,19.48,85.76,3.19
8,12,57,41.2,60.16,4.04
8,12,58,31.97,69.72,3.43
8,12,59,46.98,80.01,3.03
8,12,60,18.67,64.55,4.09
8,12,61,6.44,68.39,4.72
8,12,62,55.84,68.7,4.88
8,12,63,34.83,95.99,4.95
8,12,64,38.95,52.52,4.66
8,12,65,46.95,56.69,3.91
8,12,66,21.47,56.73,4.99
8,12,67,7.68,99.4,2.09
8,12,68,5.28,68.01,1.61
8,12,69,46.58,86.36,4.62
8,12,70,50.25,53.08,3.18
8,13,1,53.05,77.13,2.13
8,13,2,3.22,65.33,1.21
8,13,3,41.29,90.9,1.8
8,13,4,33.26,56.03,3.87
8,13,5,11.43,94.24,1.22
8,13,6,43.16,85.44,1.04
8,13,7,47.84,65.23,1.59
8,13,8,42.74,89.5,2.29
8,13,9,20.7,54.36,2.79
8,13,10,5.25,64.95,4.6
8,13,11,21.62,56.75,2.99
8,13,12,15.02,76.97,2.77
8,13,13,54.49,75.44,2.43
8,13,14,41.51,70.2,1.42
8,13,15,11.45,64.2,1.43
8,13,16,9.99,51.97,2.54
8,13,17,50.11,51.84,4.98
8,13,18,37.55,68.98,2.7
8,13,19,45.59,55.3,2.35
8,13,20,5.56,90.88,4.86
8,13,21,32.51,54.74,3.36
8,13,22,33.51,74.88,3.14
8,13,23,51.27,69.35,1.6
8,13,24,23.56,87.3,4.07
8,13,25,43.85,63.81,2.66
8,13,26,56.05,88.97,1.13
8,13,27,12.78,95.3,3.91
8,13,28,11.73,51.32,3.3
8,13,29,12.22,94.49,3.68
8,13,30,48.68,96.9,2.89
8,13,31,21.68,97.13,3.36
8,13,32,53.39,66.51,4.81
8,13,33,17.41,63.53,3.9
8,13,34,49.89,94.06,3.34
8,13,35,47.0,80.08,2.26
8,13,36,41.24,67.95,2.74
8,13,37,28.24,57.03,4.55
8,13,38,6.11,96.18,4.18
8,13,39,9.31,74.3,3.49
8,13,40,59.54,71.76,4.97
8,13,41,28.55,95.62,2.91
8,13,42,17.03,81.34,3.66
8,13,43,11.11,63.08,1.05
8,13,44,32.28,53.06,2.97
8,13,45,52.74,61.18,3.04
8,13,46,21.41,60.77,4.68
8,13,47,36.32,71.87,1.54
8,13,48,58.63,58.76,3.52
8,13,49,5.04,87.51,1.51
8,13,50,19.72,52.83,1.16
8,13,51,19.54,89.36,4.84
8,13,52,40.27,51.3,4.93
8,13,53,18.62,66.03,1.93
8,13,54,1.4,85.08,2.72
8,13,55,10.55,67.29,4.62
8,13,56,46.7,80.81,3.56
8,13,57,54.44,80.71,2.46
8,13,58,48.64,77.67,4.34
8,13,59,31.42,72.07,2.73
8,13,60,10.48,68.98,3.32
8,13,61,37.37,57.47,2.13
8,13,62,34.23,56.64,2.48
8,13,63,31.56,54.9,4.43
8,13,64,59.27,63.54,1.11
8,13,65,45.35,83.23,4.26
8,13,66,44.91,88.25,2.91
8,13,67,38.89,79.08,2.12
8,13,68,43.83,65.23,3.95
8,13,69,42.29,87.07,1.06
8,13,70,14.46,83.2,3.99
8,14,1,19.25,89.39,1.74
8,14,2,6.84,64.43,4.66
8,14,3,43.34,56.34,2.41
8,14,4,44.4,57.41,1.21
8,14,5,10.18,90.13,3.4
8,14,6,59.02,84.94,3.87
8,14,7,31.21,71.75,1.19
8,14,8,11.5,73.24,4.04
8,14,9,43.06,77.81,1.15
8,14,10,2.78,79.99,1.55
8,14,11,58.72,56.63,4.29
8,14,12,25.09,60.95,4.71
8,14,13,54.73,51.35,1.16
8,14,14,47.72,53.99,4.83
8,14,15,42.45,60.58,1.24
8,14,16,27.62,51.82,4.85
8,14,17,9.51,88.71,1.28
8,14,18,40.62,87.62,4.24
8,14,19,12.1,87.62,2.41
8,14,20,14.17,77.84,1.46
8,14,21,18.29,59.23,3.84
8,14,22,38.17,96.2,3.0
8,14,23,26.6,70.77,1.07
8,14,24,41.38,77.86,1.51
8,14,25,17.53,81.4,3.34
8,14,26,37.0,87.94,1.7
8,14,27,41.42,61.58,4.75
8,14,28,40.61,96.84,2.89
8,14,29,14.21,56.95,1.84
8,14,30,44.74,76.41,4.82
8,14,31,51.66,80.99,2.76
8,14,32,27.3,74.62,4.78
8,14,33,37.48,96.25,1.36
8,14,34,52.86,80.39,4.21
8,14,35,36.49,71.48,3.02
8,14,36,54.47,61.26,1.57
8,14,37,7.97,98.63,1.47
8,14,38,35.49,98.95,4.33
8,14,39,35.91,86.99,3.25
8,14,40,38.16,75.89,4.11
8,14,41,42.84,80.24,4.79
8,14,42,55.28,82.09,4.1
8,14,43,20.41,81.4,2.52
8,14,44,9.74,56.0,4.07
8,14,45,54.67,54.59,3.53
8,14,46,38.33,96.25,3.12
8,14,47,20.8,54.63,1.63
8,14,48,27.84,70.73,1.65
8,14,49,7.78,50.04,1.04
8,14,50,32.65,82.75,4.06
8,14,51,2.68,87.02,2.97
8,14,52,5.47,64.71,4.24
8,14,53,58.55,54.85,1.3
8,14,54,43.22,88.48,3.87
8,14,55,50.45,87.96,2.48
8,14,56,37.11,89.48,3.66
8,14,57,30.02,65.54,1.39
8,14,58,20.85,69.07,3.62
8,14,59,57.8,88.02,1.35
8,14,60,7.79,87.56,1.26
8,14,61,48.51,73.97,2.5
8,14,62,52.27,58.04,3.46
8,14,63,1.07,91.71,3.96
8,14,64,19.35,51.14,3.82
8,14,65,51.92,86.52,2.24
8,14,66,39.35,57.45,2.55
8,14,67,37.94,99.73,1.96
8,14,68,30.47,56.43,4.35
8,14,69,48.31,64.63,1.54
8,14,70,9.58,87.97,3.12
8,15,1,9.11,56.59,4.72
8,15,2,52.18,76.85,3.92
8,15,3,8.2,89.15,1.26
8,15,4,44.23,81.55,2.63
8,15,5,31.43,51.29,1.62
8,15,6,28.28,72.37,4.35
8,15,7,38.22,78.02,1.88
8,15,8,14.08,86.36,4.82
8,15,9,45.68,85.94,1.26
8,15,10,28.69,70.05,3.13
8,15,11,32.06,95.34,4.62
8,15,12,39.6,74.15,4.77
8,15,13,56.6,92.07,2.49
8,15,14,34.11,58.2,4.9
8,15,15,0.96,85.43,2.36
8,15,16,33.63,68.0,1.57
8,15,17,8.79,65.84,4.54
8,15,18,34.39,91.02,2.33
8,15,19,32.7,88.53,3.99
8,15,20,42.58,84.57,1.94
8,15,21,50.24,97.15,1.29
8,15,22,46.67,94.39,4.44
8,15,23,53.64,63.78,3.96
8,15,24,58.17,74.23,4.09
8,15,25,40.88,59.92,3.88
8,15,26,39.05,78.79,2.16
8,15,27,47.92,97.2,4.49
8,15,28,27.73,96.78,4.03
8,15,29,49.23,85.55,3.14
8,15,30,15.52,98.28,3.71
8,15,31,47.86,63.85,2.0
8,15,32,46.54,78.33,4.66
8,15,33,51.16,94.8,3.32
8,15,34,43.78,70.03,3.78
8,15,35,8.61,75.96,3.83
8,15,36,58.59,78.3,4.73
8,15,37,46.36,54.19,3.36
8,15,38,24.58,91.79,4.57
8,15,39,51.61,97.98,1.46
8,15,40,3.35,81.38,4.82
8,15,41,49.66,60.57,1.46
8,15,42,38.4,54.54,1.36
8,15,43,21.19,53.62,2.24
8,15,44,10.66,74.41,1.94
8,15,45,35.15,56.43,3.39
8,15,46,22.4,54.05,2.05
8,15,47,12.09,60.05,4.27
8,15,48,17.24,53.49,1.77
8,15,49,42.87,50.2,1.66
8,15,50,48.04,84.67,1.75
8,15,51,56.88,53.75,1.39
8,15,52,46.18,91.27,3.1
8,15,53,25.17,98.32,3.79
8,15,54,13.56,68.93,3.22
8,15,55,49.85,90.59,3.1
8,15,56,47.77,96.57,4.97
8,15,57,53.55,85.63,1.41
8,15,58,31.39,96.68,4.41
8,15,59,59.14,53.92,1.43
8,15,60,24.07,80.82,2.81
8,15,61,7.81,76.07,1.28
8,15,62,41.58,81.81,2.72
8,15,63,55.52,96.3,4.08
8,15,64,19.01,72.29,1.61
8,15,65,22.44,64.69,1.63
8,15,66,29.95,94.13,3.46
8,15,67,36.42,81.07,1.78
8,15,68,34.82,60.11,2.64
8,15,69,51.08,62.97,1.47
8,15,70,47.73,72.72,1.6
8,16,1,17.11,72.76,4.81
8,16,2,40.34,55.69,2.83
8,16,3,9.3,64.99,4.85
8,16,4,46.25,92.53,1.98
8,16,5,54.11,86.09,3.81
8,16,6,40.83,76.36,4.26
8,16,7,36.52,80.58,2.76
8,16,8,24.0,53.64,3.56
8,16,9,29.39,65.09,4.47
8,16,10,52.88,64.12,3.11
8,16,11,31.55,86.96,2.25
8,16,12,3.14,73.37,4.36
8,16,13,20.67,99.09,4.99
8,16,14,53.63,80.1,4.97
8,16,15,58.08,65.31,4.6
8,16,16,21.2,81.1,2.65
8,16,17,2.93,98.94,4.45
8,16,18,2.14,69.76,3.77
8,16,19,4.75,53.21,4.0
8,16,20,37.65,54.59,3.32
8,16,21,18.06,69.06,3.16
8,16,22,52.51,73.19,4.29
8,16,23,28.14,94.43,4.2
8,16,24,18.18,53.01,2.19
8,16,25,52.76,60.57,1.02
8,16,26,7.7,83.35,3.56
8,16,27,17.5,88.75,1.72
8,16,28,23.14,51.9,1.11
8,16,29,23.76,59.51,4.65
8,16,30,12.32,69.4,1.34
8,16,31,29.06,79.96,3.84
8,16,32,12.68,85.51,1.05
8,16,33,20.82,61.81,1.64
8,16,34,46.79,89.29,4.2
8,16,35,18.83,51.1,3.35
8,16,36,25.91,64.37,4.84
8,16,37,57.91,77.67,1.37
8,16,38,8.57,61.25,4.95
8,16,39,13.6,61.66,1.94
8,16,40,52.09,53.77,4.0
8,16,41,3.01,57.63,4.7
8,16,42,31.89,74.8,4.91
8,16,43,56.92,97.66,3.62
8,16,44,55.42,99.75,1.87
8,16,45,32.34,99.71,1.06
8,16,46,16.7,67.47,4.85
8,16,47,8.62,86.32,4.89
8,16,48,45.78,91.48,3.86
8,16,49,50.46,83.42,3.96
8,16,50,24.55,79.79,4.3
8,16,51,51.29,86.52,4.69
8,16,52,10.98,86.13,3.38
8,16,53,31.34,99.39,1.67
8,16,54,43.09,66.6,2.58
8,16,55,3.51,57.69,1.15
8,16,56,58.55,69.56,1.87
8,16,57,28.36,57.7,4.08
8,16,58,4.1,58.09,2.73
8,16,59,55.3,58.8,2.73
8,16,60,55.4,97.73,2.4
8,16,61,31.18,87.62,2.29
8,16,62,15.45,96.47,1.84
8,16,63,16.03,51.79,4.39
8,16,64,13.53,51.12,2.63
8,16,65,59.52,90.8,3.29
8,16,66,22.5,92.12,4.06
8,16,67,12.81,69.41,3.24
8,16,68,3.55,82.83,2.3
8,16,69,12.19,60.01,4.09
8,16,70,55.08,93.96,4.25
8,17,1,39.94,85.51,4.89
8,17,2,46.5,98.72,3.88
8,17,3,4.99,56.34,4.06
8,17,4,24.86,94.03,1.91
8,17,5,4.44,72.31,5.0
8,17,6,51.67,86.2,1.96
8,17,7,25.4,57.29,2.07
8,17,8,23.85,65.24,1.17
8,17,9,22.83,81.22,4.3
8,17,10,46.82,66.31,3.51
8,17,11,59.36,62.49,2.04
8,17,12,7.52,91.99,1.54
8,17,13,47.43,59.63,4.75
8,17,14,34.08,66.98,2.04
8,17,15,50.59,57.31,4.5
8,17,16,28.21,52.54,4.0
8,17,17,29.0,72.29,2.65
8,17,18,20.65,85.39,1.88
8,17,19,25.76,80.17,1.61
8,17,20,30.71,77.27,1.91
8,17,21,47.8,87.55,2.74
8,17,22,7.31,80.16,4.33
8,17,23,25.59,76.66,4.54
8,17,24,1.83,73.75,1.9
8,17,25,42.13,96.96,4.28
8,17,26,42.88,68.97,4.89
8,17,27,19.78,85.8,2.71
8,17,28,44.57,95.72,1.25
8,17,29,40.99,75.36,3.23
8,17,30,53.28,82.32,4.77
8,17,31,52.85,82.8,1.75
8,17,32,15.48,83.29,3.21
8,17,33,19.15,58.36,2.83
8,17,34,46.38,52.51,3.3
8,17,35,59.02,78.53,1.8
8,17,36,32.21,76.19,1.95
8,17,37,5.7,82.65,1.93
8,17,38,20.26,90.95,3.61
8,17,39,2.43,96.06,2.4
8,17,40,54.15,75.81,1.03
8,17,41,21.13,92.75,1.99
8,17,42,45.5,76.17,4.17
8,17,43,47.7,88.61,4.75
8,17,44,12.39,80.49,4.71
8,17,45,32.79,78.89,1.95
8,17,46,17.31,61.4,2.88
8,17,47,14.28,69.24,2.4
8,17,48,55.35,66.0,2.52
8,17,49,27.71,50.67,1.17
8,17,50,56.21,91.1,5.0
8,17,51,40.41,97.91,1.36
8,17,52,19.88,74.44,4.25
8,17,53,3.48,65.08,4.87
8,17,54,26.29,87.75,2.97
8,17,55,47.08,97.53,1.57
8,17,56,25.95,71.98,2.85
8,17,57,4.25,98.68,2.62
8,17,58,14.02,76.52,2.99
8,17,59,56.92,57.13,3.12
8,17,60,16.23,52.82,2.9
8,17,61,24.95,77.87,2.12
8,17,62,0.86,70.95,3.62
8,17,63,39.22,90.37,4.21
8,17,64,42.8,96.98,4.59
8,17,65,58.6,75.8,4.24
8,17,66,56.78,88.22,2.93
8,17,67,29.5,65.25,2.47
8,17,68,58.0,70.96,3.28
8,17,69,54.74,86.78,4.64
8,17,70,10.2,85.01,1.25
8,18,1,49.0,84.03,2.28
8,18,2,47.47,97.68,1.76
8,18,3,2.35,52.14,1.83
8,18,4,34.01,70.76,2.27
8,18,5,59.24,64.45,2.22
8,18,6,28.96,65.21,4.98
8,18,7,31.61,59.99,3.68
8,18,8,9.17,59.58,2.06
8,18,9,6.53,94.02,1.35
8,18,10,0.52,71.12,3.41
8,18,11,57.06,65.57,3.73
8,18,12,50.63,68.34,4.68
8,18,13,45.48,71.58,1.95
8,18,14,2.62,89.82,4.35
8,18,15,47.51,94.38,2.09
8,18,16,13.34,84.01,1.66
8,18,17,46.54,79.91,3.98
8,18,18,1.5,97.98,4.09
8,18,19,13.13,76.05,4.85
8,18,20,11.05,79.35,4.18
8,18,21,5.51,67.57,1.82
8,18,22,47.73,98.92,1.79
8,18,23,18.12,92.49,1.72
8,18,24,34.85,57.77,3.26
8,18,25,16.94,98.5,2.44
8,18,26,2.55,90.32,2.74
8,18,27,25.97,59.5,4.68
8,18,28,5.84,84.65,2.17
8,18,29,33.12,52.96,3.75
8,18,30,47.42,83.2,3.21
8,18,31,10.84,57.23,4.61
8,18,32,31.4,92.32,4.54
8,18,33,6.23,65.1,4.21
8,18,34,34.61,93.5,4.07
8,18,35,49.44,98.19,4.25
8,18,36,49.27,59.72,2.32
8,18,37,21.47,74.43,1.17
8,18,38,22.24,90.54,3.67
8,18,39,22.75,94.48,3.5
8,18,40,41.79,59.29,2.29
8,18,41,40.75,86.44,1.64
8,18,42,34.99,51.33,2.57
8,18,43,57.48,83.15,3.9
8,18,44,59.81,77.32,4.9
8,18,45,46.89,88.27,4.84
8,18,46,56.4,66.86,4.44
8,18,47,2.21,77.52,2.65
8,18,48,42.48,59.91,4.3
8,18,49,37.89,73.44,2.41
8,18,50,17.71,71.71,1.55
8,18,51,1.11,91.18,2.4
8,18,52,5.28,58.58,3.66
8,18,53,35.08,87.9,1.59
8,18,54,23.34,99.42,2.17
8,18,55,43.93,76.85,1.82
8,18,56,53.25,94.93,4.54
8,18,57,6.34,89.69,1.69
8,18,58,46.46,81.39,1.38
8,18,59,29.62,91.33,4.29
8,18,60,5.83,73.76,3.99
8,18,61,19.69,75.4,2.53
8,18,62,38.54,68.88,3.54
8,18,63,45.57,82.55,3.41
8,18,64,10.93,85.1,2.18
8,18,65,7.77,57.28,3.65
8,18,66,19.34,88.44,2.98
8,18,67,21.01,89.65,3.18
8,18,68,23.8,84.54,4.13
8,18,69,23.17,98.72,4.1
8,18,70,30.19,89.16,2.74
8,19,1,36.71,50.54,2.66
8,19,2,49.21,79.86,3.18
8,19,3,51.89,62.03,4.75
8,19,4,17.17,56.87,3.26
8,19,5,26.99,91.4,4.98
8,19,6,30.18,92.45,3.38
8,19,7,47.68,84.11,3.18
8,19,8,10.18,63.63,2.75
8,19,9,15.75,65.4,2.89
8,19,10,23.13,62.04,1.27
8,19,11,1.14,66.77,1.43
8,19,12,3.92,87.97,4.96
8,19,13,57.98,89.1,3.12
8,19,14,14.76,76.94,1.72
8,19,15,36.52,56.35,3.51
8,19,16,26.37,87.09,1.16
8,19,17,4.37,60.08,1.03
8,19,18,18.0,56.24,2.87
8,19,19,16.26,85.11,1.44
8,19,20,2.94,90.43,4.67
8,19,21,27.81,50.13,3.1
8,19,22,54.15,82.92,1.49
8,19,23,23.56,58.44,1.38
8,19,24,29.13,86.41,1.99
8,19,25,4.42,84.18,2.79
8,19,26,25.22,94.78,3.11
8,19,27,44.65,62.52,3.19
8,19,28,22.88,82.91,1.2
8,19,29,32.85,63.73,4.13
8,19,30,36.6,51.31,4.26
8,19,31,23.91,93.35,4.08
8,19,32,43.91,65.55,3.56
8,19,33,12.63,50.9,2.0
8,19,34,23.71,99.72,1.78
8,19,35,46.11,86.01,4.85
8,19,36,13.25,58.08,2.58
8,19,37,39.67,75.61,1.27
8,19,38,14.45,66.36,1.33
8,19,39,39.76,77.0,4.72
8,19,40,28.25,68.11,3.05
8,19,41,52.08,52.2,4.56
8,19,42,16.57,75.04,4.11
8,19,43,58.78,85.97,4.51
8,19,44,9.09,71.55,1.63
8,19,45,25.32,50.74,4.5
8,19,46,0.2,82.29,4.83
8,19,47,19.65,58.75,2.31
8,19,48,45.3,92.91,1.79
8,19,49,11.41,93.09,2.74
8,19,50,8.77,76.26,2.97
8,19,51,37.23,55.5,4.95
8,19,52,18.19,70.9,1.22
8,19,53,37.83,59.07,1.99
8,19,54,46.96,51.31,1.36
8,19,55,59.08,95.08,2.76
8,19,56,43.08,62.52,4.59
8,19,57,38.19,74.95,1.33
8,19,58,4.11,83.77,1.47
8,19,59,43.79,73.56,1.08
8,19,60,47.62,64.77,2.66
8,19,61,22.89,99.85,3.26
8,19,62,41.52,98.63,4.74
8,19,63,17.08,75.41,2.94
8,19,64,39.25,88.33,1.48
8,19,65,40.86,72.16,2.41
8,19,66,4.83,51.31,3.84
8,19,67,22.63,72.27,1.9
8,19,68,34.3,65.31,4.36
8,19,69,28.92,82.48,3.91
8,19,70,13.07,93.28,2.57
8,20,1,44.91,60.92,4.27
8,20,2,43.86,75.05,4.52
8,20,3,44.99,94.19,2.69
8,20,4,36.32,92.84,4.78
8,20,5,57.28,50.36,2.96
8,20,6,19.33,75.84,3.31
8,20,7,52.92,96.0,3.34
8,20,8,47.49,86.21,4.19
8,20,9,43.27,76.47,2.5
8,20,10,12.24,72.7,1.74
8,20,11,18.79,57.25,4.21
8,20,12,37.63,99.67,1.24
8,20,13,36.82,65.84,4.31
8,20,14,32.89,67.85,3.94
8,20,15,46.79,50.3,3.14
8,20,16,17.83,98.75,1.9
8,20,17,2.58,52.78,3.1
8,20,18,0.07,56.43,4.31
8,20,19,19.49,77.28,3.85
8,20,20,14.48,81.22,1.86
8,20,21,37.77,56.75,2.0
8,20,22,34.54,79.16,4.19
8,20,23,22.6,56.28,3.78
8,20,24,8.02,92.42,3.01
8,20,25,17.59,82.46,3.92
8,20,26,35.45,75.63,3.26
8,20,27,29.46,95.44,1.75
8,20,28,40.25,50.74,1.29
8,20,29,7.47,61.69,3.74
8,20,30,0.42,60.02,1.92
8,20,31,52.74,86.63,4.15
8,20,32,26.24,72.18,2.13
8,20,33,24.08,73.34,3.18
8,20,34,32.03,91.31,2.85
8,20,35,44.13,73.08,3.81
8,20,36,44.62,69.47,1.1
8,20,37,39.25,52.89,2.44
8,20,38,31.89,93.39,4.23
8,20,39,3.03,98.44,2.64
8,20,40,17.0,85.54,4.89
8,20,41,47.57,85.4,1.9
8,20,42,11.67,82.83,3.87
8,20,43,7.19,59.65,4.66
8,20,44,22.07,85.64,4.54
8,20,45,28.68,58.93,2.65
8,20,46,50.68,57.96,3.24
8,20,47,17.8,91.19,4.84
8,20,48,32.91,68.48,4.66
8,20,49,1.81,91.23,4.51
8,20,50,41.74,75.29,1.59
8,20,51,2.48,54.21,2.64
8,20,52,0.92,59.78,2.66
8,20,53,7.16,79.62,1.39
8,20,54,32.67,60.68,1.48
8,20,55,12.97,65.42,3.75
8,20,56,31.49,58.05,1.38
8,20,57,8.24,93.05,1.32
8,20,58,14.48,59.54,3.86
8,20,59,19.07,78.53,4.24
8,20,60,19.14,98.99,1.93
8,20,61,34.5,50.02,3.03
8,20,62,17.75,66.26,2.03
8,20,63,40.77,89.12,2.84
8,20,64,21.72,61.02,4.53
8,20,65,35.36,53.68,2.56
8,20,66,31.5,81.38,3.75
8,20,67,44.19,74.42,4.93
8,20,68,33.04,80.69,4.84
8,20,69,17.02,83.01,4.51
8,20,70,13.61,82.56,4.81
9,1,1,33.11,89.13,4.91
9,1,2,41.88,93.34,2.5
9,1,3,55.24,51.8,3.83
9,1,4,19.54,54.76,4.19
9,1,5,36.57,71.8,4.98
9,1,6,45.26,65.3,2.66
9,1,7,21.57,59.98,1.9
9,1,8,32.28,53.53,2.12
9,1,9,19.64,99.49,3.41
9,1,10,9.23,76.82,2.03
9,1,11,54.8,66.05,1.88
9,1,12,55.78,60.98,1.85
9,1,13,52.84,88.45,2.9
9,1,14,43.47,53.36,2.97
9,1,15,31.53,86.66,2.71
9,1,16,4.28,86.03,2.2
9,1,17,55.62,65.79,1.91
9,1,18,44.74,52.67,2.41
9,1,19,53.05,95.97,1.14
9,1,20,0.16,99.55,3.7
9,1,21,42.05,62.71,1.63
9,1,22,29.92,90.65,1.46
9,1,23,30.81,70.01,1.41
9,1,24,43.35,77.42,2.41
9,1,25,32.0,97.36,3.58
9,1,26,28.63,96.39,4.25
9,1,27,55.18,85.76,1.14
9,1,28,43.77,52.74,3.47
9,1,29,20.24,90.55,4.27
9,1,30,54.15,59.82,3.71
9,1,31,57.27,61.25,1.95
9,1,32,16.51,85.76,4.68
9,1,33,13.27,70.42,3.69
9,1,34,25.05,59.91,1.31
9,1,35,0.84,50.51,2.1
9,1,36,14.89,70.0,4.07
9,1,37,5.13,80.19,2.81
9,1,38,26.67,95.55,3.71
9,1,39,24.52,92.16,4.1
9,1,40,33.26,67.69,4.68
9,1,41,51.37,92.25,2.89
9,1,42,52.89,78.96,2.04
9,1,43,10.17,67.43,2.97
9,1,44,44.54,52.41,4.45
9,1,45,56.02,83.58,3.55
9,1,46,54.58,76.66,2.37
9,1,47,53.89,56.59,1.89
9,1,48,58.11,64.74,2.95
9,1,49,35.14,52.57,3.38
9,1,50,7.17,60.94,1.06
9,1,51,51.61,89.6,2.34
9,1,52,27.78,53.19,4.04
9,1,53,33.48,74.11,4.99
9,1,54,11.55,94.14,3.54
9,1,55,27.16,99.4,4.65
9,1,56,58.17,72.94,3.06
9,1,57,14.66,55.02,3.77
9,1,58,28.34,68.86,1.45
9,1,59,50.23,69.49,4.38
9,1,60,31.9,84.72,4.71
9,1,61,33.37,63.52,3.47
9,1,62,32.21,59.31,3.12
9,1,63,11.24,56.59,3.19
9,1,64,16.26,65.73,2.63
9,1,65,56.03,96.93,2.53
9,1,66,24.68,72.57,1.08
9,1,67,25.99,50.53,3.97
9,1,68,54.44,76.35,3.23
9,1,69,29.37,70.7,3.99
9,1,70,20.41,81.81,2.02
9,2,1,13.93,72.84,4.78
9,2,2,54.94,69.01,4.47
9,2,3,22.1,88.12,2.25
9,2,4,32.82,74.84,4.8
9,2,5,6.48,82.69,4.44
9,2,6,55.03,97.07,3.56
9,2,7,9.18,71.37,4.25
9,2,8,2.48,88.87,3.22
9,2,9,14.14,73.48,2.13
9,2,10,38.15,50.25,3.88
9,2,11,45.33,71.76,3.91
9,2,12,20.94,53.02,3.45
9,2,13,55.01,78.5,4.74
9,2,14,51.21,75.89,4.28
9,2,15,16.0,73.72,1.98
9,2,16,27.95,89.95,1.69
9,2,17,11.72,59.31,4.79
9,2,18,58.38,91.03,1.24
9,2,19,31.07,58.22,1.17
9,2,20,32.69,81.88,3.62
