race_id,driver_id,lap_number,gear_position,brake_pressure,engine_temperature,oil_temperature,steering_angle
4,4,3,6,87.26,113.54,108.01,102.57
4,4,4,3,84.43,106.44,76.09,-51.86
4,4,5,7,23.74,84.89,70.54,-102.78
4,4,6,4,93.94,111.8,87.14,-14.29
4,4,7,4,67.36,74.97,111.47,69.72
4,4,8,6,92.19,103.94,118.97,124.07
4,4,9,4,25.35,113.77,112.35,115.66
4,4,10,1,20.92,94.98,111.22,1.61
4,4,11,4,16.32,108.59,92.0,-59.74
4,4,12,1,25.25,84.33,108.85,170.73
4,4,13,7,86.7,95.99,114.74,90.4
4,4,14,8,13.32,111.08,119.53,-142.15
4,4,15,6,39.19,118.37,114.84,-150.9
4,4,16,1,70.93,95.75,112.01,-89.17
4,4,17,6,48.43,78.78,110.15,159.29
4,4,18,8,66.7,71.75,88.72,108.83
4,4,19,8,83.62,91.35,76.05,-45.55
4,4,20,2,27.87,77.52,86.59,74.13
4,4,21,7,89.34,117.45,119.3,-13.85
4,4,22,2,86.12,84.35,113.58,54.7
4,4,23,8,54.03,118.09,83.55,163.64
4,4,24,3,73.11,92.33,88.25,-68.09
4,4,25,7,4.0,105.9,79.1,59.45
4,4,26,7,67.13,75.53,84.44,88.56
4,4,27,4,95.99,73.67,99.79,-91.71
4,4,28,2,51.18,99.69,101.27,149.2
4,4,29,8,27.46,111.46,94.89,-106.24
4,4,30,4,77.43,90.36,89.09,-4.54
4,4,31,5,34.18,94.04,104.7,164.78
4,4,32,5,82.23,114.14,84.52,-105.75
4,4,33,8,58.92,116.61,89.9,-10.15
4,4,34,2,34.26,116.51,81.06,-78.17
4,4,35,6,7.71,83.41,93.85,-37.32
4,4,36,1,66.39,74.09,107.54,-80.22
4,4,37,2,1.3,89.45,100.41,-98.07
4,4,38,2,27.64,105.89,118.59,60.88
4,4,39,8,60.19,89.65,100.29,-176.06
4,4,40,4,19.78,81.89,103.78,176.95
4,4,41,5,10.48,99.82,107.03,61.62
4,4,42,4,35.91,89.6,105.18,8.54
4,4,43,5,98.23,88.62,103.19,4.97
4,4,44,1,68.12,85.08,80.42,-1.72
4,4,45,2,22.44,85.77,93.68,-136.1
4,4,46,3,2.71,88.16,72.35,-34.92
4,4,47,2,26.45,117.17,86.3,52.64
4,4,48,1,10.54,107.76,103.4,-12.93
4,4,49,4,57.87,117.24,79.72,108.04
4,4,50,2,4.71,96.36,72.45,-5.0
4,4,51,8,78.66,78.26,105.4,-180.0
4,4,52,3,0.21,99.08,115.13,-144.41
4,4,53,6,71.15,70.37,103.24,-42.05
4,4,54,4,42.18,105.44,107.0,-149.3
4,4,55,5,29.58,82.3,85.57,-113.28
4,4,56,6,75.87,92.01,87.0,3.72
4,4,57,6,34.82,101.21,112.8,21.55
4,4,58,5,20.65,70.52,84.95,-47.95
4,4,59,8,60.13,116.46,101.47,151.11
4,4,60,4,24.19,71.92,80.58,-85.77
4,4,61,2,38.92,103.42,76.8,113.8
4,4,62,2,64.2,93.15,89.41,26.33
4,4,63,6,67.65,91.75,99.96,-69.15
4,4,64,7,97.2,85.92,71.5,-138.19
4,4,65,4,79.34,116.89,99.13,138.86
4,4,66,5,14.56,81.66,86.17,-28.17
4,4,67,8,23.78,83.05,92.75,145.82
4,4,68,1,19.45,116.05,82.46,138.95
4,4,69,3,60.39,95.3,111.98,129.58
4,4,70,1,7.12,114.91,105.73,8.67
4,5,1,4,84.54,103.91,113.93,48.66
4,5,2,1,16.2,115.01,112.06,52.49
4,5,3,4,16.82,79.38,83.26,68.07
4,5,4,7,8.44,98.43,101.66,4.71
4,5,5,5,35.8,100.29,106.8,96.35
4,5,6,3,93.25,85.8,117.3,-172.34
4,5,7,6,12.2,108.07,101.0,-119.41
4,5,8,3,92.91,98.74,106.3,120.88
4,5,9,7,9.8,107.99,82.3,37.51
4,5,10,3,96.48,71.48,90.95,172.26
4,5,11,7,35.62,82.51,104.22,155.78
4,5,12,6,80.2,119.8,83.66,-146.78
4,5,13,7,55.13,104.83,86.0,-83.56
4,5,14,4,15.15,79.73,106.23,-177.49
4,5,15,8,73.39,97.13,77.59,74.05
4,5,16,1,83.91,88.76,80.69,128.04
4,5,17,1,60.09,103.33,103.68,-15.76
4,5,18,8,3.42,72.87,103.8,147.65
4,5,19,7,89.65,97.96,88.94,173.93
4,5,20,7,79.63,112.05,89.11,-154.74
4,5,21,4,8.11,87.68,116.16,-107.24
4,5,22,8,11.91,78.37,100.72,-81.56
4,5,23,8,54.19,114.85,110.46,128.78
4,5,24,1,77.06,99.67,87.39,163.0
4,5,25,6,84.29,108.55,105.61,-163.47
4,5,26,6,62.08,88.72,82.41,-154.24
4,5,27,4,68.37,108.58,106.11,-16.3
4,5,28,4,72.06,101.11,92.61,16.91
4,5,29,1,93.84,80.25,101.94,105.59
4,5,30,2,30.97,110.4,117.8,-172.53
4,5,31,3,25.26,114.11,83.71,-6.08
4,5,32,5,14.39,82.64,98.79,-120.64
4,5,33,4,16.56,79.49,108.28,-157.95
4,5,34,4,9.18,82.0,74.7,-6.64
4,5,35,3,26.29,103.66,96.74,-116.39
4,5,36,1,12.69,76.29,75.76,-78.66
4,5,37,4,75.95,70.49,85.23,57.78
4,5,38,1,46.78,102.91,82.35,117.54
4,5,39,1,7.78,73.73,93.94,-0.69
4,5,40,5,73.85,83.64,116.33,159.22
4,5,41,1,7.66,78.71,76.03,159.98
4,5,42,5,42.92,96.56,105.2,50.86
4,5,43,1,64.29,88.66,83.64,86.18
4,5,44,3,25.73,108.92,90.26,-78.87
4,5,45,7,52.56,86.83,90.07,19.38
4,5,46,8,11.91,105.28,101.41,-103.46
4,5,47,7,12.78,87.11,112.34,3.77
4,5,48,5,62.13,102.97,80.06,-48.34
4,5,49,4,81.09,116.81,73.92,-115.09
4,5,50,6,9.56,79.47,106.64,-153.2
4,5,51,5,98.68,71.43,72.99,166.05
4,5,52,8,67.29,92.26,108.46,-29.18
4,5,53,6,63.03,103.07,108.91,-16.56
4,5,54,6,30.7,77.14,98.13,104.85
4,5,55,2,35.05,81.69,100.31,-60.85
4,5,56,3,14.05,119.66,77.23,72.84
4,5,57,8,78.9,77.81,103.46,1.42
4,5,58,6,83.59,77.32,80.77,39.01
4,5,59,7,47.11,114.5,72.48,110.53
4,5,60,5,53.49,102.86,104.16,-117.26
4,5,61,1,31.05,90.05,108.76,73.54
4,5,62,5,71.13,83.23,79.22,89.1
4,5,63,1,18.44,94.99,118.13,91.26
4,5,64,8,96.7,104.48,79.82,96.23
4,5,65,5,50.03,112.47,80.57,-5.34
4,5,66,5,16.64,106.51,76.93,31.84
4,5,67,7,48.73,74.49,117.51,175.23
4,5,68,4,29.6,118.02,101.44,56.39
4,5,69,8,51.87,79.54,71.13,125.4
4,5,70,3,70.98,91.26,86.64,-114.64
4,6,1,1,74.0,77.0,106.01,-63.05
4,6,2,5,2.32,106.72,107.57,106.34
4,6,3,2,13.72,82.88,101.25,-109.22
4,6,4,3,52.14,98.66,77.16,-149.45
4,6,5,4,62.41,112.37,103.69,-154.92
4,6,6,6,84.33,85.75,117.97,178.87
4,6,7,2,12.95,102.01,73.02,66.91
4,6,8,4,87.56,92.21,85.71,-118.46
4,6,9,3,46.09,101.17,82.82,106.2
4,6,10,6,5.22,99.5,112.52,-97.9
4,6,11,4,85.97,96.46,93.28,-138.16
4,6,12,2,36.42,71.74,79.67,-112.56
4,6,13,5,79.04,75.21,75.33,87.44
4,6,14,4,47.92,103.08,114.08,-16.92
4,6,15,5,92.25,84.82,83.31,-134.48
4,6,16,5,28.11,105.64,73.01,118.56
4,6,17,1,51.06,91.42,71.0,-94.31
4,6,18,7,12.99,114.55,102.32,40.87
4,6,19,2,26.49,72.5,73.11,-46.85
4,6,20,5,63.2,108.1,96.51,140.29
4,6,21,5,25.56,97.51,115.71,136.88
4,6,22,8,31.15,106.33,88.59,-35.41
4,6,23,5,71.64,101.69,87.29,-17.36
4,6,24,7,75.99,118.12,112.15,-152.42
4,6,25,8,54.52,84.17,72.94,143.22
4,6,26,5,2.16,112.68,117.4,-144.75
4,6,27,7,49.18,116.95,103.77,-123.59
4,6,28,5,28.16,112.1,117.29,71.15
4,6,29,8,75.16,108.74,107.64,21.48
4,6,30,6,34.88,99.01,84.66,-60.08
4,6,31,5,60.07,96.46,116.56,62.32
4,6,32,6,99.32,103.95,74.5,6.8
4,6,33,1,16.62,109.01,87.52,127.39
4,6,34,1,38.83,89.05,93.65,84.31
4,6,35,5,82.59,71.21,94.13,-170.45
4,6,36,3,32.07,114.14,104.5,47.97
4,6,37,6,46.55,109.42,119.71,111.93
4,6,38,2,47.68,79.07,100.67,26.99
4,6,39,1,95.65,109.22,70.81,86.21
4,6,40,5,54.14,93.15,119.51,-23.4
4,6,41,8,0.79,96.17,102.88,159.83
4,6,42,8,2.42,85.67,93.64,-45.96
4,6,43,2,58.94,98.97,109.3,28.73
4,6,44,5,7.31,71.63,115.47,-0.21
4,6,45,6,93.77,102.57,107.42,-143.52
4,6,46,4,72.4,83.06,104.51,145.4
4,6,47,8,54.14,83.79,117.79,36.93
4,6,48,2,51.61,101.47,113.03,119.42
4,6,49,2,72.69,92.85,86.22,58.08
4,6,50,1,13.23,109.23,94.12,176.72
4,6,51,4,13.35,86.85,92.8,-90.48
4,6,52,4,91.31,96.26,84.52,-119.39
4,6,53,7,52.17,78.66,77.02,50.99
4,6,54,6,5.19,89.71,108.92,25.68
4,6,55,7,66.63,100.02,86.09,-18.77
4,6,56,3,33.35,83.52,91.23,35.42
4,6,57,3,58.14,97.42,99.91,173.51
4,6,58,6,84.7,78.42,73.77,-57.3
4,6,59,5,0.64,72.47,102.63,20.55
4,6,60,6,52.56,82.15,98.34,-105.98
4,6,61,1,43.7,101.05,105.74,105.42
4,6,62,8,61.69,95.11,93.83,-136.73
4,6,63,7,11.97,84.85,112.09,-41.61
4,6,64,7,55.3,72.23,78.87,116.47
4,6,65,3,69.07,80.59,115.08,-160.19
4,6,66,4,36.38,118.64,100.96,150.6
4,6,67,8,19.86,113.27,115.77,92.87
4,6,68,8,54.12,78.86,115.98,-163.09
4,6,69,5,4.68,110.1,84.82,23.14
4,6,70,2,67.32,101.91,76.38,-49.59
4,7,1,3,74.69,104.5,117.14,84.19
4,7,2,5,88.46,96.66,109.77,98.34
4,7,3,3,55.24,80.08,78.76,49.91
4,7,4,6,31.98,73.83,117.44,104.24
4,7,5,7,91.81,73.8,104.85,107.12
4,7,6,1,91.25,112.93,96.12,156.24
4,7,7,8,15.01,111.07,88.74,6.21
4,7,8,8,35.56,113.13,90.01,39.78
4,7,9,6,58.38,94.32,89.07,-171.01
4,7,10,4,35.29,98.16,116.44,57.32
4,7,11,2,92.53,109.52,75.3,-45.13
4,7,12,7,81.22,78.37,98.16,-24.03
4,7,13,1,27.74,109.42,113.4,-48.17
4,7,14,7,37.76,116.27,113.65,-106.66
4,7,15,2,84.41,85.57,104.88,176.55
4,7,16,1,46.36,90.38,76.61,-19.16
4,7,17,1,34.77,86.47,83.33,131.32
4,7,18,8,78.9,97.95,118.37,85.53
4,7,19,3,88.88,104.08,75.94,134.9
4,7,20,1,56.57,102.13,73.62,132.95
4,7,21,8,53.88,82.72,74.51,91.66
4,7,22,6,46.09,99.29,92.11,-59.46
4,7,23,5,62.68,105.78,118.79,-1.8
4,7,24,4,45.25,82.85,72.21,-0.32
4,7,25,5,8.43,115.25,108.5,-131.23
4,7,26,2,69.25,90.73,84.55,-9.82
4,7,27,7,35.43,76.38,117.53,154.73
4,7,28,8,32.3,92.32,85.71,167.65
4,7,29,2,51.11,108.64,106.98,72.64
4,7,30,7,28.65,71.86,108.79,-115.83
4,7,31,5,9.51,92.6,102.48,-26.97
4,7,32,1,37.46,107.08,79.64,160.61
4,7,33,6,81.91,73.67,103.6,-83.93
4,7,34,4,94.55,102.41,93.52,-60.7
4,7,35,7,2.99,117.11,83.22,29.56
4,7,36,4,67.64,93.48,78.0,-88.7
4,7,37,3,22.07,92.2,93.61,60.49
4,7,38,4,0.64,81.15,71.96,105.61
4,7,39,6,88.95,108.4,113.92,-158.02
4,7,40,6,29.16,97.87,83.18,-123.61
4,7,41,2,78.86,116.44,79.79,-173.79
4,7,42,7,22.98,74.81,76.79,-158.53
4,7,43,4,0.61,76.54,91.65,-83.6
4,7,44,4,80.47,73.51,89.98,14.02
4,7,45,5,87.12,109.65,99.77,146.99
4,7,46,3,80.9,74.62,79.07,170.13
4,7,47,5,61.28,76.91,83.35,-163.41
4,7,48,7,46.04,115.15,119.43,93.04
4,7,49,2,13.71,117.73,109.55,-55.77
4,7,50,6,61.4,114.9,87.16,-125.68
4,7,51,7,92.68,102.27,90.65,171.31
4,7,52,7,85.41,102.33,100.53,-27.18
4,7,53,5,38.21,115.99,91.78,-21.39
4,7,54,5,83.04,94.57,89.21,-58.45
4,7,55,7,65.59,93.83,114.63,-1.52
4,7,56,2,93.45,104.61,75.5,-37.51
4,7,57,4,58.53,115.71,101.48,-54.51
4,7,58,4,8.2,114.85,92.97,-177.02
4,7,59,3,61.24,100.24,109.47,103.62
4,7,60,6,33.85,111.7,84.76,-145.21
4,7,61,8,78.92,97.4,90.21,163.31
4,7,62,1,20.35,89.44,111.18,47.97
4,7,63,5,15.34,114.95,87.48,-50.93
4,7,64,4,69.29,101.79,110.33,-150.62
4,7,65,8,82.53,105.22,94.56,13.92
4,7,66,8,37.67,100.43,116.79,-134.46
4,7,67,2,88.54,78.61,82.14,39.59
4,7,68,4,57.17,96.69,73.65,-101.8
4,7,69,4,73.02,78.71,107.76,-161.11
4,7,70,4,91.22,118.13,78.13,-47.71
4,8,1,4,97.23,78.57,106.92,113.81
4,8,2,7,22.48,70.58,92.98,-57.73
4,8,3,7,49.08,98.97,85.97,113.72
4,8,4,5,6.22,96.53,96.91,-156.64
4,8,5,1,67.07,79.26,94.11,168.48
4,8,6,4,24.18,103.93,97.99,149.52
4,8,7,8,75.61,98.01,75.44,34.27
4,8,8,1,67.0,89.74,102.88,-134.58
4,8,9,7,65.51,88.16,119.66,-52.68
4,8,10,5,62.99,90.86,97.22,112.97
4,8,11,4,23.66,92.89,86.14,-27.32
4,8,12,8,28.74,110.98,116.05,134.49
4,8,13,7,55.95,78.68,110.68,60.37
4,8,14,7,68.09,86.9,91.97,-150.47
4,8,15,5,86.51,72.92,103.6,-158.76
4,8,16,2,82.46,96.47,82.96,-23.79
4,8,17,3,53.53,88.89,71.8,139.69
4,8,18,3,68.73,94.04,80.44,-155.51
4,8,19,3,26.1,78.57,114.83,122.17
4,8,20,6,52.23,81.77,82.57,-174.44
4,8,21,1,73.06,72.45,110.26,-105.07
4,8,22,7,92.77,116.54,112.19,1.48
4,8,23,3,6.3,100.35,114.03,126.28
4,8,24,8,38.84,103.27,75.02,129.0
4,8,25,1,3.16,107.18,100.64,-105.71
4,8,26,8,59.4,90.97,98.54,-21.09
4,8,27,3,4.35,85.74,103.14,-73.55
4,8,28,6,34.48,92.33,91.88,-12.72
4,8,29,3,50.33,85.06,78.62,-165.45
4,8,30,1,57.05,104.9,103.66,-62.65
4,8,31,1,1.16,115.69,79.98,-58.04
4,8,32,1,96.36,84.49,107.55,99.83
4,8,33,7,62.52,100.85,118.67,-140.48
4,8,34,1,17.29,101.52,80.25,-172.98
4,8,35,2,87.98,101.65,91.71,-75.72
4,8,36,1,92.32,101.11,77.95,-73.82
4,8,37,8,0.42,83.53,92.88,97.92
4,8,38,3,94.28,85.35,71.09,34.03
4,8,39,6,54.07,92.42,77.93,-169.84
4,8,40,2,96.1,97.76,82.13,-175.81
4,8,41,3,13.07,114.74,86.45,-166.79
4,8,42,2,92.35,112.28,85.88,12.09
4,8,43,7,41.85,92.91,86.89,22.63
4,8,44,1,5.8,97.05,111.59,6.24
4,8,45,5,52.11,109.68,112.8,-136.02
4,8,46,5,91.12,113.51,112.73,-152.7
4,8,47,6,16.07,70.33,72.83,-10.96
4,8,48,5,35.45,107.69,94.88,-108.14
4,8,49,1,38.44,93.25,87.54,-35.98
4,8,50,3,59.87,107.14,93.86,-123.5
4,8,51,5,73.76,98.7,93.64,-149.65
4,8,52,3,9.26,86.58,92.93,-82.45
4,8,53,3,78.12,77.31,101.52,-135.44
4,8,54,2,90.14,102.66,84.62,166.56
4,8,55,2,54.96,75.05,118.01,103.03
4,8,56,5,34.87,72.17,85.4,57.56
4,8,57,5,1.24,70.95,109.27,-78.01
4,8,58,4,99.98,73.54,89.09,108.31
4,8,59,3,20.37,93.51,111.47,-160.27
4,8,60,8,84.74,91.7,105.17,-134.7
4,8,61,2,56.66,90.6,100.93,114.12
4,8,62,6,71.67,117.68,88.38,-136.98
4,8,63,5,56.48,84.5,104.59,20.11
4,8,64,8,7.33,70.55,94.74,102.01
4,8,65,3,30.0,99.56,71.74,47.54
4,8,66,5,27.44,99.87,109.29,125.53
4,8,67,8,67.45,111.61,101.14,49.94
4,8,68,4,25.3,70.49,99.37,93.0
4,8,69,7,30.56,94.48,112.38,2.34
4,8,70,1,33.21,91.8,108.88,-34.42
4,9,1,5,7.51,92.09,94.79,-148.56
4,9,2,5,94.2,92.36,102.1,11.69
4,9,3,5,18.12,106.61,80.4,146.98
4,9,4,6,59.97,102.52,76.46,-64.17
4,9,5,5,86.24,71.32,105.26,-39.29
4,9,6,7,62.74,100.61,107.41,-40.11
4,9,7,7,59.71,109.57,86.62,151.75
4,9,8,4,27.26,84.55,83.99,-9.56
4,9,9,5,69.87,78.8,113.86,13.13
4,9,10,6,64.11,116.51,104.62,145.89
4,9,11,5,61.95,76.16,80.43,61.0
4,9,12,5,70.02,96.7,114.28,-98.42
4,9,13,1,80.11,80.39,98.22,94.55
4,9,14,2,77.03,111.21,82.57,-83.01
4,9,15,5,93.3,107.55,111.34,-81.78
4,9,16,3,53.48,73.33,83.04,-49.72
4,9,17,6,29.75,75.1,97.59,-100.33
4,9,18,3,24.5,100.43,76.29,-10.75
4,9,19,2,69.58,77.03,72.66,-136.85
4,9,20,4,15.51,71.88,71.62,175.17
4,9,21,1,72.55,118.03,79.66,-173.32
4,9,22,5,87.87,70.57,108.46,170.64
4,9,23,5,64.97,87.51,116.4,59.72
4,9,24,4,46.42,86.65,88.01,139.71
4,9,25,7,79.81,119.63,72.92,-91.21
4,9,26,8,40.07,83.87,77.78,155.49
4,9,27,3,80.71,101.45,81.14,80.48
4,9,28,8,90.15,114.78,73.52,31.61
4,9,29,7,90.14,91.17,87.64,144.07
4,9,30,3,65.18,76.12,74.24,-14.62
4,9,31,5,52.16,91.57,74.87,-21.76
4,9,32,5,18.99,111.01,72.53,44.45
4,9,33,1,66.8,118.72,88.92,-132.59
4,9,34,2,71.77,80.68,109.13,163.56
4,9,35,3,75.68,77.48,82.45,134.35
4,9,36,2,34.2,99.21,89.61,-23.14
4,9,37,3,15.7,89.96,106.32,88.78
4,9,38,5,66.43,86.15,107.3,-8.22
4,9,39,4,34.47,80.48,106.09,-145.88
4,9,40,8,98.88,107.01,111.46,143.79
4,9,41,8,12.21,119.07,114.22,-121.05
4,9,42,4,0.43,107.55,79.05,48.3
4,9,43,7,24.33,90.77,90.37,170.48
4,9,44,6,35.41,91.6,104.2,57.56
4,9,45,6,0.52,92.62,77.93,-3.12
4,9,46,4,80.18,87.03,85.17,36.86
4,9,47,6,58.81,79.39,88.74,-117.1
4,9,48,2,7.97,82.13,80.63,19.16
4,9,49,8,42.44,112.94,70.93,58.03
4,9,50,8,51.42,82.43,104.5,80.1
4,9,51,4,41.97,82.75,73.01,-45.03
4,9,52,1,79.98,70.94,88.59,-179.37
4,9,53,4,74.07,71.79,75.53,156.74
4,9,54,7,5.92,94.48,106.18,138.22
4,9,55,5,43.03,108.99,95.58,156.83
4,9,56,2,74.94,112.0,71.66,-28.97
4,9,57,7,43.64,86.87,85.5,95.84
4,9,58,7,49.43,109.57,112.53,-59.6
4,9,59,4,61.19,98.45,99.87,-19.88
4,9,60,3,44.91,97.45,109.94,-123.78
4,9,61,1,58.54,104.11,116.47,-0.33
4,9,62,2,88.31,106.83,81.31,-157.15
4,9,63,2,20.18,87.14,105.19,28.23
4,9,64,4,58.71,83.39,94.92,-149.58
4,9,65,8,21.29,105.67,72.09,170.39
4,9,66,7,77.81,78.54,77.25,-19.39
4,9,67,8,89.49,114.68,110.31,-129.2
4,9,68,4,17.78,91.65,117.55,86.74
4,9,69,4,21.18,102.73,109.87,103.2
4,9,70,3,83.71,79.05,82.73,103.32
4,10,1,8,97.58,111.31,77.05,-34.28
4,10,2,1,38.17,87.0,88.39,-169.28
4,10,3,7,86.8,77.73,97.12,66.97
4,10,4,6,81.17,113.44,118.47,17.83
4,10,5,6,85.93,71.03,86.19,-117.49
4,10,6,6,44.77,82.22,104.88,-173.44
4,10,7,8,1.34,83.91,97.67,78.9
4,10,8,7,66.25,77.06,97.74,83.7
4,10,9,3,9.15,76.83,113.7,179.2
4,10,10,2,0.6,85.35,117.09,-163.16
4,10,11,1,98.39,110.13,70.87,-70.03
4,10,12,1,14.01,95.1,99.05,171.43
4,10,13,3,77.56,118.35,103.82,124.64
4,10,14,4,16.73,73.66,114.11,71.2
4,10,15,6,78.23,100.95,110.55,-121.16
4,10,16,5,68.36,109.43,71.3,-68.36
4,10,17,6,0.93,104.54,113.01,-132.67
4,10,18,6,55.4,112.69,116.42,125.51
4,10,19,7,75.44,72.48,83.44,80.75
4,10,20,5,3.57,112.49,98.92,-109.87
4,10,21,2,57.53,74.07,92.27,76.59
4,10,22,2,33.79,80.11,117.55,37.41
4,10,23,7,98.57,95.33,89.31,-20.66
4,10,24,3,43.55,82.67,96.98,110.25
4,10,25,2,28.64,78.52,113.85,29.22
4,10,26,5,95.85,98.25,70.28,158.35
4,10,27,5,82.05,92.17,90.05,137.06
4,10,28,4,35.67,72.78,79.82,-169.79
4,10,29,6,56.21,90.74,72.05,87.53
4,10,30,5,57.45,83.9,118.76,-78.71
4,10,31,4,89.54,78.25,97.65,-83.64
4,10,32,7,11.96,71.0,98.06,0.03
4,10,33,7,79.24,115.44,115.5,-116.69
4,10,34,7,98.1,92.42,86.89,55.47
4,10,35,8,53.78,93.4,82.84,-27.67
4,10,36,6,27.16,107.72,96.29,-55.68
4,10,37,3,29.43,118.97,109.43,64.36
4,10,38,7,81.34,116.16,116.23,-160.54
4,10,39,3,3.86,79.63,102.04,116.02
4,10,40,7,79.18,113.27,72.97,130.06
4,10,41,1,61.01,72.04,89.08,-72.74
4,10,42,2,94.89,84.18,80.01,-132.54
4,10,43,3,14.31,88.83,106.2,47.32
4,10,44,4,2.92,119.49,90.61,139.1
4,10,45,4,47.19,117.98,72.1,-72.8
4,10,46,1,85.57,94.71,74.58,-131.43
4,10,47,6,78.68,118.3,86.12,-25.43
4,10,48,5,51.89,77.59,116.47,-140.83
4,10,49,6,86.72,79.21,83.86,-50.19
4,10,50,8,60.2,77.44,99.56,61.51
4,10,51,4,31.03,103.16,119.85,-156.05
4,10,52,7,26.54,86.97,103.54,-33.55
4,10,53,2,6.44,75.51,96.12,149.7
4,10,54,3,44.34,103.3,80.99,34.16
4,10,55,4,68.71,91.26,72.35,23.24
4,10,56,2,86.66,117.34,80.17,144.08
4,10,57,2,0.56,113.8,86.51,110.44
4,10,58,1,36.17,107.72,88.26,-66.26
4,10,59,1,42.16,102.52,82.03,-54.67
4,10,60,2,30.49,85.91,76.0,-147.96
4,10,61,6,95.93,94.64,111.59,-143.9
4,10,62,5,11.29,101.52,77.18,177.96
4,10,63,1,99.43,106.33,70.17,-1.07
4,10,64,3,62.32,95.48,115.89,-160.55
4,10,65,1,61.84,80.54,84.3,-71.91
4,10,66,5,97.88,87.11,113.6,21.2
4,10,67,7,15.25,99.02,87.06,-65.22
4,10,68,6,46.7,98.79,115.25,2.33
4,10,69,3,7.99,103.94,95.47,82.41
4,10,70,3,40.29,78.49,113.51,59.25
4,11,1,1,83.32,103.58,74.21,-136.88
4,11,2,4,76.42,100.5,85.72,-120.28
4,11,3,5,3.82,72.2,116.79,109.72
4,11,4,6,80.22,119.76,83.31,170.37
4,11,5,7,64.45,101.8,97.55,136.88
4,11,6,4,72.28,70.05,83.96,-3.95
4,11,7,3,24.3,104.56,73.47,172.26
4,11,8,2,62.81,71.37,74.57,-65.35
4,11,9,8,69.95,76.41,96.51,46.85
4,11,10,6,28.68,73.63,103.17,-127.75
4,11,11,3,70.02,106.14,101.05,-63.09
4,11,12,2,23.62,76.07,76.44,-175.99
4,11,13,1,77.5,110.2,106.58,58.75
4,11,14,1,92.43,73.4,100.84,70.15
4,11,15,5,95.88,98.82,86.61,-179.44
4,11,16,5,93.66,108.19,81.6,-88.6
4,11,17,6,2.43,119.8,101.16,123.3
4,11,18,8,92.58,108.15,118.57,117.62
4,11,19,2,36.42,118.09,77.2,-38.38
4,11,20,8,10.49,119.46,83.29,179.48
4,11,21,2,86.42,110.37,76.37,99.15
4,11,22,5,80.89,87.67,100.37,-144.69
4,11,23,8,48.17,76.83,89.6,0.44
4,11,24,8,62.66,90.19,106.14,-33.78
4,11,25,1,33.25,97.75,71.68,46.19
4,11,26,2,30.87,108.37,116.34,-44.8
4,11,27,2,12.68,110.98,91.08,10.12
4,11,28,8,70.87,94.45,104.87,80.35
4,11,29,5,80.59,71.88,112.23,22.5
4,11,30,8,64.42,98.03,110.97,-58.72
4,11,31,6,86.98,71.93,93.88,-83.14
4,11,32,5,7.12,97.77,83.5,-25.0
4,11,33,2,8.21,71.75,101.62,43.1
4,11,34,3,17.49,100.52,87.17,-55.89
4,11,35,2,88.27,109.68,75.6,116.11
4,11,36,5,33.3,118.04,96.29,64.19
4,11,37,3,75.4,70.47,104.83,-162.42
4,11,38,5,67.65,109.84,103.4,75.33
4,11,39,7,31.68,111.87,72.2,-11.89
4,11,40,3,78.99,87.17,93.97,93.71
4,11,41,2,54.72,82.36,82.76,-69.97
4,11,42,8,44.87,86.23,89.54,145.79
4,11,43,4,26.75,93.47,73.09,137.62
4,11,44,8,94.49,86.02,96.04,-52.43
4,11,45,2,79.74,85.84,71.04,-66.11
4,11,46,4,37.66,86.39,90.77,99.78
4,11,47,7,19.23,71.05,113.91,-26.95
4,11,48,4,58.05,100.07,72.22,-96.03
4,11,49,8,75.24,87.94,70.28,-132.43
4,11,50,1,10.47,73.11,78.69,167.8
4,11,51,1,73.97,102.57,117.79,143.22
4,11,52,1,97.66,103.14,101.69,154.8
4,11,53,8,14.31,71.97,89.76,165.18
4,11,54,2,3.56,114.14,81.63,130.86
4,11,55,4,46.07,76.03,87.31,104.19
4,11,56,1,75.6,91.96,91.03,118.6
4,11,57,2,31.54,104.21,113.7,148.54
4,11,58,2,28.4,111.35,77.27,-140.28
4,11,59,3,18.11,97.65,85.56,-172.05
4,11,60,6,61.81,90.61,115.47,-116.6
4,11,61,2,34.17,116.38,75.11,-135.01
4,11,62,7,66.54,112.34,119.37,-118.73
4,11,63,7,6.03,107.45,90.31,-22.13
4,11,64,2,41.93,86.15,106.29,81.51
4,11,65,3,53.62,111.87,105.08,-76.3
4,11,66,3,29.47,115.82,90.58,40.23
4,11,67,4,91.01,86.25,89.64,6.47
4,11,68,7,10.17,97.28,113.1,120.14
4,11,69,3,67.92,83.85,119.82,144.12
4,11,70,4,25.64,72.92,110.92,-10.62
4,12,1,8,31.82,82.79,101.32,-153.34
4,12,2,6,98.47,72.3,100.67,-117.8
4,12,3,3,28.04,97.2,92.77,-60.27
4,12,4,5,26.94,88.23,95.09,107.93
4,12,5,3,21.95,76.9,83.88,-31.82
4,12,6,5,2.84,110.17,105.88,-70.94
4,12,7,2,43.19,107.96,113.4,38.37
4,12,8,5,24.95,110.55,84.51,170.73
4,12,9,2,59.86,71.48,73.41,2.92
4,12,10,6,80.97,115.93,106.44,100.75
4,12,11,3,7.57,111.05,77.91,-78.4
