driver_id,race_id,lap_number,reaction_time,braking_points,acceleration_points,cornering_speed,overall_performance_rating
9,15,69,0.98,13,12,51.64,5.0
9,15,70,0.22,20,5,52.55,9.11
10,15,1,0.7,12,8,133.97,9.59
10,15,2,0.25,7,12,134.52,2.39
10,15,3,0.85,18,16,105.81,6.12
10,15,4,0.71,5,18,107.63,6.56
10,15,5,0.21,11,7,101.85,9.46
10,15,6,0.68,14,11,128.9,1.57
10,15,7,0.94,18,10,50.89,2.64
10,15,8,0.31,9,2,108.32,4.38
10,15,9,0.99,8,17,78.22,2.53
10,15,10,0.42,17,7,123.26,5.59
10,15,11,0.36,7,13,115.07,5.06
10,15,12,0.55,6,8,51.02,2.51
10,15,13,0.56,4,13,125.99,5.31
10,15,14,0.2,9,13,146.38,3.08
10,15,15,0.65,11,17,128.12,8.74
10,15,16,0.69,4,3,129.06,7.7
10,15,17,0.4,3,12,53.24,5.13
10,15,18,0.95,16,9,107.16,7.82
10,15,19,0.49,5,20,79.4,8.01
10,15,20,0.32,8,20,144.39,9.03
10,15,21,0.25,17,13,88.22,6.2
10,15,22,0.58,8,4,52.16,7.19
10,15,23,0.2,6,4,145.02,7.69
10,15,24,0.35,8,8,89.3,5.53
10,15,25,0.21,10,3,78.07,4.87
10,15,26,0.69,16,20,89.43,9.48
10,15,27,0.87,7,20,123.07,7.33
10,15,28,0.41,7,10,82.64,3.12
10,15,29,0.28,7,4,109.88,3.61
10,15,30,0.16,17,4,102.59,4.41
10,15,31,0.49,9,8,56.84,9.14
10,15,32,0.59,15,6,77.67,2.89
10,15,33,0.66,4,17,74.2,1.91
10,15,34,0.53,15,1,105.24,9.58
10,15,35,0.93,2,14,145.92,3.93
10,15,36,0.38,10,18,131.53,7.42
10,15,37,0.6,16,3,54.41,6.78
10,15,38,0.45,5,14,69.89,2.32
10,15,39,0.19,17,6,90.36,9.6
10,15,40,0.67,19,12,149.65,4.85
10,15,41,1.0,14,9,124.37,1.81
10,15,42,0.26,14,18,65.25,2.31
10,15,43,0.88,9,18,56.58,4.92
10,15,44,0.8,16,10,102.25,4.66
10,15,45,0.68,19,7,53.93,8.48
10,15,46,0.87,8,9,80.21,4.94
10,15,47,0.53,14,11,76.63,9.87
10,15,48,0.54,13,10,130.26,6.72
10,15,49,0.44,6,3,113.57,1.53
10,15,50,0.38,13,19,57.21,9.03
10,15,51,0.98,12,2,112.1,1.63
10,15,52,0.67,18,4,144.54,2.36
10,15,53,0.17,14,7,74.69,3.89
10,15,54,0.26,9,13,71.55,3.43
10,15,55,0.8,6,3,55.32,7.29
10,15,56,0.55,13,11,131.7,8.64
10,15,57,0.57,20,11,91.09,5.92
10,15,58,0.25,12,6,89.01,3.57
10,15,59,0.21,14,11,92.56,9.49
10,15,60,0.68,16,16,104.15,6.89
10,15,61,0.58,18,18,99.67,7.39
10,15,62,0.9,20,3,108.02,9.41
10,15,63,0.88,14,8,58.08,1.87
10,15,64,0.61,6,20,85.72,5.1
10,15,65,0.18,20,15,63.89,2.34
10,15,66,0.78,12,17,67.1,8.9
10,15,67,0.47,1,3,81.33,8.98
10,15,68,0.15,17,16,82.15,7.72
10,15,69,0.19,16,16,105.76,9.68
10,15,70,0.38,18,4,131.17,6.19
11,15,1,0.49,1,1,136.43,6.4
11,15,2,0.63,5,9,51.89,9.06
11,15,3,0.11,3,8,61.37,1.26
11,15,4,0.95,11,1,142.28,5.02
11,15,5,0.55,17,10,100.19,5.46
11,15,6,0.58,7,16,122.25,4.58
11,15,7,0.24,18,6,130.67,8.59
11,15,8,0.21,1,18,53.74,9.59
11,15,9,0.16,7,6,119.65,1.8
11,15,10,0.66,9,14,103.09,5.6
11,15,11,0.98,6,2,73.42,1.38
11,15,12,0.16,9,3,128.43,9.36
11,15,13,0.38,6,12,139.19,4.01
11,15,14,0.56,7,5,63.17,1.85
11,15,15,0.57,13,10,126.48,1.12
11,15,16,0.79,17,16,56.74,5.74
11,15,17,0.21,9,11,88.37,2.08
11,15,18,0.17,19,13,100.95,1.82
11,15,19,0.4,17,7,70.7,2.57
11,15,20,0.69,2,3,54.47,1.23
11,15,21,0.12,9,13,120.12,6.05
11,15,22,0.66,2,17,61.83,3.4
11,15,23,0.38,13,4,59.3,1.84
11,15,24,0.68,5,13,102.27,6.34
11,15,25,0.45,4,10,63.72,4.61
11,15,26,0.99,13,15,82.92,6.55
11,15,27,0.5,20,13,100.33,6.06
11,15,28,0.68,8,7,78.88,6.03
11,15,29,0.65,10,16,120.18,8.37
11,15,30,0.42,2,6,121.74,2.27
11,15,31,0.28,15,16,122.84,5.11
11,15,32,0.17,1,14,119.47,9.66
11,15,33,0.41,4,5,115.68,9.55
11,15,34,0.65,14,10,140.37,8.33
11,15,35,0.13,16,20,76.43,5.45
11,15,36,0.1,2,8,82.36,7.52
11,15,37,0.27,10,6,50.44,6.9
11,15,38,0.68,11,4,75.48,8.4
11,15,39,0.48,8,2,75.12,2.77
11,15,40,0.3,9,8,77.69,1.95
11,15,41,0.66,3,17,100.85,9.74
11,15,42,0.71,12,19,123.44,8.52
11,15,43,0.89,19,19,115.56,6.3
11,15,44,0.87,5,16,86.98,7.34
11,15,45,0.62,8,20,144.48,9.51
11,15,46,0.46,17,7,115.22,5.36
11,15,47,0.3,1,15,140.55,1.73
11,15,48,0.25,7,18,62.23,2.78
11,15,49,0.76,11,5,149.66,7.31
11,15,50,0.14,7,15,86.49,2.44
11,15,51,0.92,7,20,126.18,2.24
11,15,52,0.15,8,7,77.17,9.14
11,15,53,0.48,1,18,89.08,7.86
11,15,54,0.42,20,14,139.43,8.23
11,15,55,0.58,13,10,91.68,1.23
11,15,56,0.68,5,18,144.41,7.91
11,15,57,0.72,9,5,63.5,6.88
11,15,58,0.99,12,13,138.63,7.11
11,15,59,0.82,10,11,77.44,4.84
11,15,60,0.88,5,19,102.5,6.17
11,15,61,0.53,11,14,90.31,5.46
11,15,62,0.59,9,2,103.37,1.2
11,15,63,0.79,4,12,68.08,7.58
11,15,64,0.23,18,1,56.7,4.69
11,15,65,0.83,18,6,61.73,8.46
11,15,66,0.12,15,9,51.71,1.32
11,15,67,0.55,12,20,50.45,5.79
11,15,68,0.71,15,17,100.89,1.5
11,15,69,0.67,10,15,54.59,8.73
11,15,70,0.72,13,16,94.37,7.91
12,15,1,0.42,14,6,60.88,6.48
12,15,2,0.14,18,11,81.99,3.79
12,15,3,0.34,12,3,123.31,9.16
12,15,4,0.22,19,2,148.19,4.59
12,15,5,0.93,1,9,148.65,8.16
12,15,6,0.86,9,9,116.58,5.78
12,15,7,0.99,14,1,146.27,5.13
12,15,8,0.12,7,8,87.95,7.36
12,15,9,0.38,13,6,147.26,3.3
12,15,10,0.94,5,12,61.62,9.26
12,15,11,0.76,7,2,147.4,3.06
12,15,12,0.34,6,15,138.63,3.74
12,15,13,0.73,11,2,72.56,6.3
12,15,14,0.82,2,2,106.22,3.69
12,15,15,0.52,11,15,62.28,1.23
12,15,16,0.53,17,5,107.26,2.71
12,15,17,0.54,5,18,69.54,6.38
12,15,18,0.28,4,14,106.71,6.54
12,15,19,0.79,10,17,68.21,4.81
12,15,20,0.85,5,1,50.44,6.71
12,15,21,0.13,16,19,56.59,4.7
12,15,22,0.87,9,8,75.57,8.05
12,15,23,0.3,1,17,129.31,7.57
12,15,24,0.21,1,13,75.36,4.16
12,15,25,0.78,12,11,56.83,8.17
12,15,26,0.16,9,19,69.75,9.92
12,15,27,0.47,3,9,63.14,2.03
12,15,28,0.91,18,13,107.75,2.06
12,15,29,0.25,16,14,130.02,7.06
12,15,30,0.14,19,20,76.44,1.04
12,15,31,0.73,5,18,85.46,4.08
12,15,32,0.18,2,9,135.85,9.64
12,15,33,0.25,20,11,136.83,1.56
12,15,34,0.83,6,17,134.56,3.14
12,15,35,0.67,4,4,136.27,9.29
12,15,36,0.97,13,12,99.86,7.83
12,15,37,0.26,10,17,139.07,7.83
12,15,38,0.97,14,20,64.42,7.41
12,15,39,0.3,8,19,136.61,4.69
12,15,40,0.55,18,18,99.16,8.5
12,15,41,0.17,20,18,55.91,7.73
12,15,42,0.44,6,13,67.08,1.29
12,15,43,0.14,2,13,81.25,4.49
12,15,44,0.71,18,15,61.9,3.59
12,15,45,0.79,15,7,103.44,1.38
12,15,46,0.62,10,8,81.73,3.73
12,15,47,0.6,16,8,133.06,6.37
12,15,48,0.17,5,1,60.39,5.86
12,15,49,0.74,9,20,145.6,6.88
12,15,50,0.53,7,15,58.18,8.95
12,15,51,0.56,18,15,84.95,4.25
12,15,52,0.53,10,14,83.58,5.71
12,15,53,0.65,10,20,89.83,6.94
12,15,54,0.57,2,2,126.0,6.36
12,15,55,0.87,11,8,131.61,10.0
12,15,56,0.34,19,3,143.21,1.24
12,15,57,1.0,19,19,88.35,7.14
12,15,58,0.4,5,8,86.85,8.18
12,15,59,0.14,5,7,74.65,7.05
12,15,60,0.23,2,6,119.57,2.07
12,15,61,0.47,16,13,83.0,7.55
12,15,62,0.27,4,12,120.95,2.67
12,15,63,0.54,1,14,108.12,3.76
12,15,64,0.16,8,20,70.06,3.12
12,15,65,0.63,20,7,129.65,2.34
12,15,66,0.96,10,6,103.87,2.01
12,15,67,0.13,3,5,73.58,7.16
12,15,68,0.38,18,5,131.57,8.77
12,15,69,0.42,10,4,130.81,3.96
12,15,70,0.25,14,3,149.56,1.04
13,15,1,0.2,10,5,125.25,3.37
13,15,2,0.67,20,6,110.09,8.09
13,15,3,0.69,19,11,78.67,2.45
13,15,4,0.59,6,18,132.11,6.59
13,15,5,0.15,3,12,62.29,8.5
13,15,6,0.34,18,9,75.05,1.59
13,15,7,0.1,3,10,55.16,4.19
13,15,8,0.56,7,2,127.78,4.43
13,15,9,0.24,17,6,84.52,9.01
13,15,10,0.32,8,14,99.57,2.42
13,15,11,0.6,20,20,109.98,5.16
13,15,12,0.46,2,13,59.17,9.7
13,15,13,0.72,9,3,126.93,4.12
13,15,14,0.22,1,16,100.01,9.14
13,15,15,0.77,5,7,81.01,8.77
13,15,16,0.31,5,16,128.45,8.16
13,15,17,0.61,1,4,131.22,5.2
13,15,18,0.36,14,16,89.45,6.3
13,15,19,0.73,18,1,126.33,2.85
13,15,20,0.17,6,6,112.39,4.91
13,15,21,0.92,2,15,109.77,1.27
13,15,22,0.7,7,9,108.94,4.35
13,15,23,0.49,1,20,69.34,1.48
13,15,24,0.99,12,6,82.44,6.44
13,15,25,0.27,18,14,118.45,3.46
13,15,26,0.37,20,4,62.02,1.82
13,15,27,0.75,8,18,121.27,3.57
13,15,28,0.58,17,2,97.65,5.49
13,15,29,0.34,19,2,58.65,7.92
13,15,30,0.4,4,13,138.37,3.78
13,15,31,0.61,7,5,62.78,7.45
13,15,32,0.9,13,3,85.16,6.23
13,15,33,0.23,18,8,140.24,1.54
13,15,34,0.37,5,14,138.81,4.3
13,15,35,0.97,9,7,114.31,2.3
13,15,36,0.38,17,19,50.07,5.92
13,15,37,0.39,11,2,143.63,1.88
13,15,38,0.87,10,11,106.0,5.61
13,15,39,0.92,1,11,89.95,2.98
13,15,40,0.4,14,10,83.74,7.77
13,15,41,0.17,13,11,107.01,3.98
13,15,42,0.59,17,7,58.22,8.3
13,15,43,0.74,2,19,142.86,3.61
13,15,44,0.84,18,6,107.28,2.76
13,15,45,0.89,1,10,111.81,5.56
13,15,46,0.21,17,8,103.35,2.9
13,15,47,0.71,12,14,103.72,8.46
13,15,48,0.16,19,3,118.6,2.76
13,15,49,0.75,18,12,63.94,1.87
13,15,50,0.64,5,18,52.65,6.74
13,15,51,0.9,20,12,127.55,4.59
13,15,52,0.33,20,11,127.24,7.18
13,15,53,0.37,4,10,142.49,3.09
13,15,54,0.38,5,14,104.41,7.53
13,15,55,0.3,12,6,81.49,2.39
13,15,56,0.59,4,10,113.15,6.79
13,15,57,0.59,11,19,133.75,8.87
13,15,58,0.52,2,4,93.15,1.19
13,15,59,0.51,11,11,69.74,6.75
13,15,60,0.58,19,7,75.3,5.97
13,15,61,0.35,4,20,72.66,4.88
13,15,62,0.56,9,19,61.47,9.9
13,15,63,0.88,9,5,54.39,1.78
13,15,64,0.11,9,16,125.21,9.72
13,15,65,0.83,17,17,86.67,2.43
13,15,66,0.64,7,11,116.18,6.34
13,15,67,0.13,6,14,58.89,2.12
13,15,68,0.29,5,1,67.77,5.87
13,15,69,0.99,17,20,109.94,7.69
13,15,70,0.3,12,17,121.62,3.45
14,15,1,0.49,16,19,75.55,8.69
14,15,2,0.97,20,9,91.05,8.1
14,15,3,0.78,12,14,147.84,5.99
14,15,4,0.18,11,7,74.75,5.83
14,15,5,0.8,19,19,78.32,9.41
14,15,6,0.84,14,1,105.23,1.61
14,15,7,0.34,16,3,148.39,5.17
14,15,8,0.71,5,18,54.1,6.78
14,15,9,0.62,13,17,95.06,4.97
14,15,10,0.45,3,9,139.98,3.0
14,15,11,0.71,12,6,107.13,4.5
14,15,12,0.17,15,8,82.82,7.42
14,15,13,0.7,13,17,73.73,9.04
14,15,14,0.4,8,20,85.8,7.36
14,15,15,0.16,1,13,148.17,1.53
14,15,16,0.37,6,5,129.67,8.76
14,15,17,0.82,14,9,95.24,5.27
14,15,18,0.89,8,6,92.5,4.89
14,15,19,0.5,14,3,69.08,4.89
14,15,20,0.58,19,8,59.93,8.73
14,15,21,0.8,3,12,144.4,8.55
14,15,22,0.49,8,10,62.12,4.17
14,15,23,0.26,11,6,149.32,8.16
14,15,24,0.39,19,11,75.72,7.64
14,15,25,0.95,6,16,143.55,2.16
14,15,26,0.85,1,8,111.32,7.22
14,15,27,0.34,10,11,105.05,7.82
14,15,28,0.34,19,5,68.93,3.44
14,15,29,0.33,4,14,51.41,9.97
14,15,30,0.65,6,19,119.97,2.17
14,15,31,0.89,18,17,100.4,2.89
14,15,32,0.6,20,2,73.54,1.4
14,15,33,0.18,14,18,111.1,4.9
14,15,34,0.15,16,13,91.8,1.83
14,15,35,0.23,12,18,149.83,8.24
14,15,36,0.25,7,14,115.63,9.17
14,15,37,0.57,7,13,97.76,5.85
14,15,38,0.2,12,3,115.31,9.44
14,15,39,0.33,2,7,110.7,7.31
14,15,40,0.46,8,17,81.72,3.21
14,15,41,0.64,20,3,106.54,5.44
14,15,42,0.31,3,4,73.03,5.04
14,15,43,0.95,2,9,119.98,8.46
14,15,44,0.94,8,14,91.05,4.29
14,15,45,0.98,8,12,120.42,1.53
14,15,46,0.35,17,6,114.78,2.44
14,15,47,0.91,1,18,59.04,5.4
14,15,48,0.35,3,16,138.34,4.97
14,15,49,0.15,2,5,52.31,4.75
14,15,50,0.66,5,12,102.45,6.38
14,15,51,0.2,12,17,56.01,3.91
14,15,52,0.21,8,20,77.01,5.03
14,15,53,0.54,3,14,110.26,9.09
14,15,54,0.98,18,11,79.3,2.87
14,15,55,0.13,2,10,147.04,8.18
14,15,56,0.51,2,12,125.42,3.92
14,15,57,0.29,18,10,141.84,3.65
14,15,58,0.91,16,13,81.22,2.38
14,15,59,0.16,16,6,111.58,4.67
14,15,60,0.3,3,1,108.14,2.17
14,15,61,0.4,3,18,96.96,1.99
14,15,62,0.47,7,12,57.71,1.33
14,15,63,0.61,1,11,81.32,5.09
14,15,64,0.52,6,14,66.35,3.4
14,15,65,0.14,4,9,131.24,6.08
14,15,66,0.95,3,9,98.28,9.33
14,15,67,0.24,10,20,103.57,8.69
14,15,68,0.85,16,10,112.6,2.33
14,15,69,0.89,1,3,65.54,9.86
14,15,70,0.43,17,8,127.83,1.49
15,15,1,0.51,8,17,59.74,9.78
15,15,2,0.3,14,10,130.83,9.72
15,15,3,0.27,6,2,74.49,7.97
15,15,4,0.74,17,6,58.27,8.81
15,15,5,0.32,5,9,112.65,2.87
15,15,6,0.91,2,11,82.83,6.59
15,15,7,0.49,3,13,122.15,1.06
15,15,8,0.6,20,14,140.75,9.16
15,15,9,0.19,11,9,146.23,6.29
15,15,10,0.44,15,1,92.22,4.44
15,15,11,0.24,7,18,61.77,4.01
15,15,12,0.87,3,10,128.87,2.09
15,15,13,0.86,13,16,109.45,7.26
15,15,14,0.85,11,11,97.74,4.88
15,15,15,0.1,4,15,115.65,3.61
15,15,16,0.86,7,3,73.95,2.17
15,15,17,0.97,14,2,116.05,1.95
15,15,18,0.93,7,15,132.19,3.44
15,15,19,0.16,12,17,54.43,3.56
15,15,20,0.39,18,1,119.48,9.93
15,15,21,0.33,6,4,149.22,4.67
15,15,22,0.85,9,8,123.49,2.17
15,15,23,0.52,18,7,70.34,2.34
15,15,24,0.94,20,12,108.71,4.77
15,15,25,0.31,2,16,63.12,3.34
15,15,26,0.61,8,1,67.0,9.14
15,15,27,0.69,1,4,117.35,8.79
15,15,28,0.98,20,18,135.2,7.74
15,15,29,0.72,1,10,76.4,8.99
15,15,30,0.22,19,6,87.53,4.16
15,15,31,0.91,9,1,128.47,3.11
15,15,32,0.62,14,8,74.29,2.01
15,15,33,0.47,14,7,133.7,4.16
15,15,34,0.69,19,5,87.49,8.28
15,15,35,0.34,19,20,66.27,7.03
15,15,36,0.46,8,2,111.96,8.72
15,15,37,0.69,10,18,81.79,5.24
15,15,38,0.48,12,16,134.22,5.51
15,15,39,0.43,9,1,82.57,5.27
15,15,40,0.7,13,19,134.7,7.6
15,15,41,0.24,15,5,54.13,9.7
15,15,42,0.63,11,19,121.71,4.66
15,15,43,0.97,10,2,111.84,3.94
15,15,44,0.67,5,1,149.22,7.29
15,15,45,0.69,16,4,118.51,6.04
15,15,46,0.46,1,1,130.46,1.68
15,15,47,0.51,10,14,139.2,9.61
15,15,48,0.64,4,16,106.24,3.81
15,15,49,0.76,14,4,133.44,1.26
15,15,50,0.88,9,3,120.53,4.74
15,15,51,0.69,20,4,146.19,7.34
15,15,52,0.95,14,1,56.75,1.23
15,15,53,0.7,10,4,117.17,8.52
15,15,54,0.77,6,13,143.62,6.31
15,15,55,0.62,19,12,96.83,4.41
15,15,56,0.87,1,17,89.77,1.83
15,15,57,0.46,2,2,142.69,8.5
15,15,58,0.33,13,1,147.45,2.18
15,15,59,0.26,18,9,83.85,7.26
15,15,60,0.51,5,7,107.23,1.73
15,15,61,0.2,1,16,114.18,2.84
15,15,62,0.84,4,5,141.46,4.97
15,15,63,0.14,13,20,125.65,9.99
15,15,64,0.15,11,15,116.77,9.44
15,15,65,0.98,12,2,72.24,8.62
15,15,66,0.26,9,6,98.64,9.42
15,15,67,0.94,7,2,83.2,9.44
15,15,68,0.15,12,8,103.38,6.68
15,15,69,0.74,4,18,103.53,3.48
15,15,70,0.55,6,13,122.04,6.3
16,15,1,0.93,11,5,121.21,6.55
16,15,2,0.88,9,2,105.62,4.66
16,15,3,0.88,9,17,117.94,1.38
16,15,4,0.23,6,11,139.68,6.14
16,15,5,0.53,12,2,89.93,7.22
16,15,6,0.87,16,10,98.47,5.3
16,15,7,0.17,1,14,81.29,2.71
16,15,8,0.13,4,19,87.22,5.67
16,15,9,0.81,5,10,118.46,6.97
16,15,10,0.64,15,20,108.74,9.84
16,15,11,0.5,11,10,102.82,2.48
16,15,12,0.56,16,15,118.92,3.8
16,15,13,0.76,9,2,104.79,8.06
16,15,14,0.68,6,13,86.96,1.29
16,15,15,0.13,11,14,115.73,2.29
16,15,16,0.13,20,18,106.17,3.66
16,15,17,0.93,11,9,138.85,1.76
16,15,18,0.22,7,4,110.51,5.91
16,15,19,0.95,11,6,63.94,7.97
16,15,20,0.83,12,4,55.21,4.38
16,15,21,0.28,9,16,109.37,5.02
16,15,22,0.85,7,16,58.91,2.27
16,15,23,0.4,19,14,57.51,3.96
16,15,24,0.67,8,12,95.08,1.14
16,15,25,0.36,15,8,119.15,9.66
16,15,26,0.46,7,7,61.86,7.16
16,15,27,0.13,14,17,61.81,5.7
16,15,28,0.72,15,9,71.4,2.66
16,15,29,0.69,6,7,104.67,6.6
16,15,30,0.13,4,11,143.07,5.33
16,15,31,0.83,18,13,77.16,5.45
16,15,32,0.49,12,10,137.81,2.27
16,15,33,0.92,20,15,57.43,3.83
16,15,34,0.71,15,3,128.63,1.11
16,15,35,0.54,10,17,143.03,8.73
16,15,36,0.39,16,1,50.25,4.46
16,15,37,0.99,15,14,84.9,3.14
16,15,38,1.0,2,19,84.53,1.65
16,15,39,0.37,12,11,118.28,5.38
16,15,40,0.22,11,16,107.56,9.4
16,15,41,0.41,2,12,104.89,4.04
16,15,42,0.94,2,4,133.66,5.93
16,15,43,0.52,7,16,120.53,6.77
16,15,44,0.5,7,15,93.26,3.58
16,15,45,0.85,18,5,106.46,3.39
16,15,46,0.16,20,19,123.78,8.58
16,15,47,0.98,2,3,73.84,5.97
16,15,48,0.17,12,1,109.16,1.93
16,15,49,0.68,19,5,126.47,5.75
16,15,50,0.77,12,5,102.67,5.87
16,15,51,0.92,17,6,82.28,8.42
16,15,52,0.57,15,10,103.4,1.31
16,15,53,0.97,13,10,76.01,9.26
16,15,54,0.35,20,16,65.34,4.64
16,15,55,0.79,16,11,142.91,4.32
16,15,56,0.77,3,18,124.51,2.77
16,15,57,0.59,11,19,91.68,7.05
16,15,58,0.86,1,13,148.83,9.36
16,15,59,0.53,14,20,112.78,6.81
16,15,60,0.47,8,9,122.69,9.36
16,15,61,0.11,10,18,64.46,7.17
16,15,62,0.9,4,12,64.53,3.7
16,15,63,0.94,2,18,53.3,8.49
16,15,64,0.48,5,14,143.62,2.34
16,15,65,0.92,12,4,71.38,2.91
16,15,66,0.61,12,5,128.08,7.24
16,15,67,0.3,15,19,69.32,5.93
16,15,68,0.58,13,1,52.42,1.82
16,15,69,0.48,12,17,76.28,5.3
16,15,70,0.91,1,16,108.56,4.66
17,15,1,0.28,12,10,92.4,1.54
17,15,2,0.17,7,19,126.52,6.58
17,15,3,0.55,19,7,53.53,9.12
17,15,4,0.3,5,8,81.41,7.79
17,15,5,0.38,7,7,133.01,1.35
17,15,6,0.23,7,12,52.21,7.31
17,15,7,0.2,4,1,70.13,9.11
17,15,8,0.42,4,9,119.3,6.24
17,15,9,0.21,9,7,99.88,6.98
17,15,10,0.98,8,14,125.86,8.46
17,15,11,0.53,6,7,77.03,6.84
17,15,12,0.4,16,17,68.61,7.09
17,15,13,0.48,16,1,125.33,1.14
17,15,14,0.55,15,3,120.74,1.5
17,15,15,0.5,17,13,84.98,6.19
17,15,16,0.62,6,5,92.87,8.75
17,15,17,0.47,17,12,129.62,2.81
17,15,18,0.6,8,18,65.71,9.5
17,15,19,0.25,7,3,85.78,7.62
17,15,20,0.65,20,20,117.39,7.81
17,15,21,0.9,9,5,126.16,7.3
17,15,22,0.81,19,11,132.68,2.3
17,15,23,0.58,2,13,143.92,6.83
17,15,24,0.78,8,2,56.25,5.65
17,15,25,0.68,2,13,86.85,6.25
17,15,26,0.99,8,7,117.96,2.42
17,15,27,0.95,1,11,115.16,4.61
17,15,28,0.46,12,16,90.69,5.64
17,15,29,0.4,10,3,113.12,1.65
17,15,30,0.69,11,14,79.54,10.0
17,15,31,0.84,4,10,71.76,3.41
17,15,32,0.6,4,2,97.93,3.07
17,15,33,0.14,12,12,148.87,3.09
17,15,34,0.88,6,4,134.38,3.27
17,15,35,0.27,16,16,64.88,8.79
17,15,36,0.93,6,20,107.18,3.33
17,15,37,0.7,5,18,57.52,7.43
17,15,38,0.21,18,8,91.2,1.46
17,15,39,0.75,5,3,131.45,8.14
17,15,40,0.64,2,7,98.06,2.35
17,15,41,0.73,17,15,64.1,8.58
17,15,42,0.15,20,20,75.69,7.16
17,15,43,0.3,16,3,141.92,6.68
17,15,44,0.56,13,4,52.42,5.14
17,15,45,0.26,18,8,125.24,3.35
17,15,46,0.2,3,19,107.99,2.26
17,15,47,0.76,4,10,84.53,3.54
17,15,48,0.78,4,5,117.74,1.97
17,15,49,0.38,11,10,73.1,5.97
17,15,50,0.6,9,2,135.97,3.24
17,15,51,0.66,12,2,100.49,8.35
17,15,52,0.53,1,19,123.56,7.51
17,15,53,0.39,5,17,103.91,9.59
17,15,54,0.22,8,3,86.66,6.84
17,15,55,0.67,7,5,86.58,1.69
17,15,56,0.13,18,15,98.68,5.9
17,15,57,0.41,1,10,145.06,4.66
17,15,58,0.63,15,9,127.04,2.4
17,15,59,0.19,20,16,58.23,1.01
17,15,60,0.71,2,16,63.38,2.97
17,15,61,0.77,1,10,96.6,5.81
17,15,62,0.89,12,4,50.46,6.22
17,15,63,0.26,20,18,82.53,5.18
17,15,64,0.56,20,9,59.22,1.4
17,15,65,0.48,1,16,67.4,1.53
17,15,66,0.32,11,19,84.21,9.58
17,15,67,0.89,18,16,55.09,9.04
17,15,68,0.77,6,11,98.69,7.2
17,15,69,0.38,13,10,122.24,9.69
17,15,70,0.39,7,7,107.53,8.24
18,15,1,0.91,7,15,112.39,8.91
18,15,2,0.8,16,6,122.97,2.46
18,15,3,0.31,13,2,130.6,8.16
18,15,4,0.64,6,5,95.29,6.29
18,15,5,0.4,12,7,98.58,7.87
18,15,6,0.23,14,12,115.45,3.79
18,15,7,0.59,7,12,75.29,5.28
18,15,8,0.5,1,4,74.17,7.11
18,15,9,0.21,4,14,62.41,2.01
18,15,10,0.33,18,5,87.2,9.77
18,15,11,0.2,19,17,118.62,1.38
18,15,12,0.24,1,6,99.91,8.18
18,15,13,0.54,16,19,122.72,7.51
18,15,14,0.92,16,12,142.58,4.03
18,15,15,0.71,10,20,129.33,9.47
18,15,16,0.87,20,18,96.24,6.71
18,15,17,0.89,18,3,142.35,3.31
18,15,18,0.51,6,2,62.37,8.26
18,15,19,0.5,7,3,121.06,9.99
18,15,20,0.33,2,15,113.21,2.48
18,15,21,0.56,14,18,77.53,4.43
18,15,22,0.23,20,11,128.53,6.35
18,15,23,0.28,1,3,118.66,5.2
18,15,24,0.48,17,1,90.98,4.24
18,15,25,0.67,20,11,128.36,7.0
18,15,26,0.6,17,9,142.35,2.25
18,15,27,0.33,17,7,114.49,5.34
18,15,28,0.78,15,17,72.12,6.92
18,15,29,0.6,18,13,146.33,8.03
18,15,30,0.89,1,18,75.85,2.92
18,15,31,0.71,18,10,51.61,1.73
18,15,32,0.68,11,17,98.8,4.88
18,15,33,0.33,12,19,118.07,3.9
18,15,34,0.93,14,8,99.63,5.96
18,15,35,0.92,17,3,109.72,5.4
18,15,36,0.27,15,16,91.48,4.8
18,15,37,0.95,15,16,123.83,7.14
18,15,38,0.48,7,17,117.6,3.82
18,15,39,0.12,19,2,81.67,2.39
18,15,40,0.56,15,13,146.45,8.29
18,15,41,0.7,15,14,93.44,8.51
18,15,42,0.14,1,5,137.5,3.01
18,15,43,0.95,10,6,89.8,4.8
18,15,44,0.62,4,2,103.85,8.03
18,15,45,0.37,1,12,86.97,7.36
18,15,46,0.98,15,14,148.16,8.47
18,15,47,0.29,5,19,96.63,6.61
18,15,48,0.4,3,6,114.98,1.39
18,15,49,0.84,10,16,115.51,9.82
18,15,50,0.99,2,7,147.04,5.82
18,15,51,0.2,1,15,53.44,5.57
18,15,52,0.7,12,17,144.92,4.24
18,15,53,0.85,19,2,91.59,4.65
18,15,54,0.2,5,6,61.27,6.28
18,15,55,0.87,15,3,100.26,7.24
18,15,56,0.34,10,2,54.49,6.51
18,15,57,0.27,13,10,106.1,9.43
18,15,58,0.89,3,2,65.07,6.36
18,15,59,0.68,6,5,148.98,6.72
18,15,60,0.52,14,17,140.62,8.88
18,15,61,0.31,9,7,80.59,9.08
18,15,62,0.83,3,13,60.37,9.34
18,15,63,0.16,16,5,133.31,8.79
18,15,64,0.64,18,3,103.57,8.6
18,15,65,0.81,3,16,143.05,9.22
18,15,66,0.66,19,14,134.93,2.92
18,15,67,0.11,13,18,51.5,5.33
18,15,68,0.29,13,1,102.18,7.7
18,15,69,0.45,17,11,102.15,6.2
18,15,70,0.83,11,6,116.44,1.4
19,15,1,0.74,15,3,104.91,4.1
19,15,2,0.9,17,14,59.76,9.9
