race_id,driver_id,lap_number,tyre_surface_temperature0,tyre_surface_temperature1,tyre_surface_temperature2,tyre_surface_temperature3,tyre_inner_temperature0,tyre_inner_temperature1,tyre_inner_temperature2,tyre_inner_temperature3
12,2,42,103.26,111.47,134.58,97.94,54.49,79.96,27.92,61.59
12,2,43,122.25,115.5,158.72,145.17,85.79,88.4,59.58,86.41
12,2,44,56.41,36.2,144.17,71.72,105.49,46.85,68.13,103.15
12,2,45,38.3,142.29,157.0,82.45,94.85,21.9,65.25,51.61
12,2,46,101.66,106.19,138.44,25.33,20.13,108.61,92.85,44.76
12,2,47,104.04,49.69,29.64,60.45,61.34,54.69,61.53,72.71
12,2,48,87.86,87.18,149.18,21.54,21.59,28.66,75.77,74.37
12,2,49,66.75,36.61,100.13,145.2,32.6,55.23,22.93,72.2
12,2,50,80.65,128.67,75.68,139.98,99.87,45.04,88.59,101.85
12,2,51,131.53,96.21,100.6,81.99,87.4,91.1,83.37,40.81
12,2,52,123.99,128.12,36.9,34.51,74.32,30.71,63.52,44.3
12,2,53,150.02,26.3,153.72,76.85,25.2,79.21,76.11,25.9
12,2,54,24.85,108.06,78.56,130.89,101.95,37.6,21.13,85.78
12,2,55,36.51,132.08,121.03,85.45,95.63,24.61,67.43,30.52
12,2,56,44.82,127.16,81.04,154.64,70.9,32.87,50.34,38.62
12,2,57,69.0,20.38,148.37,143.5,39.45,29.62,56.72,43.36
12,2,58,63.61,68.18,70.51,85.48,91.07,106.75,48.91,35.09
12,2,59,53.97,61.34,129.06,49.37,79.81,62.52,69.14,67.46
12,2,60,152.1,119.08,141.93,34.01,20.14,70.9,40.16,58.86
12,2,61,125.63,33.03,45.2,101.05,91.66,82.73,37.39,68.7
12,2,62,153.46,129.03,109.7,67.16,45.63,97.15,79.58,57.53
12,2,63,33.28,149.25,49.11,157.39,93.43,32.28,60.34,78.31
12,2,64,94.23,32.08,23.97,140.34,39.82,30.67,108.47,98.94
12,2,65,38.42,38.11,47.58,67.17,24.68,37.08,27.94,99.18
12,2,66,49.89,37.48,110.23,39.46,33.35,86.56,93.4,69.97
12,2,67,70.44,30.11,60.98,31.34,69.51,20.93,90.99,24.8
12,2,68,110.6,44.89,20.81,48.01,39.35,62.99,82.42,98.05
12,2,69,112.87,115.15,93.45,59.33,48.88,106.15,83.15,67.46
12,2,70,150.97,29.68,99.5,71.4,56.64,109.68,38.29,68.27
12,3,1,44.33,159.75,72.58,95.48,59.14,33.32,83.12,66.9
12,3,2,155.53,39.54,25.97,102.8,88.05,108.37,77.93,46.99
12,3,3,77.71,98.37,134.7,90.5,83.52,87.69,66.2,56.95
12,3,4,136.8,25.39,87.16,58.46,86.37,81.43,87.51,93.64
12,3,5,86.24,86.04,119.49,117.13,43.05,84.99,24.41,34.86
12,3,6,157.93,134.15,69.26,72.76,36.85,41.01,77.69,65.52
12,3,7,155.12,124.52,31.97,120.85,54.76,78.44,97.18,30.37
12,3,8,86.31,135.84,103.34,118.41,104.22,107.16,69.99,20.05
12,3,9,33.32,49.26,22.25,136.21,38.06,38.86,26.41,75.76
12,3,10,67.02,25.24,92.65,151.5,62.6,42.21,78.27,89.98
12,3,11,58.8,127.04,120.34,126.57,108.63,99.57,42.66,104.64
12,3,12,80.87,74.99,141.23,47.37,97.5,98.86,83.04,73.58
12,3,13,72.92,152.41,106.1,117.32,105.99,46.23,98.62,61.08
12,3,14,134.8,153.49,155.39,20.76,93.42,102.6,88.18,53.45
12,3,15,35.59,126.45,30.41,110.57,104.05,80.3,29.88,43.1
12,3,16,150.0,24.58,89.95,77.91,34.29,80.37,81.7,96.15
12,3,17,74.19,84.35,153.58,126.89,86.54,89.08,56.64,69.88
12,3,18,83.2,78.69,146.76,40.12,75.76,44.67,36.31,90.1
12,3,19,70.52,150.28,46.06,72.2,53.78,81.69,35.73,20.21
12,3,20,146.77,113.56,38.77,110.37,31.66,50.94,29.79,51.49
12,3,21,101.57,34.84,75.38,52.9,109.85,45.41,90.26,22.53
12,3,22,112.11,22.69,39.96,53.85,58.28,57.48,32.21,103.54
12,3,23,94.99,88.08,154.1,60.14,28.69,100.66,59.56,67.89
12,3,24,145.2,53.08,129.38,123.19,56.9,28.32,108.88,21.55
12,3,25,136.46,124.43,44.88,91.43,98.47,49.18,80.16,96.13
12,3,26,124.58,95.54,106.71,23.09,85.32,20.34,31.91,106.86
12,3,27,48.08,116.0,105.6,82.55,62.74,62.32,30.14,108.98
12,3,28,158.19,151.77,130.53,32.27,53.29,82.55,39.33,21.5
12,3,29,153.27,43.86,148.98,65.62,95.41,107.49,82.29,30.15
12,3,30,141.78,51.49,148.17,158.72,92.79,76.15,48.6,83.49
12,3,31,87.25,61.57,54.63,47.86,50.87,79.84,93.08,70.57
12,3,32,125.64,114.73,46.73,106.54,73.36,36.27,24.91,36.95
12,3,33,64.6,57.86,122.19,25.74,69.46,58.23,39.17,55.7
12,3,34,60.35,157.48,58.82,80.48,104.58,60.47,51.68,60.47
12,3,35,151.56,46.61,144.48,110.04,54.22,39.87,43.38,103.21
12,3,36,66.22,88.06,64.48,51.98,55.86,87.8,60.4,108.11
12,3,37,144.35,144.64,68.22,129.21,65.01,26.85,96.97,39.57
12,3,38,130.59,155.36,35.95,152.32,46.49,75.69,90.67,50.74
12,3,39,131.54,82.82,92.15,73.28,81.22,109.52,57.32,71.33
12,3,40,89.08,23.58,67.66,118.0,91.92,28.0,62.75,98.81
12,3,41,88.57,36.07,58.65,98.76,49.77,26.16,65.46,105.46
12,3,42,80.1,64.35,83.84,102.58,41.52,64.42,45.62,62.3
12,3,43,142.7,70.86,58.67,66.95,53.43,98.1,73.3,65.94
12,3,44,123.68,155.48,152.15,94.62,43.37,101.19,108.92,31.46
12,3,45,129.61,120.17,37.85,149.33,72.17,97.03,90.72,37.99
12,3,46,131.68,47.19,107.99,60.08,58.23,82.38,61.73,101.0
12,3,47,42.92,129.11,113.81,89.68,42.01,38.9,96.04,70.54
12,3,48,74.83,136.54,85.67,36.97,99.55,47.24,35.89,30.69
12,3,49,47.15,158.59,157.88,114.91,37.71,68.84,98.41,82.54
12,3,50,141.4,26.91,107.37,46.46,63.26,88.87,92.1,24.21
12,3,51,38.57,58.64,100.94,103.36,56.28,63.97,107.7,83.16
12,3,52,37.01,105.27,141.1,77.99,98.29,68.48,102.76,95.01
12,3,53,138.87,46.93,95.33,51.32,87.44,25.39,80.26,89.14
12,3,54,80.28,83.41,124.21,101.96,72.57,29.62,21.69,70.56
12,3,55,100.19,133.61,85.49,103.93,69.04,69.86,73.3,97.49
12,3,56,91.31,37.54,126.57,127.69,52.14,69.11,67.69,68.21
12,3,57,31.77,27.6,39.04,150.26,42.16,24.64,61.59,23.81
12,3,58,83.72,149.22,46.94,155.23,106.62,67.24,67.7,90.49
12,3,59,99.46,115.87,144.69,112.45,92.2,40.63,47.26,57.77
12,3,60,54.42,51.56,76.22,158.35,41.47,30.15,35.58,101.8
12,3,61,47.25,73.04,77.68,125.16,58.85,97.61,92.46,53.29
12,3,62,106.69,116.3,72.58,109.31,90.19,86.28,79.99,66.7
12,3,63,23.0,21.28,64.04,51.12,47.59,71.05,65.59,27.3
12,3,64,46.49,113.59,150.2,127.82,84.33,45.2,30.6,105.0
12,3,65,81.21,122.63,69.87,147.49,25.86,86.48,69.76,55.83
12,3,66,40.42,26.32,128.27,64.53,70.29,100.98,84.65,58.16
12,3,67,112.85,146.73,99.18,26.03,53.31,24.21,98.13,73.15
12,3,68,59.08,120.19,121.44,118.84,86.44,61.2,26.02,44.85
12,3,69,150.48,141.01,74.64,142.38,96.89,33.04,79.39,68.71
12,3,70,124.52,138.39,81.37,29.83,37.83,92.23,55.72,36.68
12,4,1,79.9,145.09,115.12,20.04,83.01,51.67,66.99,28.36
12,4,2,137.99,41.97,151.96,109.73,58.12,100.49,71.14,50.78
12,4,3,128.06,33.9,21.07,93.89,46.15,106.36,81.95,45.68
12,4,4,66.22,48.33,92.66,125.99,59.84,61.85,53.42,21.54
12,4,5,65.97,119.93,153.61,140.62,87.1,88.53,68.1,44.52
12,4,6,133.02,48.49,41.26,77.04,53.52,44.95,65.6,83.06
12,4,7,81.45,65.05,59.6,145.59,41.91,51.65,26.62,81.83
12,4,8,96.37,132.11,115.47,28.5,51.76,94.94,28.87,74.26
12,4,9,85.72,34.36,48.31,97.16,104.04,74.54,71.37,27.19
12,4,10,50.6,124.78,68.06,58.91,39.65,96.99,37.61,31.68
12,4,11,103.14,114.9,82.04,82.73,22.71,80.05,62.8,69.21
12,4,12,38.41,142.52,137.4,117.48,57.56,72.51,64.77,69.05
12,4,13,39.22,56.35,132.1,130.65,100.81,103.97,90.54,106.66
12,4,14,109.65,67.0,149.8,98.43,95.34,77.35,85.28,74.75
12,4,15,46.72,95.43,78.17,73.99,28.52,69.18,37.71,66.98
12,4,16,50.29,158.54,116.59,115.6,86.12,27.08,65.06,85.74
12,4,17,149.5,70.09,90.79,104.44,54.32,55.74,37.75,91.56
12,4,18,46.78,135.04,106.13,127.3,94.65,96.73,40.6,50.46
12,4,19,30.01,80.89,112.56,78.58,98.29,95.17,94.84,56.58
12,4,20,84.44,153.24,37.06,91.97,37.62,91.07,101.94,45.63
12,4,21,30.81,23.66,56.1,63.39,79.56,44.5,62.7,60.87
12,4,22,20.3,110.08,114.19,118.63,20.36,100.13,91.19,72.15
12,4,23,52.96,157.83,24.79,73.0,51.89,71.13,41.86,28.43
12,4,24,34.15,131.34,156.95,51.3,101.9,51.86,30.79,28.28
12,4,25,117.09,60.47,148.82,103.18,84.33,49.3,69.5,50.52
12,4,26,69.77,77.37,42.86,53.73,74.9,102.41,37.92,87.95
12,4,27,58.83,70.18,154.15,123.11,27.39,49.34,53.2,86.58
12,4,28,84.63,116.3,66.99,27.54,47.29,55.45,27.64,64.17
12,4,29,93.44,68.6,132.26,157.26,66.36,43.23,71.75,53.74
12,4,30,82.91,46.5,104.71,67.88,67.11,83.23,102.61,49.53
12,4,31,85.1,21.78,118.18,144.59,71.7,88.91,41.23,97.33
12,4,32,31.52,65.02,56.46,29.57,102.22,30.84,61.26,100.26
12,4,33,66.73,121.5,150.27,91.86,99.53,104.71,57.24,71.06
12,4,34,48.62,113.79,107.97,112.32,86.8,109.07,98.74,95.32
12,4,35,112.94,49.43,47.03,99.73,44.03,61.95,101.58,69.41
12,4,36,94.91,70.46,139.13,99.34,92.41,59.93,77.42,96.7
12,4,37,131.43,52.48,121.21,52.82,31.36,37.43,21.73,84.88
12,4,38,113.58,84.08,124.91,135.77,45.96,21.77,100.58,53.99
12,4,39,75.61,158.08,27.57,115.3,91.01,54.79,103.07,78.04
12,4,40,127.81,73.78,112.55,150.27,65.12,51.54,70.31,30.05
12,4,41,129.92,27.18,71.35,139.21,57.53,97.18,55.99,45.95
12,4,42,103.77,142.25,36.06,86.54,51.55,29.22,48.44,101.89
12,4,43,107.72,135.03,32.89,24.19,88.91,106.81,43.47,48.59
12,4,44,102.1,49.24,36.22,40.62,29.93,100.64,70.22,69.75
12,4,45,144.13,147.69,157.31,69.43,78.01,95.32,75.76,40.82
12,4,46,40.96,158.23,146.34,54.76,53.87,106.44,49.79,95.85
12,4,47,53.68,36.25,151.38,38.79,93.01,87.55,76.38,27.49
12,4,48,151.76,63.23,38.46,36.56,74.92,69.62,29.48,40.53
12,4,49,129.31,120.11,77.17,80.84,32.24,22.89,49.44,52.07
12,4,50,70.24,120.91,157.67,44.48,51.49,69.43,32.7,66.79
12,4,51,68.99,123.67,123.24,106.02,109.7,41.33,84.52,35.88
12,4,52,106.75,140.77,35.54,70.57,32.29,68.32,33.87,106.36
12,4,53,83.07,58.18,21.06,139.01,50.87,71.72,32.16,75.03
12,4,54,154.2,33.37,32.68,99.43,22.3,106.33,27.31,20.59
12,4,55,107.3,70.17,84.71,128.88,83.47,63.67,48.43,65.34
12,4,56,113.68,46.53,58.41,58.61,69.99,65.47,72.15,56.46
12,4,57,128.15,44.79,59.48,55.17,53.86,89.51,78.57,77.08
12,4,58,144.18,89.32,103.42,40.1,29.86,58.01,64.51,94.17
12,4,59,82.25,136.44,55.52,152.87,69.63,40.41,71.91,36.65
12,4,60,33.17,92.19,96.77,66.6,46.99,104.03,50.78,58.48
12,4,61,124.35,157.36,77.04,136.29,40.9,61.21,103.22,47.15
12,4,62,35.55,138.92,126.61,114.57,101.87,55.89,49.1,52.37
12,4,63,63.91,158.26,153.15,23.57,83.26,75.66,69.87,52.79
12,4,64,132.24,69.02,91.35,114.73,82.79,22.55,77.3,70.77
12,4,65,154.23,93.44,122.03,112.21,47.75,56.21,91.74,70.33
12,4,66,98.41,76.79,120.49,116.21,71.25,89.28,55.98,21.82
12,4,67,85.25,146.75,135.06,139.03,88.93,98.44,94.93,74.01
12,4,68,94.06,107.91,120.49,122.14,93.04,84.73,106.83,83.55
12,4,69,58.95,100.73,80.61,97.99,32.5,31.95,61.89,93.32
12,4,70,81.02,56.79,30.41,121.27,44.72,104.17,85.35,80.32
12,5,1,81.01,93.9,67.67,106.59,33.12,62.54,52.78,49.33
12,5,2,65.64,135.52,141.8,94.67,69.23,54.35,38.55,74.85
12,5,3,141.98,75.8,113.71,91.84,23.44,84.26,33.72,78.04
12,5,4,94.73,106.38,83.93,159.19,79.75,68.04,21.5,78.01
12,5,5,22.59,79.42,134.62,157.93,44.15,89.47,103.5,21.39
12,5,6,153.77,101.45,53.27,89.73,55.53,73.82,31.13,36.23
12,5,7,72.67,84.67,73.78,120.98,102.77,70.64,94.41,47.59
12,5,8,150.56,105.23,155.23,70.68,79.86,37.56,89.85,71.58
12,5,9,79.07,41.79,112.77,36.83,33.63,92.57,99.92,89.65
12,5,10,78.1,66.75,125.09,142.59,94.0,79.2,27.05,82.74
12,5,11,62.63,120.83,83.06,59.07,32.36,68.81,39.08,98.95
12,5,12,61.82,134.27,66.54,33.69,73.94,56.67,69.74,81.78
12,5,13,79.91,55.6,42.08,69.35,39.85,57.01,77.74,90.42
12,5,14,62.28,123.2,92.14,67.97,49.77,98.19,96.01,90.83
12,5,15,117.74,75.57,80.14,78.2,95.74,69.12,50.29,45.4
12,5,16,28.35,113.91,109.88,105.39,25.97,25.24,81.92,100.87
12,5,17,32.76,103.56,84.79,115.48,68.8,86.9,77.81,70.78
12,5,18,84.95,155.3,40.85,56.97,92.4,38.69,73.11,89.77
12,5,19,59.55,43.62,82.38,44.62,108.06,34.93,95.68,82.22
12,5,20,60.03,21.74,23.46,24.15,59.47,54.63,52.89,67.48
12,5,21,24.28,105.91,102.7,141.98,102.83,93.68,59.08,103.05
12,5,22,136.98,24.59,88.44,141.79,53.56,26.3,65.42,80.68
12,5,23,95.03,127.81,20.47,143.24,62.66,95.15,53.21,54.02
12,5,24,22.22,115.81,72.79,92.59,61.25,26.44,98.39,96.6
12,5,25,116.09,93.46,79.88,147.62,87.57,76.54,31.38,26.33
12,5,26,143.26,107.59,107.82,68.92,59.74,92.09,71.57,62.98
12,5,27,78.3,141.11,155.61,47.27,22.31,37.15,83.75,42.51
12,5,28,128.99,151.54,90.43,118.57,41.43,95.32,94.12,81.08
12,5,29,128.14,75.55,137.38,42.52,21.6,29.94,48.21,95.35
12,5,30,66.99,38.29,156.82,47.8,61.5,72.21,42.54,37.42
12,5,31,44.34,101.77,150.76,60.75,43.57,101.2,28.79,87.15
12,5,32,75.52,80.3,96.61,52.13,44.06,33.46,22.46,107.08
12,5,33,105.34,64.22,33.78,139.2,76.28,31.99,96.45,27.43
12,5,34,31.03,141.17,22.28,51.19,104.48,85.3,78.84,54.15
12,5,35,143.55,108.63,35.38,74.73,32.9,28.2,60.12,62.71
12,5,36,103.2,63.78,107.34,87.1,38.58,99.51,103.62,56.03
12,5,37,148.88,21.81,114.17,55.11,39.14,62.76,77.79,47.22
12,5,38,74.9,144.73,159.53,137.45,61.93,44.28,68.06,67.64
12,5,39,61.03,119.98,85.31,97.16,35.22,30.64,97.49,104.86
12,5,40,159.56,151.22,125.95,98.87,32.07,21.32,88.4,52.8
12,5,41,119.48,50.56,84.81,140.38,100.91,75.9,73.56,77.91
12,5,42,68.64,104.68,140.74,27.66,78.16,38.7,73.89,44.64
12,5,43,85.36,22.44,29.58,86.81,101.9,29.5,77.16,99.54
12,5,44,93.16,121.85,159.3,146.79,45.75,103.27,20.96,109.13
12,5,45,27.31,124.36,102.1,133.31,109.03,76.42,103.99,57.36
12,5,46,159.64,110.88,21.1,127.33,37.38,88.02,87.59,41.65
12,5,47,84.98,35.56,80.63,55.97,61.16,44.13,62.4,45.01
12,5,48,29.34,68.68,61.43,51.49,40.03,82.21,88.15,83.86
12,5,49,151.53,157.56,113.15,59.56,33.42,89.54,98.77,48.57
12,5,50,81.12,155.83,106.23,52.73,60.82,39.24,76.55,30.52
12,5,51,75.3,52.3,125.28,37.52,61.39,20.18,95.89,32.0
12,5,52,151.87,39.08,29.42,129.56,44.94,88.83,22.04,107.84
12,5,53,77.49,116.3,24.0,40.15,59.71,26.38,43.5,91.8
12,5,54,120.44,55.5,156.74,37.03,100.18,84.42,99.99,31.86
12,5,55,50.14,54.93,27.23,101.77,42.68,105.01,104.53,70.95
12,5,56,134.59,108.48,95.8,50.81,65.1,67.43,54.33,26.83
12,5,57,41.55,95.87,93.88,20.21,64.22,82.86,84.36,81.85
12,5,58,52.16,77.06,105.58,34.62,40.35,29.4,56.2,31.75
12,5,59,37.9,145.04,95.1,140.66,90.5,34.69,20.36,94.07
12,5,60,140.14,134.16,100.72,79.96,67.14,21.3,107.2,34.37
12,5,61,119.46,84.85,64.56,152.34,97.7,57.28,75.63,50.38
12,5,62,84.59,70.28,39.49,130.53,65.78,81.82,93.24,43.88
12,5,63,79.62,55.09,125.56,89.21,89.6,43.66,36.85,82.6
12,5,64,75.65,64.5,45.83,89.19,53.85,39.26,71.31,92.87
12,5,65,60.49,104.67,130.69,21.8,51.88,85.84,28.14,40.24
12,5,66,31.01,105.62,151.69,74.7,49.37,67.73,100.38,80.4
12,5,67,75.75,60.05,52.76,124.89,93.97,50.07,72.33,36.91
12,5,68,107.31,28.28,70.9,39.65,68.3,96.21,99.68,60.79
12,5,69,113.52,138.62,96.23,53.1,65.94,93.99,45.58,103.89
12,5,70,116.44,38.0,98.06,67.49,79.05,109.18,27.91,101.96
12,6,1,37.89,30.01,118.08,109.33,28.81,53.61,60.37,40.79
12,6,2,53.1,66.4,121.79,47.74,67.85,84.97,90.71,101.27
12,6,3,114.86,154.6,75.92,107.58,21.04,44.65,109.73,22.61
12,6,4,157.74,107.52,97.99,131.21,28.19,51.43,22.08,78.65
12,6,5,114.11,42.66,130.12,81.38,30.45,55.29,104.28,31.85
12,6,6,144.11,144.53,80.72,118.98,102.16,57.33,56.03,26.83
12,6,7,40.83,156.0,123.83,104.57,56.68,78.31,52.86,52.8
12,6,8,52.12,110.77,56.54,139.64,105.56,108.09,95.05,79.83
12,6,9,85.39,121.93,151.13,43.32,23.79,42.0,78.64,48.82
12,6,10,59.65,83.48,76.5,54.15,30.34,70.48,67.0,70.03
12,6,11,132.11,141.94,58.03,127.15,89.87,90.61,88.78,98.67
12,6,12,58.97,20.07,70.94,133.63,40.38,27.76,66.01,88.54
12,6,13,31.71,124.83,52.93,47.38,70.09,22.55,71.86,52.79
12,6,14,133.26,109.36,94.66,80.58,31.07,84.16,41.9,62.19
12,6,15,156.74,105.39,73.59,44.98,85.55,29.49,89.71,45.83
12,6,16,141.2,30.6,62.77,78.62,56.07,93.23,95.56,32.4
12,6,17,32.27,144.96,91.17,138.17,109.12,103.98,105.32,70.82
12,6,18,41.1,55.36,89.18,155.2,31.25,34.29,92.5,25.6
12,6,19,20.15,77.62,65.37,36.01,87.94,29.62,21.14,75.81
12,6,20,121.73,58.03,76.49,158.85,47.42,51.73,28.33,89.39
12,6,21,82.98,125.77,141.81,125.76,41.55,104.16,67.28,43.5
12,6,22,40.37,76.18,96.12,93.56,69.35,71.37,53.2,36.66
12,6,23,122.02,119.97,82.48,83.36,48.57,82.97,56.01,67.21
12,6,24,110.06,78.81,138.3,90.98,22.09,60.63,29.6,86.25
12,6,25,154.34,23.32,117.5,115.11,96.95,92.28,78.18,81.99
12,6,26,140.46,43.35,107.83,126.41,57.22,50.33,71.72,97.74
12,6,27,98.61,106.27,56.83,118.6,20.48,73.29,67.94,84.72
12,6,28,59.66,107.59,159.43,154.67,74.95,39.94,61.09,48.37
12,6,29,22.44,151.4,24.48,99.32,36.97,70.9,45.15,91.87
12,6,30,21.32,49.34,49.89,123.79,51.61,52.06,109.21,105.35
12,6,31,120.6,47.51,54.46,151.77,99.9,92.9,95.14,77.11
12,6,32,108.83,33.97,21.8,136.73,89.32,87.65,50.73,50.39
12,6,33,78.38,31.75,126.73,152.23,69.9,77.07,89.68,51.52
12,6,34,20.19,50.41,134.68,42.54,92.07,78.53,54.11,88.47
12,6,35,94.02,123.61,97.73,127.18,89.39,27.72,23.56,31.07
12,6,36,124.85,78.57,97.01,49.17,81.31,42.66,59.69,40.83
12,6,37,59.09,139.98,100.24,118.4,60.77,60.63,23.76,106.13
12,6,38,61.1,88.8,68.08,85.17,58.5,88.52,105.95,63.2
12,6,39,85.42,134.55,83.27,45.91,37.3,79.66,101.73,79.24
12,6,40,115.37,48.52,106.03,44.71,80.35,105.17,44.05,66.37
12,6,41,135.39,159.98,29.74,23.95,40.94,39.01,43.47,97.2
12,6,42,99.42,69.0,124.98,144.12,64.97,106.49,46.7,105.16
12,6,43,34.78,101.39,98.38,46.47,105.46,105.57,73.27,76.19
12,6,44,147.5,159.11,100.25,77.58,94.92,47.44,64.19,54.78
12,6,45,74.65,41.44,29.58,153.39,75.13,49.7,83.68,57.18
12,6,46,145.26,29.39,63.76,102.18,42.63,32.73,82.8,92.44
12,6,47,26.48,95.82,77.44,68.67,91.93,96.87,90.87,103.08
12,6,48,120.85,84.06,143.44,50.57,59.38,99.34,97.14,55.22
12,6,49,35.2,76.91,108.81,100.64,27.61,105.7,56.94,108.78
12,6,50,61.05,62.66,101.06,91.39,90.44,67.29,69.87,75.9
12,6,51,78.58,110.97,21.06,114.73,86.57,100.55,51.62,98.43
12,6,52,146.19,69.37,47.68,101.08,25.61,97.07,91.24,84.5
12,6,53,93.49,86.72,53.49,67.09,70.58,108.69,62.22,64.02
12,6,54,71.41,26.63,107.31,32.73,22.17,33.66,90.91,86.72
12,6,55,143.89,79.69,156.47,151.98,44.6,102.48,20.45,97.07
12,6,56,150.65,76.01,155.48,73.2,59.89,89.98,55.76,83.46
12,6,57,145.56,52.81,70.54,126.53,23.24,45.83,101.04,29.15
12,6,58,123.57,64.47,89.72,94.16,98.58,106.17,71.67,60.01
12,6,59,60.38,35.28,159.66,102.05,48.25,57.58,95.78,51.91
12,6,60,74.59,61.22,76.17,27.45,66.35,86.78,76.02,44.11
12,6,61,145.3,156.96,67.04,72.35,37.56,106.44,49.18,93.36
12,6,62,80.52,46.61,65.97,133.47,76.56,81.81,79.94,70.27
12,6,63,138.25,141.53,145.14,159.32,26.18,55.69,62.9,58.41
12,6,64,76.92,155.54,105.45,116.23,97.78,95.19,81.36,80.89
12,6,65,20.19,76.26,56.39,126.8,39.84,28.1,38.6,80.68
12,6,66,37.84,46.58,90.2,135.7,80.47,44.3,33.79,73.09
12,6,67,141.91,106.89,54.31,41.06,63.14,69.41,78.43,64.74
12,6,68,137.2,26.9,136.01,111.52,76.35,25.36,78.82,29.09
12,6,69,86.83,147.34,69.12,151.7,79.99,63.0,80.36,79.18
12,6,70,65.89,154.49,46.68,71.36,109.05,102.73,64.49,64.1
12,7,1,60.46,25.03,28.38,145.57,91.91,99.45,62.87,25.05
12,7,2,139.19,63.23,142.89,54.29,95.99,47.87,74.68,75.07
12,7,3,86.4,33.8,109.9,104.07,29.31,96.85,88.36,43.49
12,7,4,78.38,145.36,60.51,53.61,101.01,78.92,101.28,71.98
12,7,5,132.81,126.86,48.71,67.86,66.61,25.2,30.01,70.3
12,7,6,106.85,128.36,115.57,129.51,88.66,43.0,40.15,74.86
12,7,7,24.05,151.0,92.99,24.27,57.34,44.44,68.29,57.33
12,7,8,50.97,75.7,77.98,79.74,101.98,76.76,43.67,58.98
12,7,9,87.51,43.88,114.13,129.19,30.78,23.3,73.12,66.39
12,7,10,38.64,51.68,129.23,90.58,103.3,97.39,25.92,86.19
12,7,11,113.05,46.87,123.07,81.95,58.5,65.73,28.16,46.65
12,7,12,152.3,114.73,116.82,157.41,59.21,93.6,83.32,83.83
12,7,13,64.25,126.17,27.91,103.46,95.56,44.14,77.18,42.19
12,7,14,54.81,135.11,150.91,85.02,81.26,30.4,103.36,32.93
12,7,15,144.18,91.39,96.83,143.6,64.66,68.44,28.56,86.42
12,7,16,97.94,63.97,158.84,128.18,46.29,41.14,97.25,56.64
12,7,17,24.04,101.43,36.64,86.16,82.05,35.72,20.28,103.99
12,7,18,73.26,82.93,115.41,46.36,69.58,48.05,24.42,41.59
12,7,19,128.64,121.56,40.84,150.93,24.99,108.75,101.94,88.63
12,7,20,134.18,41.05,118.25,78.31,69.08,35.57,64.54,105.05
12,7,21,84.32,49.63,66.06,120.68,71.74,102.98,48.25,22.14
12,7,22,103.11,41.3,145.12,91.33,82.54,70.49,94.91,69.92
12,7,23,52.96,112.89,156.07,135.2,24.95,78.58,59.2,58.09
12,7,24,151.62,97.37,86.48,29.82,107.76,23.12,82.12,70.06
12,7,25,86.03,84.16,105.37,101.11,58.84,47.09,83.34,29.72
12,7,26,84.8,111.62,146.69,151.38,56.02,77.32,24.98,106.14
12,7,27,52.53,81.77,81.67,52.93,49.27,23.53,53.88,108.99
12,7,28,99.96,91.99,143.11,147.61,31.53,99.82,99.97,101.76
12,7,29,37.5,152.62,82.89,68.42,24.7,96.95,84.82,104.06
12,7,30,159.7,23.87,71.86,91.74,51.96,85.3,66.88,25.86
12,7,31,47.16,153.93,120.56,147.72,25.66,27.16,39.21,38.49
12,7,32,29.07,72.09,90.82,40.28,26.99,59.69,97.97,66.48
12,7,33,132.68,140.31,77.76,149.57,93.62,96.73,75.91,54.4
12,7,34,78.71,22.79,39.55,105.29,74.44,78.7,39.59,24.29
12,7,35,109.65,106.09,115.35,134.67,25.67,22.09,107.4,109.77
12,7,36,124.12,48.01,123.49,37.46,59.69,53.48,41.79,37.58
12,7,37,112.06,124.88,38.32,42.36,66.96,77.54,84.13,67.02
12,7,38,118.93,66.76,124.3,87.77,22.24,28.31,101.29,82.52
12,7,39,37.29,77.47,31.23,127.28,49.15,29.09,108.08,35.05
12,7,40,152.33,25.49,122.61,48.74,98.25,48.35,42.16,61.05
12,7,41,73.01,68.76,70.42,30.53,65.57,71.47,59.69,101.1
12,7,42,112.11,88.89,64.36,98.08,84.04,99.6,89.7,36.05
12,7,43,40.64,85.08,35.38,30.52,102.26,95.03,80.05,58.39
12,7,44,27.99,128.11,158.33,158.47,56.35,92.93,20.56,106.9
12,7,45,49.94,115.9,71.55,118.89,69.23,27.33,35.78,44.29
12,7,46,110.21,69.01,48.74,129.74,97.31,42.29,42.82,21.33
12,7,47,42.29,29.0,108.88,86.25,75.68,70.34,24.43,35.27
12,7,48,128.69,82.89,106.05,79.97,52.18,43.34,84.31,41.44
12,7,49,42.62,30.21,59.06,58.35,73.3,49.18,96.44,62.7
12,7,50,144.12,78.76,86.1,55.64,90.35,72.44,79.34,35.86
12,7,51,114.06,24.38,59.11,150.95,84.37,78.44,35.69,74.2
12,7,52,85.2,69.2,38.16,71.88,109.23,54.68,84.94,42.82
12,7,53,35.17,156.4,82.57,127.97,103.67,27.72,31.5,47.56
12,7,54,155.35,52.11,123.57,94.74,44.55,90.42,86.93,106.04
12,7,55,106.54,87.94,43.36,118.32,65.55,76.95,70.07,95.27
12,7,56,81.17,76.21,53.8,47.78,76.29,104.34,20.24,83.28
