race_id,lap_number,track_temperature,ambient_air_temperature,barometric_pressure,humidity
10,50,32.74,0.14,1033.72,71.03
10,51,18.81,14.52,1040.34,57.97
10,52,9.1,11.62,1031.49,46.33
10,53,33.79,1.63,1036.23,88.39
10,54,27.92,28.47,994.25,81.53
10,55,32.43,7.07,982.76,33.24
10,56,23.95,22.57,971.64,94.19
10,57,24.65,9.46,998.66,32.07
10,58,18.16,29.42,973.77,43.46
10,59,26.45,16.83,959.65,53.13
10,60,17.85,32.08,952.68,41.07
10,61,3.88,31.72,984.14,34.62
10,62,16.07,1.41,1038.86,68.01
10,63,15.84,2.59,1021.11,56.8
10,64,31.87,36.45,970.76,88.03
10,65,39.08,8.87,973.09,85.89
10,66,34.16,33.34,1040.63,93.49
10,67,31.87,12.82,978.31,59.13
10,68,2.68,23.43,989.57,67.21
10,69,3.75,14.69,1014.3,71.25
10,70,6.84,37.41,1049.22,63.85
11,1,4.62,30.2,1040.87,99.35
11,2,35.27,32.55,1002.18,43.61
11,3,21.87,37.04,956.26,65.54
11,4,17.69,25.61,957.99,30.06
11,5,20.57,27.26,978.03,73.2
11,6,34.1,24.2,980.39,73.65
11,7,32.17,6.86,952.48,95.65
11,8,11.89,6.52,985.91,74.14
11,9,26.24,23.51,1018.0,55.2
11,10,24.65,21.33,989.94,66.88
11,11,13.42,27.12,969.35,43.63
11,12,19.12,7.18,994.22,50.04
11,13,31.97,13.65,993.91,93.67
11,14,27.92,15.67,972.91,73.15
11,15,30.46,31.83,960.97,49.64
11,16,9.26,15.35,983.77,73.04
11,17,31.81,1.56,992.73,45.12
11,18,31.41,9.42,1019.35,38.4
11,19,28.85,9.7,1033.26,74.08
11,20,33.5,9.28,987.33,70.48
11,21,33.69,27.48,1005.24,79.68
11,22,33.91,34.22,1033.67,82.08
11,23,38.15,2.27,1047.37,32.81
11,24,15.86,30.86,1048.63,33.8
11,25,6.84,1.5,968.01,90.96
11,26,29.69,37.64,1003.4,60.64
11,27,2.63,15.84,998.64,34.43
11,28,10.84,32.83,951.14,46.9
11,29,20.88,22.14,978.52,69.77
11,30,8.5,3.47,996.14,51.44
11,31,31.41,17.86,954.52,52.91
11,32,8.09,16.31,984.59,50.45
11,33,28.7,24.52,1040.29,70.65
11,34,17.33,29.45,1019.0,58.86
11,35,31.86,29.59,1011.19,75.59
11,36,26.47,18.5,955.41,69.63
11,37,11.78,20.75,964.61,54.75
11,38,23.29,19.66,1022.27,78.89
11,39,6.06,1.73,993.7,40.47
11,40,38.68,18.69,1029.42,86.92
11,41,35.54,9.49,1019.61,72.65
11,42,29.83,11.51,1040.62,45.48
11,43,7.88,10.94,957.32,38.22
11,44,8.81,27.01,1049.65,71.25
11,45,18.1,20.4,992.4,74.57
11,46,15.86,30.53,1033.72,96.66
11,47,31.78,39.51,992.55,41.91
11,48,21.12,27.03,1043.46,49.17
11,49,4.86,33.67,978.07,43.29
11,50,4.85,27.73,985.94,80.82
11,51,24.77,18.73,974.31,64.83
11,52,29.28,14.18,1024.28,99.06
11,53,23.57,7.75,999.3,86.83
11,54,0.93,26.12,1013.76,78.34
11,55,36.79,34.28,1003.11,64.55
11,56,14.18,1.81,1003.93,93.82
11,57,8.22,2.26,988.62,87.01
11,58,16.51,33.0,1008.05,64.71
11,59,3.24,2.24,964.65,60.54
11,60,25.53,9.67,954.53,55.98
11,61,18.65,14.11,1005.78,74.61
11,62,35.63,29.32,966.59,90.09
11,63,14.29,25.64,1027.93,63.5
11,64,3.94,29.71,969.48,50.99
11,65,31.56,31.09,954.58,69.83
11,66,38.17,13.43,956.58,59.84
11,67,31.31,38.05,980.12,71.13
11,68,37.01,32.23,976.62,31.55
11,69,2.96,17.28,1014.53,92.54
11,70,36.9,38.54,970.9,79.91
12,1,1.83,33.39,1006.36,83.43
12,2,13.18,1.18,1032.8,39.19
12,3,14.09,38.13,1049.65,96.69
12,4,24.72,17.31,991.39,47.03
12,5,38.68,0.55,965.82,35.91
12,6,5.31,36.16,1030.11,86.6
12,7,7.3,36.64,994.67,98.83
12,8,34.45,35.0,990.54,47.5
12,9,4.84,5.63,1033.12,87.23
12,10,18.24,39.05,986.03,33.75
12,11,21.77,16.36,1028.99,84.61
12,12,34.75,4.57,1038.26,49.44
12,13,1.41,1.65,1042.67,34.73
12,14,31.7,35.2,950.18,49.23
12,15,31.78,19.97,1021.51,32.41
12,16,25.75,5.8,1029.35,36.27
12,17,25.51,3.4,1006.54,93.76
12,18,8.92,37.07,960.9,84.92
12,19,6.24,36.71,1048.99,35.97
12,20,27.6,28.08,1032.56,62.88
12,21,17.79,27.74,1044.36,86.96
12,22,23.59,28.18,1029.02,78.63
12,23,38.37,30.78,961.37,94.69
12,24,31.43,5.84,1047.62,64.76
12,25,19.72,29.53,970.25,63.12
12,26,19.72,15.89,989.36,98.98
12,27,2.85,9.16,965.95,65.17
12,28,9.6,26.79,1008.43,46.11
12,29,31.45,9.55,1049.68,85.23
12,30,34.13,9.8,1006.04,77.89
12,31,26.77,35.68,1046.63,68.05
12,32,1.52,0.04,1013.94,88.86
12,33,9.22,25.94,1020.34,59.78
12,34,14.83,33.15,970.5,92.28
12,35,13.84,29.89,976.37,74.1
12,36,13.33,25.88,959.98,41.57
12,37,23.14,28.07,998.61,74.49
12,38,36.38,26.73,1017.75,63.52
12,39,13.3,24.19,987.81,86.1
12,40,27.3,18.07,1034.69,59.78
12,41,1.19,36.59,972.69,99.76
12,42,1.69,20.24,995.96,40.32
12,43,37.87,24.9,953.02,75.52
12,44,17.35,8.7,1041.55,39.59
12,45,15.73,14.81,1049.75,96.56
12,46,6.78,6.1,996.92,88.39
12,47,34.32,35.1,1017.9,32.91
12,48,30.34,14.19,988.8,90.78
12,49,17.77,27.13,1042.66,99.06
12,50,35.44,37.23,1014.55,40.75
12,51,20.02,35.77,1006.89,30.3
12,52,22.16,36.61,1031.03,57.62
12,53,23.52,13.22,1002.29,82.44
12,54,30.14,24.99,959.43,94.91
12,55,39.64,36.86,963.27,95.7
12,56,29.84,33.36,984.52,58.29
12,57,19.3,30.31,1040.98,52.67
12,58,34.9,29.34,969.01,45.31
12,59,29.67,8.87,1029.9,61.81
12,60,34.55,33.64,972.72,74.19
12,61,2.76,8.09,1049.54,55.33
12,62,32.23,23.43,978.08,49.47
12,63,0.89,33.75,1025.54,63.41
12,64,22.41,10.03,1006.66,87.18
12,65,16.86,22.77,955.14,81.09
12,66,9.59,35.69,1046.78,89.44
12,67,34.16,1.64,1017.74,62.43
12,68,36.51,2.28,1027.84,68.64
12,69,1.06,21.92,984.78,73.03
12,70,39.4,32.1,955.97,35.96
13,1,18.91,6.05,990.89,55.51
13,2,33.64,2.07,1019.36,75.96
13,3,30.82,37.48,976.15,57.07
13,4,6.25,31.1,950.95,82.91
13,5,16.04,4.34,985.88,95.09
13,6,17.05,5.01,995.38,81.46
13,7,4.93,7.63,964.03,76.58
13,8,13.68,36.32,1011.81,64.62
13,9,30.96,15.69,1019.93,89.31
13,10,14.82,14.87,1045.46,37.83
13,11,25.87,7.6,972.52,76.99
13,12,3.13,13.03,975.79,87.39
13,13,30.4,10.88,1031.5,72.0
13,14,8.14,36.33,1033.0,39.88
13,15,36.6,35.77,976.36,75.17
13,16,35.75,19.2,1013.27,42.28
13,17,28.17,5.58,1011.52,55.12
13,18,19.53,19.69,1034.89,47.71
13,19,23.85,32.66,1035.29,39.31
13,20,15.06,23.88,1020.94,46.17
13,21,19.29,31.84,1035.28,54.25
13,22,27.67,29.33,1018.8,60.76
13,23,36.32,8.71,969.95,48.59
13,24,0.04,18.15,953.56,85.37
13,25,8.88,7.36,987.01,56.25
13,26,25.15,3.59,1018.84,47.24
13,27,1.53,33.48,953.84,99.51
13,28,35.05,25.42,993.2,37.5
13,29,28.6,6.37,1049.94,95.83
13,30,37.77,0.7,1027.96,91.94
13,31,26.69,38.58,952.62,77.97
13,32,22.36,2.64,1001.78,51.35
13,33,21.99,16.84,1047.23,89.11
13,34,27.03,7.69,1038.37,61.9
13,35,37.86,20.8,952.45,39.18
13,36,32.7,23.07,984.8,84.13
13,37,39.78,0.91,981.15,76.85
13,38,29.43,27.01,997.44,48.76
13,39,32.24,20.17,957.24,95.96
13,40,1.78,3.87,1025.57,54.15
13,41,32.98,36.24,1026.54,43.78
13,42,28.85,39.89,1036.77,71.87
13,43,5.9,35.1,971.93,84.41
13,44,28.16,3.65,1046.78,31.31
13,45,33.7,19.89,1034.67,37.31
13,46,7.56,15.75,1038.51,40.1
13,47,33.89,12.38,1009.07,63.2
13,48,20.29,18.48,989.86,54.4
13,49,3.1,16.8,966.46,77.93
13,50,24.99,19.76,955.0,61.9
13,51,32.19,6.83,1038.29,89.43
13,52,22.47,34.27,983.89,45.34
13,53,8.58,13.85,1042.51,42.04
13,54,26.58,1.87,1046.31,37.28
13,55,24.88,27.11,1029.52,41.7
13,56,23.44,12.95,957.09,47.79
13,57,38.66,5.2,968.86,50.36
13,58,17.31,37.26,953.09,36.83
13,59,9.53,29.0,1030.06,43.18
13,60,32.42,38.62,979.8,78.95
13,61,27.41,8.61,984.1,34.08
13,62,3.77,36.06,988.39,91.9
13,63,30.2,34.11,989.16,44.18
13,64,3.96,35.21,1020.33,87.03
13,65,38.56,2.44,1003.11,44.44
13,66,11.17,22.14,973.63,57.93
13,67,27.0,10.87,1025.56,93.77
13,68,11.23,0.1,1025.83,84.52
13,69,8.87,0.45,1041.93,83.28
13,70,23.24,14.13,992.48,74.17
14,1,36.11,16.43,1017.78,93.56
14,2,1.18,9.96,987.07,45.42
14,3,30.96,21.34,1037.92,50.0
14,4,12.25,17.78,954.61,72.56
14,5,22.75,0.66,1006.13,96.76
14,6,10.69,15.83,989.21,42.03
14,7,17.63,15.21,1032.37,55.8
14,8,3.88,2.1,995.02,68.19
14,9,11.97,20.75,999.01,97.53
14,10,26.0,33.46,992.89,77.89
14,11,32.62,32.66,993.91,72.05
14,12,39.88,29.16,1019.66,41.25
14,13,26.75,22.23,1007.86,97.87
14,14,18.58,19.0,979.49,91.39
14,15,10.89,16.78,1032.61,84.16
14,16,21.83,14.87,1030.55,45.94
14,17,28.58,13.43,1040.1,77.62
14,18,20.54,35.8,1029.87,54.51
14,19,0.06,7.05,970.05,41.27
14,20,24.64,26.0,987.01,64.89
14,21,9.65,11.3,954.88,68.13
14,22,5.59,35.48,953.0,34.95
14,23,6.86,6.53,1036.36,74.14
14,24,0.35,11.03,974.24,47.65
14,25,38.31,19.06,1017.11,47.62
14,26,35.99,30.05,1028.24,94.54
14,27,10.43,21.09,1023.15,71.27
14,28,0.91,7.5,988.87,53.59
14,29,39.87,12.78,1010.11,63.58
14,30,36.28,11.82,980.44,41.62
14,31,34.31,4.7,993.75,82.93
14,32,10.39,34.17,1018.59,96.81
14,33,31.12,4.71,996.21,51.62
14,34,31.38,30.11,966.77,97.9
14,35,3.6,16.78,995.62,57.48
14,36,2.78,35.8,966.89,57.95
14,37,26.93,16.1,959.5,38.38
14,38,25.86,9.33,1027.67,99.87
14,39,9.52,13.79,1036.14,35.96
14,40,37.49,33.8,1031.57,33.57
14,41,14.73,16.13,1032.84,52.82
14,42,33.21,30.62,1016.63,43.28
14,43,14.84,20.29,992.09,61.02
14,44,36.03,38.66,975.46,45.32
14,45,3.83,35.2,950.89,89.6
14,46,11.28,26.85,1038.35,67.87
14,47,1.43,5.3,1013.88,71.8
14,48,9.5,37.85,1032.45,36.94
14,49,2.35,26.63,1049.41,83.08
14,50,32.41,21.74,1026.97,64.0
14,51,37.82,28.33,978.63,30.05
14,52,20.72,25.13,988.55,47.56
14,53,36.45,18.39,1008.15,56.61
14,54,9.72,28.82,967.53,60.61
14,55,16.23,2.43,1016.44,52.98
14,56,20.03,29.67,1002.45,93.43
14,57,34.52,0.24,1023.56,34.11
14,58,14.79,10.12,1028.57,36.1
14,59,25.29,39.93,1047.54,41.02
14,60,20.13,18.36,994.75,78.57
14,61,1.87,31.96,1000.45,72.62
14,62,4.0,19.66,1022.26,38.44
14,63,19.46,4.71,1043.14,48.79
14,64,36.01,7.12,1037.04,68.61
14,65,12.22,36.21,1012.61,41.1
14,66,11.72,5.04,993.74,70.54
14,67,9.67,26.66,992.64,56.33
14,68,32.46,29.11,981.14,34.45
14,69,22.4,22.31,1005.6,83.63
14,70,30.23,10.84,982.5,81.29
15,1,32.73,22.33,1020.99,33.05
15,2,21.51,22.21,1013.64,49.34
15,3,36.84,24.77,960.46,72.95
15,4,16.24,24.28,970.97,91.05
15,5,38.06,12.3,954.75,38.04
15,6,28.4,7.3,988.07,33.41
15,7,26.19,0.29,1013.15,70.9
15,8,3.64,29.08,996.52,81.71
15,9,14.23,13.13,997.05,53.75
15,10,36.75,26.76,1007.1,59.18
15,11,24.04,28.45,968.97,91.26
15,12,1.77,32.05,1018.17,56.11
15,13,8.88,27.6,957.25,90.36
15,14,35.41,4.16,993.86,77.54
15,15,20.82,8.0,1024.01,70.48
15,16,22.15,36.42,954.34,38.34
15,17,6.13,21.77,1019.42,61.49
15,18,39.74,7.38,1017.01,96.44
15,19,17.18,22.89,1047.31,34.01
15,20,3.68,27.3,1040.44,77.79
15,21,3.87,4.56,1014.63,67.08
15,22,3.94,35.01,978.28,57.07
15,23,0.97,22.65,1007.57,99.73
15,24,18.8,28.01,1014.6,95.06
15,25,36.9,31.3,1020.2,40.65
15,26,31.44,25.53,975.85,35.25
15,27,19.86,28.69,987.19,31.6
15,28,19.77,21.1,976.07,89.4
15,29,38.76,22.01,1049.36,52.11
15,30,7.09,31.75,996.91,71.06
15,31,17.61,21.55,974.79,82.32
15,32,39.98,16.88,990.02,40.09
15,33,18.36,39.64,1004.71,49.19
15,34,20.62,24.89,996.35,88.23
15,35,6.26,28.47,1003.06,73.6
15,36,30.13,23.93,1012.17,62.93
15,37,24.73,5.75,1024.69,75.93
15,38,11.49,9.94,1048.4,49.02
15,39,19.04,34.78,958.87,71.7
15,40,9.74,32.37,1000.04,99.09
15,41,25.08,20.35,974.53,31.05
15,42,26.91,31.25,965.27,55.9
15,43,20.4,28.49,1026.91,66.11
15,44,4.31,28.47,958.06,43.3
15,45,39.95,15.46,990.48,45.55
15,46,16.05,27.96,993.0,49.36
15,47,33.81,19.99,1044.96,40.23
15,48,3.21,6.14,979.03,51.56
15,49,30.91,8.08,997.6,88.35
15,50,4.78,12.18,997.84,84.08
15,51,36.32,31.46,1019.83,80.06
15,52,33.02,39.39,1028.51,43.48
15,53,2.41,37.41,956.39,35.47
15,54,0.03,39.02,994.88,67.53
15,55,39.1,18.06,1040.63,48.6
15,56,18.37,13.78,994.58,96.34
15,57,13.36,28.89,1038.38,76.44
15,58,14.11,28.51,1038.02,77.64
15,59,20.41,6.47,1042.55,57.7
15,60,30.31,20.36,1032.96,92.56
15,61,3.56,25.9,977.34,47.19
15,62,13.75,37.89,1016.14,71.74
15,63,8.38,10.06,1009.78,30.61
15,64,16.75,33.3,986.43,91.83
15,65,11.01,27.04,996.34,51.46
15,66,28.32,23.98,1025.0,36.92
15,67,12.75,24.98,1009.99,65.61
15,68,14.6,14.57,981.62,92.32
15,69,30.59,21.89,990.28,77.17
15,70,5.07,39.11,961.08,96.06
16,1,1.44,36.52,978.63,82.0
16,2,0.16,36.56,1042.28,52.73
16,3,22.45,35.9,1000.42,99.6
16,4,2.64,6.03,976.58,32.68
16,5,17.62,35.27,986.86,97.3
16,6,3.89,3.61,1008.75,71.47
16,7,9.94,34.98,1031.43,85.69
16,8,15.06,3.54,1022.55,40.6
16,9,15.23,2.12,1030.98,66.24
16,10,15.16,23.77,982.51,99.06
16,11,6.59,0.37,1027.37,61.51
16,12,10.2,26.78,974.64,93.42
16,13,17.36,37.93,970.96,47.12
16,14,12.56,7.27,978.49,38.74
16,15,8.53,4.59,1001.63,97.53
16,16,25.02,35.33,1031.99,69.88
16,17,15.32,9.77,1030.58,59.6
16,18,4.76,8.68,970.98,68.45
16,19,13.15,35.53,1004.92,36.91
16,20,21.98,24.63,1003.2,71.21
16,21,25.69,26.5,992.52,39.66
16,22,36.73,22.1,1023.83,40.97
16,23,8.96,29.05,1038.11,38.79
16,24,14.61,39.75,972.38,51.64
16,25,13.72,14.76,1042.59,78.87
16,26,35.86,25.87,1027.12,49.59
16,27,4.96,1.63,972.38,73.46
16,28,0.18,19.1,971.78,99.88
16,29,13.21,22.27,980.34,39.46
16,30,25.74,10.57,1038.16,54.27
16,31,2.87,11.26,970.41,90.57
16,32,39.27,23.34,1023.16,91.08
16,33,37.16,30.48,983.93,48.82
16,34,12.19,11.94,982.96,56.3
16,35,5.27,21.74,966.52,44.97
16,36,6.02,1.77,993.51,30.47
16,37,8.0,20.48,1018.21,41.27
16,38,6.11,15.46,964.36,33.86
16,39,15.98,26.5,959.08,81.07
16,40,23.46,0.27,986.06,98.0
16,41,33.22,26.28,1002.24,83.24
16,42,6.08,15.95,975.77,31.93
16,43,30.92,30.66,1015.14,33.41
16,44,23.31,20.99,984.61,98.75
16,45,0.95,9.16,996.71,58.36
16,46,29.17,15.23,1002.52,51.65
16,47,29.66,28.97,1032.78,34.62
16,48,8.98,9.33,1001.78,93.96
16,49,10.63,17.11,1003.11,47.18
16,50,22.55,11.1,989.9,74.52
16,51,31.2,30.01,1036.04,90.29
16,52,26.92,25.41,1010.37,90.11
16,53,8.29,32.57,951.65,41.1
16,54,16.72,20.96,1013.1,77.2
16,55,8.41,21.28,958.99,73.55
16,56,18.17,5.05,1039.49,92.42
16,57,20.9,19.39,962.77,56.1
16,58,8.38,14.37,1040.28,56.84
16,59,32.32,12.41,980.18,72.37
16,60,3.21,7.29,988.49,92.67
16,61,16.02,34.86,1026.51,76.19
16,62,36.04,29.81,1027.41,89.17
16,63,33.88,15.84,955.75,61.93
16,64,35.23,10.7,1006.91,38.79
16,65,32.69,1.25,1034.51,87.82
16,66,1.89,22.19,1000.97,77.69
16,67,2.16,11.8,1005.07,67.43
16,68,19.05,16.84,972.96,91.23
16,69,35.17,20.32,964.85,66.63
16,70,25.45,16.59,995.0,54.47
17,1,5.53,14.88,1036.03,33.36
17,2,12.05,36.0,1018.91,54.33
17,3,11.29,11.07,964.49,70.76
17,4,3.33,39.22,968.16,98.13
17,5,19.32,16.81,1010.7,85.31
17,6,32.52,17.39,1001.67,74.69
17,7,9.13,32.7,989.09,98.42
17,8,13.57,32.41,1003.93,98.02
17,9,39.62,2.7,953.41,40.22
17,10,17.88,17.22,961.07,95.48
17,11,35.1,16.62,1047.39,97.38
17,12,37.48,28.28,980.14,68.94
17,13,25.05,18.14,955.28,95.79
17,14,2.86,35.5,1015.07,60.94
17,15,13.35,38.54,983.1,88.04
17,16,14.91,19.85,1048.52,91.38
17,17,27.74,36.92,1010.36,66.76
17,18,21.95,20.14,988.72,63.22
17,19,33.39,9.73,970.12,51.26
17,20,7.11,15.04,967.74,61.96
17,21,36.6,37.02,1015.87,65.8
17,22,32.38,28.98,1037.72,32.43
17,23,12.34,16.54,1027.24,40.73
17,24,15.95,11.47,969.76,69.44
17,25,39.35,24.36,971.8,51.98
17,26,19.79,1.92,1041.45,51.56
17,27,31.13,23.47,985.82,98.23
17,28,38.47,25.51,1034.53,64.53
17,29,25.16,38.29,1042.05,77.95
17,30,0.29,4.8,1042.09,38.24
17,31,18.25,0.8,1029.11,61.3
17,32,34.19,24.59,1001.55,43.41
17,33,22.37,1.02,1001.48,34.1
17,34,24.92,0.41,996.93,99.01
17,35,20.7,18.24,979.35,35.03
17,36,21.33,8.85,1033.43,39.94
17,37,36.99,32.66,1025.75,36.37
17,38,15.08,36.96,968.41,83.83
17,39,25.73,34.21,966.96,45.75
17,40,34.4,25.3,1015.68,38.85
17,41,2.34,17.21,1047.05,81.73
17,42,14.02,10.82,1005.09,57.75
17,43,29.44,1.43,1009.7,58.29
17,44,34.08,10.75,977.89,79.2
17,45,13.7,0.57,1020.17,49.41
17,46,12.85,31.79,967.81,55.81
17,47,28.34,25.84,1012.56,69.85
17,48,30.64,3.52,1005.0,73.42
17,49,24.9,23.4,987.32,59.2
17,50,35.67,27.19,1032.97,76.34
17,51,39.37,4.44,990.09,43.97
17,52,21.78,28.88,963.44,34.13
17,53,14.48,31.76,975.45,86.42
17,54,34.73,33.08,1013.79,66.75
17,55,33.74,35.44,973.85,75.29
17,56,5.24,37.96,1049.85,86.83
17,57,23.06,33.23,1043.45,57.47
17,58,11.62,9.73,1036.55,80.73
17,59,1.09,39.68,956.25,78.09
17,60,5.51,4.75,1012.45,34.22
17,61,6.02,5.06,959.9,62.76
17,62,2.31,7.06,974.91,94.34
17,63,24.78,15.89,1044.41,80.05
17,64,7.71,10.06,974.29,79.24
17,65,5.49,23.77,1009.97,96.32
17,66,22.26,38.03,1023.85,96.54
17,67,30.77,16.21,959.44,66.58
17,68,13.73,24.74,1020.74,96.07
17,69,27.08,35.25,971.27,97.08
17,70,19.76,18.11,956.39,61.41
18,1,10.0,18.29,1024.84,46.93
18,2,21.65,16.08,950.65,79.59
18,3,30.5,25.27,1043.74,66.27
18,4,9.92,14.69,1018.36,54.62
18,5,30.32,20.38,1036.03,99.37
18,6,10.56,26.74,960.1,52.75
18,7,17.29,34.88,966.02,71.24
18,8,27.08,32.12,959.67,94.85
18,9,28.27,17.83,1017.4,58.68
18,10,38.11,27.61,1033.46,42.82
18,11,21.37,5.43,1047.97,55.91
18,12,16.15,12.37,1004.23,41.07
18,13,7.96,38.56,1010.98,90.46
18,14,16.67,37.3,1020.42,75.32
18,15,3.84,12.22,953.51,59.37
18,16,15.16,32.12,956.61,34.12
18,17,37.33,15.43,1007.56,55.73
18,18,38.43,22.13,954.12,74.38
18,19,7.32,20.3,1049.27,83.18
18,20,5.89,6.43,995.84,30.91
18,21,8.32,24.36,1007.78,43.57
18,22,15.47,15.84,998.57,92.61
18,23,24.7,8.12,1002.77,39.53
18,24,27.23,38.82,1045.34,36.34
18,25,1.71,35.89,975.42,92.37
18,26,32.83,11.79,1038.95,96.8
18,27,16.63,6.25,981.36,86.49
18,28,31.38,21.71,1015.96,36.57
18,29,11.11,14.19,1022.5,79.97
18,30,19.56,5.59,995.49,34.95
18,31,12.63,34.6,967.57,41.5
18,32,14.32,7.34,1038.75,36.54
18,33,21.34,3.62,1006.32,55.41
18,34,28.19,29.64,1025.42,48.07
18,35,31.41,13.97,1006.82,97.94
18,36,10.71,21.07,1037.87,62.21
18,37,7.66,11.07,997.76,86.2
18,38,32.73,20.78,968.3,47.08
18,39,17.83,29.38,973.16,56.18
18,40,23.59,3.53,982.59,78.72
18,41,7.73,26.78,996.71,73.03
18,42,32.42,3.93,959.99,62.24
18,43,22.86,30.31,994.2,97.18
18,44,32.29,14.42,984.79,85.46
18,45,1.82,24.03,1019.75,48.5
18,46,26.63,8.66,1020.83,69.89
18,47,14.64,33.59,1020.71,87.27
18,48,30.9,32.78,1029.58,66.09
18,49,32.81,30.51,1006.93,70.16
18,50,38.87,3.01,990.42,42.43
18,51,25.43,26.49,979.29,53.2
18,52,29.56,7.82,1005.3,76.98
18,53,16.15,11.56,1008.94,85.78
18,54,16.11,13.15,963.28,56.5
18,55,21.62,33.1,1029.28,88.58
18,56,33.49,18.89,999.36,63.22
18,57,38.89,27.59,982.93,51.68
18,58,6.64,15.18,1003.86,88.14
18,59,36.39,8.02,970.06,49.35
18,60,3.16,33.56,976.71,92.25
18,61,24.28,16.09,1013.0,50.65
18,62,9.45,34.58,1031.66,60.31
18,63,15.86,26.85,972.14,78.37
18,64,26.48,26.43,1033.94,43.0
18,65,27.95,12.6,965.58,93.74
18,66,24.61,7.38,1029.29,70.99
18,67,3.29,4.18,1004.31,74.32
18,68,15.6,29.94,1014.79,98.51
18,69,32.29,36.81,1003.31,44.74
18,70,33.54,10.32,972.88,40.57
19,1,10.86,25.26,987.57,91.31
19,2,18.97,6.47,1010.73,70.79
19,3,32.34,1.62,1000.73,98.01
19,4,1.43,32.3,991.77,50.26
19,5,31.55,5.23,952.89,56.4
19,6,5.9,18.24,1049.74,82.48
19,7,13.56,3.69,1011.75,35.01
19,8,2.32,0.24,1046.65,99.05
19,9,33.41,13.28,972.0,73.42
19,10,7.06,14.34,1046.49,95.37
19,11,31.36,3.75,1020.17,46.03
19,12,12.52,33.71,994.89,76.9
19,13,7.46,10.42,1023.04,57.03
19,14,31.38,38.91,1039.62,47.06
19,15,28.52,38.47,1037.54,56.87
19,16,17.87,37.39,1029.3,91.22
19,17,30.32,3.26,1029.31,88.41
19,18,11.53,28.57,973.65,73.51
19,19,20.93,8.01,1028.55,47.5
19,20,9.77,5.19,1038.49,83.56
19,21,36.55,1.43,1000.03,41.7
19,22,25.88,31.07,1026.21,46.62
19,23,6.92,13.09,963.45,93.7
19,24,16.82,3.44,1028.25,70.34
19,25,1.69,2.45,953.71,83.66
19,26,2.03,18.77,1038.8,74.48
19,27,39.67,33.67,998.11,64.14
19,28,30.71,29.24,1048.54,51.48
19,29,17.08,30.03,955.54,91.97
19,30,27.23,24.2,980.6,42.68
19,31,20.46,37.24,1040.25,89.05
19,32,22.8,28.67,975.58,93.12
19,33,39.96,14.11,953.1,82.0
19,34,7.69,6.49,1006.96,97.11
19,35,35.88,26.59,956.8,61.47
19,36,19.86,38.72,976.9,90.55
19,37,23.23,30.78,1025.64,88.19
19,38,3.28,36.73,952.68,71.27
19,39,37.21,3.92,1046.91,98.25
19,40,35.04,12.65,1033.09,89.71
19,41,12.74,2.23,979.34,39.96
19,42,15.87,7.81,1041.32,84.17
19,43,29.5,39.8,1045.73,46.9
19,44,21.41,32.82,955.41,79.18
19,45,36.66,2.01,1046.03,33.48
19,46,32.04,12.32,1032.72,59.22
19,47,18.09,31.64,1047.66,69.0
19,48,34.81,8.11,1007.05,82.07
19,49,28.33,29.39,1035.2,37.04
19,50,34.8,1.4,976.1,33.68
19,51,3.23,1.99,1016.31,86.9
19,52,8.58,4.7,1040.83,82.99
19,53,37.82,9.62,1040.59,32.9
19,54,24.89,12.84,1046.46,67.28
19,55,1.77,22.8,1037.92,46.62
19,56,4.28,5.64,986.92,61.9
19,57,34.55,3.91,1029.49,77.3
19,58,31.3,19.07,955.36,86.38
19,59,37.81,21.46,1028.15,87.2
19,60,23.41,29.23,1046.8,89.55
19,61,30.5,39.7,998.09,51.08
19,62,16.22,20.29,990.6,46.0
19,63,1.59,2.94,987.81,89.47
19,64,16.75,13.39,964.44,68.0
19,65,36.23,24.0,952.32,68.94
19,66,9.65,22.44,1005.01,63.66
19,67,25.93,3.68,950.54,84.17
19,68,8.21,0.39,952.82,70.78
19,69,32.83,38.88,985.51,51.64
19,70,39.71,3.36,1041.86,98.72
20,1,22.28,37.37,1018.75,84.61
20,2,11.42,0.57,989.6,59.17
20,3,13.14,24.79,1006.99,39.27
20,4,11.99,0.48,1006.41,80.66
20,5,10.02,1.71,994.73,75.28
20,6,20.77,29.33,1034.51,91.17
20,7,13.78,36.5,956.85,31.11
20,8,39.12,11.85,1027.75,69.36
20,9,34.64,35.1,1018.34,80.79
20,10,1.87,1.5,953.66,83.37
20,11,28.61,5.25,958.18,95.57
20,12,19.0,22.39,1044.13,74.95
20,13,32.32,8.91,1036.85,56.85
20,14,31.09,9.64,997.28,33.56
20,15,14.23,0.76,973.52,61.51
20,16,2.05,33.55,959.37,60.93
20,17,17.9,8.75,1041.7,58.57
20,18,7.73,27.38,952.6,60.98
20,19,21.44,1.27,1027.43,62.6
20,20,23.65,14.14,996.87,65.02
20,21,23.43,2.78,1035.56,65.72
20,22,27.18,27.01,1048.55,84.34
20,23,19.39,10.18,987.24,90.04
20,24,1.66,3.81,969.53,77.72
20,25,16.22,10.03,963.26,53.73
20,26,16.37,36.29,992.25,97.51
20,27,13.36,37.82,1032.7,86.94
20,28,10.84,23.98,951.74,30.9
20,29,31.33,30.17,1025.43,89.46
