race_id,driver_id,lap_number,wheel_speed0,wheel_speed1,wheel_speed2,wheel_speed3,wheel_slip0,wheel_slip1,wheel_slip2,wheel_slip3
4,16,17,54.13,253.67,215.94,178.67,0.97,-0.92,-0.98,-0.79
4,16,18,209.71,134.4,261.55,211.9,-0.09,0.82,-0.32,0.87
4,16,19,133.32,296.15,172.45,209.15,-0.48,-0.21,-0.08,0.4
4,16,20,147.21,228.02,288.54,119.12,0.03,-0.0,0.93,0.35
4,16,21,103.74,170.93,221.39,236.59,0.77,0.55,0.22,0.62
4,16,22,316.99,144.43,207.19,258.07,0.43,0.57,-0.98,-0.97
4,16,23,259.06,106.19,340.56,178.09,-0.33,0.88,0.49,-0.5
4,16,24,116.88,209.74,99.54,237.39,0.89,0.59,0.3,0.41
4,16,25,222.16,250.69,105.37,60.36,-0.33,0.81,0.72,0.29
4,16,26,192.37,94.56,287.37,104.98,0.71,-1.0,-0.3,0.48
4,16,27,340.46,318.18,230.86,211.61,-0.4,0.54,-0.3,0.85
4,16,28,295.06,77.52,81.02,215.0,-0.42,0.87,0.56,0.84
4,16,29,271.44,212.53,193.04,260.33,0.33,-0.52,0.19,0.22
4,16,30,167.56,126.9,199.2,287.54,-0.66,-0.48,-0.51,0.24
4,16,31,271.37,267.01,205.68,170.04,0.78,-0.54,0.67,0.36
4,16,32,100.05,336.65,278.52,330.51,-0.05,-0.31,0.36,0.33
4,16,33,268.39,58.79,143.86,176.25,0.54,0.34,-0.53,-0.17
4,16,34,196.93,102.33,340.27,251.92,-0.75,0.31,-0.1,-0.84
4,16,35,287.14,242.02,266.47,198.97,0.78,-0.98,0.27,-0.07
4,16,36,185.47,90.11,72.1,279.08,-0.39,-0.91,0.14,0.77
4,16,37,116.03,133.32,278.38,326.02,-0.13,0.51,0.22,0.85
4,16,38,90.73,80.96,51.45,219.2,0.16,-0.92,0.17,-0.31
4,16,39,235.42,170.96,214.17,314.61,0.46,0.98,-0.79,0.36
4,16,40,66.62,172.98,223.05,118.12,-1.0,-0.78,-0.39,0.57
4,16,41,237.03,178.91,67.09,135.11,0.7,-0.62,-0.5,-0.28
4,16,42,187.21,320.21,164.94,198.06,0.32,-0.1,-0.87,0.63
4,16,43,56.41,340.53,80.63,95.59,-0.48,0.84,0.29,-0.27
4,16,44,166.91,60.8,281.11,346.22,0.06,-0.75,0.77,-0.97
4,16,45,218.28,306.22,322.71,325.44,-0.61,0.1,0.44,0.62
4,16,46,326.07,267.73,300.23,315.61,-0.26,-0.58,0.21,-0.31
4,16,47,50.19,221.85,225.38,189.49,0.23,-0.14,-0.08,0.84
4,16,48,323.29,266.67,77.04,340.71,0.41,-0.75,-0.2,-0.93
4,16,49,161.56,84.98,162.08,263.48,0.85,0.51,-0.56,-0.93
4,16,50,68.83,269.21,74.62,53.5,-0.31,-0.83,0.92,-0.52
4,16,51,226.94,291.12,88.36,223.56,0.08,-0.83,-0.15,-0.27
4,16,52,161.1,267.01,339.81,345.95,-0.48,0.38,0.45,-0.48
4,16,53,258.39,122.56,349.53,193.74,-0.77,0.16,-0.36,-0.39
4,16,54,226.33,339.82,347.71,178.24,-0.72,0.51,0.13,0.27
4,16,55,259.31,149.98,139.23,284.39,0.39,0.12,0.03,-0.64
4,16,56,334.89,193.85,121.14,140.94,-0.92,0.68,-0.67,-0.54
4,16,57,107.86,171.08,149.78,227.05,-0.86,-0.1,-0.93,-0.61
4,16,58,80.7,295.26,181.76,171.91,-0.9,0.19,0.72,-0.14
4,16,59,304.5,104.73,146.77,277.01,-0.28,0.48,-0.58,-0.08
4,16,60,73.29,154.5,278.74,94.77,0.84,-0.37,-0.66,-0.14
4,16,61,95.38,50.16,225.66,77.34,-0.64,0.96,0.8,-0.37
4,16,62,313.15,300.13,183.01,286.06,0.46,-0.73,0.11,-0.49
4,16,63,263.03,116.83,64.07,348.9,-0.73,-0.54,-0.82,-0.72
4,16,64,66.76,327.34,343.11,149.48,-0.11,0.52,-0.28,-0.37
4,16,65,67.97,317.18,315.14,288.67,-0.84,0.16,-0.06,-0.24
4,16,66,311.34,149.34,275.73,225.3,-0.53,0.35,0.75,-0.38
4,16,67,319.94,331.49,160.96,61.8,-0.1,0.81,-0.4,-0.27
4,16,68,70.71,108.73,342.93,349.85,-0.86,0.47,-0.4,0.57
4,16,69,238.59,220.41,225.47,184.9,-0.12,-0.85,-0.26,0.31
4,16,70,171.94,203.04,234.29,328.54,0.55,-0.86,-0.29,-0.87
4,17,1,191.99,250.05,138.26,257.48,0.83,-0.49,0.83,-1.0
4,17,2,211.49,344.76,87.59,162.64,0.45,-0.58,0.73,-0.78
4,17,3,272.19,58.13,99.14,153.52,0.89,-0.45,0.28,0.99
4,17,4,328.03,253.7,265.0,166.01,-0.21,0.73,0.27,-0.46
4,17,5,270.02,247.08,342.67,148.46,0.78,-0.15,0.0,0.28
4,17,6,225.76,52.8,131.07,287.44,-0.64,-0.25,-0.17,-0.64
4,17,7,83.7,269.05,162.18,277.38,-0.7,0.51,-0.08,-0.97
4,17,8,123.35,240.34,162.42,189.45,-0.65,0.59,-0.68,0.2
4,17,9,106.07,223.12,344.76,260.85,0.7,-0.46,-0.3,0.85
4,17,10,231.68,290.32,262.1,253.87,-0.67,-0.68,0.74,-0.53
4,17,11,225.91,309.69,279.75,282.69,-0.41,0.5,-0.77,0.49
4,17,12,181.91,235.8,301.34,248.54,0.34,-0.66,0.6,-0.99
4,17,13,262.6,347.22,343.17,321.44,-0.86,0.98,0.26,0.59
4,17,14,164.64,254.79,200.25,61.19,0.6,0.17,0.87,-0.09
4,17,15,83.51,284.67,306.24,187.6,-0.64,0.86,0.46,-0.07
4,17,16,219.92,273.14,321.86,56.6,0.04,0.54,0.58,0.86
4,17,17,211.85,216.24,276.91,212.16,0.26,0.05,-0.49,0.48
4,17,18,89.75,340.24,312.47,212.1,0.54,-0.28,0.01,-0.16
4,17,19,51.4,316.42,156.95,197.96,-0.52,-0.52,-0.92,0.54
4,17,20,315.64,114.64,148.68,193.01,-0.03,0.12,0.39,0.02
4,17,21,145.79,324.05,303.49,294.11,-0.21,-0.59,0.24,-0.35
4,17,22,190.25,316.8,196.4,183.43,0.11,0.49,0.74,0.71
4,17,23,228.04,345.96,242.86,109.93,-0.95,-0.99,0.07,0.55
4,17,24,92.57,151.7,116.47,56.13,0.3,0.22,-0.79,0.46
4,17,25,283.25,326.02,292.39,237.14,0.94,0.26,0.44,-0.34
4,17,26,111.12,83.54,135.19,343.89,0.74,-0.41,0.51,0.93
4,17,27,218.34,54.6,316.41,181.57,-0.24,0.85,-0.82,-0.78
4,17,28,254.31,139.29,111.07,198.31,-0.41,-0.81,-0.47,-0.22
4,17,29,191.14,194.52,86.33,202.79,-0.41,-0.0,0.89,0.78
4,17,30,129.16,347.2,140.42,166.31,0.79,0.5,-0.52,0.94
4,17,31,184.52,217.12,262.77,100.32,0.24,-0.86,-0.2,0.58
4,17,32,153.11,63.52,274.37,102.86,0.06,0.88,-0.71,0.25
4,17,33,325.84,295.31,297.23,301.82,-0.96,0.12,-0.51,0.02
4,17,34,303.65,320.04,127.65,147.63,0.59,-0.44,-0.27,0.83
4,17,35,135.7,214.99,225.0,222.78,0.58,0.72,-0.3,-0.14
4,17,36,304.87,210.16,139.99,341.88,0.87,0.22,0.79,-0.22
4,17,37,81.23,171.66,202.71,298.53,0.56,-0.6,0.52,-0.7
4,17,38,161.78,52.0,226.76,210.38,-0.42,-0.68,0.47,-0.54
4,17,39,305.03,53.68,254.14,59.23,-0.58,-0.2,0.88,-0.2
4,17,40,313.44,275.28,103.29,240.49,0.3,-0.92,-0.19,0.03
4,17,41,187.21,55.17,51.35,347.04,0.74,0.61,-0.39,0.66
4,17,42,333.22,205.33,70.14,182.21,-0.86,-0.6,-0.76,-0.12
4,17,43,286.34,140.72,104.9,193.15,0.61,0.95,0.12,-0.79
4,17,44,108.56,86.74,111.23,345.73,0.75,0.38,0.27,-0.99
4,17,45,95.65,156.64,182.33,320.51,0.97,-0.54,-0.68,-0.18
4,17,46,77.47,61.37,96.7,65.76,0.59,-0.86,0.02,-0.63
4,17,47,190.97,114.28,92.27,158.97,0.95,-0.13,-0.65,-0.99
4,17,48,243.01,244.64,208.42,224.5,-0.11,-0.05,0.63,-0.26
4,17,49,195.66,206.12,275.43,87.58,-0.55,-0.92,-0.35,-0.35
4,17,50,178.84,56.13,234.97,72.34,-0.48,-0.41,0.42,-0.92
4,17,51,169.13,104.88,88.15,155.15,-0.64,0.38,-0.64,-0.56
4,17,52,266.36,319.94,313.21,193.89,-0.91,0.96,0.89,0.97
4,17,53,59.15,78.34,280.2,200.4,-0.41,-0.69,0.24,-0.4
4,17,54,83.07,117.07,302.44,106.99,0.79,-0.38,0.08,-0.78
4,17,55,70.72,146.84,206.0,84.0,0.1,0.03,-0.71,-0.19
4,17,56,63.35,81.9,307.31,227.65,-0.46,0.54,-0.87,0.35
4,17,57,100.8,121.99,247.04,140.94,-0.81,-0.28,-0.22,0.74
4,17,58,163.06,129.27,293.04,92.64,0.19,-0.31,0.13,0.19
4,17,59,175.85,243.99,173.84,209.78,0.96,-0.28,-0.51,0.99
4,17,60,188.41,102.49,173.01,97.35,-0.53,-0.82,-0.99,-0.4
4,17,61,75.86,282.85,339.55,220.74,-0.88,-0.85,-0.38,0.88
4,17,62,169.9,270.25,312.94,324.97,0.5,0.37,0.6,-0.44
4,17,63,64.05,314.93,66.4,159.5,-0.58,-0.82,-0.5,-0.63
4,17,64,56.28,85.09,178.21,297.47,-0.89,0.63,-0.6,-0.72
4,17,65,181.91,313.82,125.51,169.51,-0.63,-0.8,0.29,0.3
4,17,66,85.04,84.6,326.32,90.97,-0.68,0.29,0.0,-0.8
4,17,67,161.95,190.89,152.01,101.74,0.07,0.48,0.57,0.79
4,17,68,80.84,188.06,266.17,136.43,-0.59,-0.6,-0.12,0.68
4,17,69,176.24,81.05,153.65,151.12,-0.21,0.33,0.43,-0.17
4,17,70,126.04,154.86,330.07,269.64,0.81,-0.92,0.77,0.21
4,18,1,330.0,173.84,229.35,204.89,-0.83,0.56,0.92,0.34
4,18,2,221.66,142.37,146.42,112.18,-0.35,0.12,-0.1,-0.81
4,18,3,297.17,338.15,131.53,252.07,0.36,0.68,-0.18,0.01
4,18,4,149.05,116.22,57.38,93.85,0.63,0.91,0.87,-0.99
4,18,5,73.1,94.75,222.38,212.14,0.29,-0.19,0.68,-0.7
4,18,6,94.4,237.12,281.63,250.25,0.59,-0.73,0.03,-0.57
4,18,7,163.77,155.66,183.84,185.83,0.93,0.07,0.46,-0.44
4,18,8,329.78,308.64,262.32,205.05,-0.4,0.41,-0.78,-0.31
4,18,9,141.69,243.3,68.18,298.12,0.88,-0.96,0.55,-0.12
4,18,10,226.45,67.91,117.6,134.46,-0.84,0.01,-0.73,0.29
4,18,11,280.93,118.67,58.03,193.27,-0.36,0.93,0.93,0.63
4,18,12,243.37,225.73,258.1,306.25,-0.84,0.21,0.05,-0.8
4,18,13,345.94,101.55,270.12,342.71,-0.29,0.18,0.18,-0.82
4,18,14,178.45,206.58,343.22,113.46,0.63,-0.03,0.76,0.23
4,18,15,54.96,165.22,118.34,125.11,-0.73,0.77,0.48,-0.43
4,18,16,266.67,200.18,215.7,267.08,-0.57,0.09,-0.35,0.96
4,18,17,86.45,283.95,322.39,63.95,-0.28,-0.86,-0.83,-0.45
4,18,18,255.76,262.06,67.66,108.06,-0.86,-0.25,-0.55,-0.25
4,18,19,226.36,343.08,275.55,172.2,0.49,0.87,0.97,0.6
4,18,20,53.2,340.37,205.79,69.38,-0.38,-0.69,-0.11,-0.68
4,18,21,69.86,307.72,302.14,71.73,-0.77,-0.57,0.21,-0.82
4,18,22,72.75,88.69,131.49,148.12,0.08,0.6,0.79,-0.23
4,18,23,68.01,255.56,245.37,88.64,0.5,0.38,0.38,-0.5
4,18,24,204.2,324.09,111.7,244.94,-0.79,0.46,-0.07,0.99
4,18,25,119.94,87.09,304.42,347.51,-0.37,-0.06,0.53,0.48
4,18,26,267.75,145.88,333.28,316.79,0.53,0.74,-0.74,-0.49
4,18,27,76.1,221.22,163.04,51.16,-0.07,0.1,0.7,0.49
4,18,28,235.83,104.03,237.84,335.28,-0.86,-0.67,0.61,0.16
4,18,29,330.63,115.82,283.93,55.92,0.89,0.56,0.9,0.18
4,18,30,246.38,209.34,275.56,271.95,-0.87,0.08,0.85,0.07
4,18,31,72.16,175.13,82.35,259.66,0.85,-0.04,-0.19,-0.62
4,18,32,115.84,99.71,263.49,274.9,-0.18,-0.39,-0.23,0.44
4,18,33,211.52,139.03,94.62,76.13,-0.81,-0.31,0.98,0.59
4,18,34,113.99,253.61,138.38,194.54,-0.09,-0.02,-0.19,-0.0
4,18,35,124.84,271.51,255.64,81.61,0.84,0.02,0.57,-0.72
4,18,36,343.75,254.52,210.29,308.69,0.99,-0.32,-0.63,0.18
4,18,37,212.6,335.79,70.53,210.52,0.67,0.35,0.45,-0.2
4,18,38,339.02,111.83,299.72,348.21,-0.32,-0.14,-0.53,-0.92
4,18,39,235.63,153.53,151.37,159.78,-0.74,-0.92,0.04,0.78
4,18,40,154.56,137.81,108.54,119.86,-0.36,-0.2,0.17,-0.77
4,18,41,281.42,291.64,190.04,291.47,0.95,-0.33,0.33,-0.22
4,18,42,164.32,141.81,229.63,155.7,0.85,0.79,0.87,0.27
4,18,43,60.26,308.39,95.21,245.4,0.91,0.84,-0.08,-0.57
4,18,44,309.5,145.11,308.1,174.48,0.18,-0.51,0.1,-0.47
4,18,45,145.75,211.72,249.24,95.77,-0.59,-0.7,-0.49,-0.95
4,18,46,194.35,225.33,248.78,75.67,0.88,-0.47,-0.88,0.7
4,18,47,59.46,329.79,332.04,289.31,0.99,0.23,-0.4,-0.17
4,18,48,77.51,193.59,97.93,179.32,-0.8,-0.52,0.22,0.42
4,18,49,254.87,95.41,165.82,200.84,-0.1,-0.5,-0.74,0.98
4,18,50,305.93,219.2,96.08,52.8,0.76,-0.43,0.12,-0.58
4,18,51,260.25,200.49,105.59,241.36,0.17,-0.24,-0.02,-0.99
4,18,52,150.49,147.94,329.52,289.78,0.32,-0.06,-0.04,0.76
4,18,53,126.69,172.22,279.86,296.13,-0.61,-1.0,-0.14,0.39
4,18,54,207.24,347.99,320.42,289.0,0.83,0.23,0.6,-0.68
4,18,55,80.36,299.45,258.72,252.6,0.67,-0.94,-0.88,-0.75
4,18,56,280.64,237.2,204.14,136.62,0.38,0.8,0.71,-0.11
4,18,57,276.69,64.96,112.14,173.25,0.61,-0.72,0.81,-0.63
4,18,58,349.89,248.62,160.79,315.27,-0.83,-0.27,0.81,0.88
4,18,59,99.11,198.69,153.84,207.46,0.98,0.61,-0.43,0.02
4,18,60,271.32,161.9,308.86,58.3,0.3,-0.15,0.21,-0.36
4,18,61,252.41,115.61,173.7,261.42,-0.5,0.52,-0.77,-0.6
4,18,62,115.31,52.08,97.27,120.28,0.77,-0.96,0.34,0.37
4,18,63,227.13,238.54,101.09,313.68,0.29,-0.95,-0.09,0.83
4,18,64,97.18,254.86,263.76,303.64,-0.57,0.23,-0.15,-0.67
4,18,65,339.73,83.04,202.64,173.56,-0.48,-0.15,0.04,-0.38
4,18,66,191.65,280.63,68.86,206.79,-0.92,-0.31,-0.97,-0.32
4,18,67,199.67,285.39,252.02,277.99,-0.82,0.43,0.98,-0.84
4,18,68,198.56,283.06,190.55,308.4,0.75,-0.8,-0.12,0.02
4,18,69,96.31,102.67,317.86,214.72,-0.98,-0.1,-1.0,0.16
4,18,70,272.31,328.45,57.34,53.27,-0.71,0.41,-0.48,0.35
4,19,1,340.98,239.5,67.26,117.52,0.78,0.78,0.89,-0.37
4,19,2,124.52,201.86,303.29,90.34,-0.53,0.16,-0.58,0.24
4,19,3,339.41,330.43,55.5,125.35,-0.23,0.31,-0.92,0.06
4,19,4,145.43,131.28,307.25,231.86,-0.71,-0.25,-0.95,-0.58
4,19,5,120.6,253.35,287.07,205.62,0.94,-0.44,-0.25,0.45
4,19,6,246.51,53.76,195.91,205.61,-0.28,-0.83,0.66,0.89
4,19,7,325.46,117.2,193.51,130.5,-0.8,-0.55,-0.88,-0.77
4,19,8,93.07,96.41,268.53,235.84,-0.26,0.05,-0.45,-0.94
4,19,9,200.1,198.38,222.3,80.45,-0.07,0.52,-0.65,0.85
4,19,10,314.5,97.17,315.94,68.58,-0.11,-0.91,0.14,-0.47
4,19,11,333.59,112.2,337.49,242.22,-0.29,-0.89,-0.95,0.38
4,19,12,259.97,88.9,260.19,152.44,0.72,-0.51,-0.92,-0.03
4,19,13,85.25,154.45,161.42,268.99,-0.61,0.71,-0.7,-0.4
4,19,14,55.89,119.64,176.89,228.19,-0.8,-0.29,-0.79,-0.55
4,19,15,111.12,279.4,169.85,113.15,0.45,0.07,-0.15,0.4
4,19,16,279.81,136.45,97.35,167.33,-0.59,0.16,-0.92,0.52
4,19,17,280.09,174.69,298.03,258.18,-0.48,0.24,-0.44,0.97
4,19,18,300.27,146.98,144.29,331.3,0.24,0.12,-0.7,0.9
4,19,19,276.09,202.39,54.61,90.88,-0.12,0.31,0.49,-0.08
4,19,20,150.74,92.73,293.05,199.17,0.63,0.28,-0.86,0.77
4,19,21,54.28,324.68,158.24,340.86,0.55,-0.86,0.26,0.36
4,19,22,217.63,209.94,216.87,260.04,0.54,-0.13,0.7,-0.69
4,19,23,179.17,287.7,255.86,203.53,-0.84,-0.12,-0.95,0.75
4,19,24,109.44,81.45,307.33,111.93,0.31,0.88,0.51,0.72
4,19,25,160.17,113.99,246.9,70.68,-0.31,0.51,0.08,-0.92
4,19,26,207.26,307.21,102.23,307.13,-0.16,-0.9,-0.84,0.68
4,19,27,81.72,60.21,71.49,316.45,-0.49,-0.1,0.13,0.98
4,19,28,50.57,288.41,271.39,226.09,-0.01,0.55,0.09,-0.16
4,19,29,144.28,177.58,338.97,51.42,0.76,-0.24,0.99,0.77
4,19,30,245.04,211.38,174.83,345.1,0.58,-0.27,0.19,0.39
4,19,31,70.57,347.6,121.91,180.55,-0.51,-0.61,0.56,-0.48
4,19,32,297.93,113.46,114.66,339.33,0.84,-0.8,-0.91,-0.38
4,19,33,229.39,241.49,252.6,79.73,0.66,0.57,0.24,0.5
4,19,34,92.34,100.77,227.4,285.17,-0.91,0.54,0.25,-0.38
4,19,35,327.27,120.48,296.81,157.29,-0.43,-0.36,0.13,-0.41
4,19,36,173.26,113.53,346.13,223.31,0.66,0.23,0.12,0.15
4,19,37,293.02,229.73,227.69,172.84,-0.25,-0.39,-0.01,0.14
4,19,38,291.72,132.6,157.54,89.2,0.23,-0.11,0.38,0.04
4,19,39,281.14,312.85,177.04,248.68,0.59,-0.78,-0.2,-0.86
4,19,40,81.89,61.77,312.61,87.58,0.51,0.06,0.67,-0.89
4,19,41,55.83,293.67,162.91,88.83,0.26,-0.72,-0.31,-0.95
4,19,42,244.99,64.04,122.48,88.82,0.27,0.02,0.93,-0.61
4,19,43,105.28,134.97,136.67,278.03,-0.94,0.3,-0.66,0.01
4,19,44,288.42,87.38,324.07,61.82,-0.61,-0.41,0.27,-0.45
4,19,45,312.48,313.34,282.88,136.59,0.18,-0.26,-0.18,0.48
4,19,46,56.15,149.96,54.61,123.68,0.04,0.81,-0.94,-0.2
4,19,47,157.91,311.56,132.1,191.84,0.51,-0.02,-0.39,-0.02
4,19,48,247.85,248.39,158.73,66.19,0.25,0.0,0.15,0.11
4,19,49,184.35,121.11,235.23,172.82,-0.27,0.31,0.89,0.53
4,19,50,243.57,50.18,256.08,216.69,-0.35,-0.82,0.56,0.44
4,19,51,67.0,287.24,53.83,174.09,0.41,0.45,-0.32,-0.18
4,19,52,68.52,243.93,190.32,316.44,-0.19,0.38,-0.66,-0.7
4,19,53,142.15,153.54,68.47,259.94,0.37,-0.56,0.17,0.35
4,19,54,54.06,151.2,305.08,308.63,0.25,0.11,0.68,0.03
4,19,55,321.34,92.58,51.13,115.46,0.14,-0.54,0.8,0.73
4,19,56,252.5,78.5,339.97,232.73,-0.01,0.05,0.07,-0.5
4,19,57,137.55,73.63,237.59,317.53,0.88,0.96,0.64,-0.03
4,19,58,198.34,219.56,95.12,228.72,0.04,-0.49,-0.98,-0.12
4,19,59,132.34,156.86,207.13,251.38,-0.43,-0.86,-0.1,0.25
4,19,60,127.42,158.35,116.18,56.22,0.82,0.91,-0.7,-0.61
4,19,61,337.68,247.78,209.19,160.91,-0.78,0.19,-0.15,-0.98
4,19,62,308.79,144.36,141.32,146.32,0.3,0.29,-0.57,-0.7
4,19,63,158.38,334.72,241.58,81.01,-0.93,-0.77,-0.41,0.82
4,19,64,92.97,288.41,242.36,246.36,0.47,-0.57,0.35,-0.18
4,19,65,293.75,124.41,338.18,272.97,-0.89,0.79,-1.0,0.69
4,19,66,254.05,309.4,334.54,289.12,-0.02,0.76,0.53,0.34
4,19,67,305.33,177.96,331.96,150.8,-0.71,0.74,0.37,0.33
4,19,68,85.3,294.33,200.16,286.29,-0.21,-0.84,-0.83,0.49
4,19,69,285.45,298.89,286.18,109.26,-0.59,-0.71,-0.88,-0.07
4,19,70,325.28,65.24,265.05,54.66,0.69,-0.9,0.78,-0.17
4,20,1,121.64,100.45,107.35,138.3,-0.52,-0.52,-0.17,0.55
4,20,2,320.53,247.3,149.08,113.51,0.44,0.81,-0.32,-0.68
4,20,3,286.69,193.87,274.67,277.42,-0.91,-0.78,-0.02,0.28
4,20,4,285.72,91.55,276.48,318.59,-0.64,-0.23,-0.63,-0.66
4,20,5,260.5,287.5,248.46,187.03,-0.46,-0.58,-0.01,-0.83
4,20,6,218.92,67.83,161.55,97.61,0.08,0.74,-0.58,0.68
4,20,7,91.35,235.58,240.15,208.12,-0.07,0.44,-0.56,-0.62
4,20,8,121.56,201.85,212.78,227.68,-0.04,-0.23,-0.86,-0.99
4,20,9,297.95,124.11,212.43,226.38,0.68,0.63,-0.74,-0.48
4,20,10,84.4,195.96,252.41,270.88,-0.57,0.66,-0.07,-0.57
4,20,11,126.84,76.61,147.59,155.87,-0.45,-0.06,0.27,0.3
4,20,12,228.76,127.53,195.05,205.9,-0.92,-0.79,-0.02,-0.71
4,20,13,215.16,290.68,201.37,216.31,-0.15,-0.52,-0.17,-1.0
4,20,14,167.31,192.69,199.04,348.28,0.3,-0.12,-0.23,0.79
4,20,15,241.94,240.17,123.83,230.42,-0.45,0.05,0.24,0.59
4,20,16,189.97,317.13,83.69,110.68,0.76,0.48,-0.03,0.84
4,20,17,200.61,78.32,153.52,168.61,-0.9,0.17,-0.44,0.46
4,20,18,261.73,230.16,69.07,120.62,0.19,-0.32,0.29,0.85
4,20,19,223.45,145.26,217.02,275.54,0.46,-0.69,0.73,-0.12
4,20,20,305.91,107.46,176.55,163.99,0.61,0.56,-0.69,-0.43
4,20,21,248.56,335.69,269.52,100.12,-0.68,0.5,-0.36,0.74
4,20,22,83.94,262.33,69.1,223.65,0.91,0.7,-0.59,0.12
4,20,23,175.79,266.78,110.01,223.55,-0.96,0.84,0.68,0.14
4,20,24,262.08,176.05,221.0,293.87,-0.97,0.75,0.12,0.57
4,20,25,240.82,280.18,63.38,258.86,-0.26,-0.55,-0.41,0.3
4,20,26,273.87,186.79,171.96,159.06,0.62,0.65,0.26,0.86
4,20,27,102.66,52.87,228.32,73.04,0.51,0.17,-0.71,0.58
4,20,28,189.08,274.0,217.44,333.83,0.61,0.89,0.65,-0.18
4,20,29,255.05,114.89,273.39,144.72,0.92,-0.06,-0.01,0.2
4,20,30,110.88,270.4,155.02,105.44,-0.76,0.89,-0.8,0.25
4,20,31,189.99,51.23,78.5,283.79,-0.1,-0.54,-0.55,0.53
4,20,32,60.12,149.56,153.39,82.19,0.38,-0.39,-0.69,0.43
4,20,33,271.42,142.55,305.43,142.96,-0.41,0.21,-0.45,-0.73
4,20,34,132.16,279.46,78.43,292.89,-0.3,0.9,0.33,0.29
4,20,35,290.75,128.01,77.89,346.47,-0.8,0.18,0.33,-0.07
4,20,36,290.57,309.12,196.32,258.58,0.84,0.14,0.57,0.5
4,20,37,216.03,300.94,105.05,215.65,-0.83,0.29,-0.92,0.3
4,20,38,157.83,312.72,271.05,140.02,-0.49,-0.58,-0.14,0.01
4,20,39,337.37,254.74,234.34,299.2,0.99,-0.91,-0.89,-0.19
4,20,40,185.66,258.86,129.94,238.7,-0.15,0.55,0.23,0.63
4,20,41,64.35,349.1,158.99,221.48,0.81,0.82,0.69,-0.83
4,20,42,159.42,347.16,85.5,284.85,-0.9,-0.15,-0.62,0.99
4,20,43,264.94,299.78,221.29,267.31,-0.97,-0.4,0.81,0.31
4,20,44,56.75,67.46,209.73,75.47,-0.2,0.68,-0.6,-0.63
4,20,45,64.49,138.05,344.6,347.84,-1.0,0.59,0.22,0.26
4,20,46,89.17,77.91,85.47,81.91,-0.58,0.41,0.82,0.68
4,20,47,54.23,115.03,280.51,320.9,-0.4,-0.63,0.8,0.25
4,20,48,241.42,90.07,110.69,282.26,-0.86,0.99,0.24,-0.44
4,20,49,160.33,216.01,243.03,55.81,-0.07,-0.74,0.03,-0.94
4,20,50,131.06,289.43,282.07,66.87,-0.3,0.83,-0.33,0.79
4,20,51,300.49,212.06,104.1,306.87,0.99,-0.75,0.33,-0.85
4,20,52,66.91,60.31,180.82,303.54,-0.31,-0.74,-0.04,0.45
4,20,53,101.12,300.3,55.93,348.45,0.18,0.24,-0.68,-0.28
4,20,54,71.67,158.56,145.94,217.74,-0.98,-0.21,0.41,0.77
4,20,55,200.54,111.29,100.31,165.69,0.18,0.66,0.54,-0.04
4,20,56,249.95,306.05,305.78,114.94,0.69,-0.01,0.47,-0.04
4,20,57,216.29,192.66,287.33,116.89,0.0,-0.66,0.1,-0.73
4,20,58,269.66,51.91,179.66,217.03,-0.48,-0.51,-0.53,-0.3
4,20,59,144.09,87.95,232.42,175.52,0.85,-0.14,-0.53,0.84
4,20,60,55.81,214.65,307.2,252.97,-0.31,-0.65,-0.63,0.16
4,20,61,132.36,160.04,98.23,240.96,0.65,-0.61,0.25,0.03
4,20,62,228.52,155.87,139.95,285.27,0.49,0.74,-0.67,-0.41
4,20,63,86.84,198.52,189.04,312.46,0.22,-0.95,-0.69,0.62
4,20,64,119.37,98.18,105.88,90.88,0.28,0.16,0.74,-0.1
4,20,65,160.36,266.96,258.91,132.21,0.26,0.12,-0.37,-0.7
4,20,66,153.92,126.97,125.46,119.61,0.16,0.35,-0.55,-0.66
4,20,67,250.97,51.46,241.52,145.76,0.76,0.67,0.31,-0.55
4,20,68,341.94,172.78,234.29,84.87,-0.15,0.69,-0.08,0.79
4,20,69,234.52,53.38,309.54,74.64,-0.35,0.04,0.27,-0.28
4,20,70,66.78,133.22,111.39,256.01,-0.14,-0.64,-0.32,0.41
5,1,1,283.55,59.27,229.49,189.32,0.75,0.75,-0.74,-0.89
5,1,2,301.0,85.63,185.45,274.62,0.9,-0.72,-0.31,-0.67
5,1,3,77.2,294.56,198.5,200.75,-0.54,0.32,-0.12,0.94
5,1,4,171.1,185.98,98.87,235.04,-0.32,-0.46,-0.44,-0.39
5,1,5,203.86,97.42,164.3,91.96,0.92,0.01,0.83,0.83
5,1,6,257.19,256.79,349.13,272.04,0.38,-0.58,-0.86,-0.27
5,1,7,340.35,257.92,158.18,174.0,0.08,-0.16,0.31,-0.77
5,1,8,186.0,237.46,226.73,347.94,-0.8,-0.44,-0.59,0.51
5,1,9,333.16,314.18,186.45,224.75,0.92,-0.42,0.44,0.1
5,1,10,272.28,333.42,243.11,223.45,-0.42,-0.31,-0.27,-0.03
5,1,11,192.78,228.94,92.82,270.61,0.57,0.47,-0.01,0.84
5,1,12,251.63,336.7,200.83,98.18,-0.01,-0.1,0.32,0.29
5,1,13,195.13,313.88,150.69,331.14,0.68,-0.62,-0.94,0.05
