Meter,Distance (km),Turning Radius (m),Average Speed (km/h)
1375,1.375,8.566737235127585,200.0
1376,1.376,5.130525347741238,200.0
1377,1.377,13.575959767576077,200.0
1378,1.378,12.177133656417968,200.0
1379,1.379,6.928804813426809,200.0
1380,1.38,11.551461413318552,200.0
1381,1.381,11.712290910066605,200.0
1382,1.382,12.19572077591938,200.0
1383,1.383,5.6886696038230875,200.0
1384,1.384,7.53375904259877,200.0
1385,1.385,13.23917130417838,200.0
1386,1.386,8.977298572650252,200.0
1387,1.387,8.499644880599295,200.0
1388,1.388,14.352254700949182,200.0
1389,1.389,10.860117944531927,200.0
1390,1.39,7.27910038383415,200.0
1391,1.391,6.930113596070402,200.0
1392,1.392,10.456367729060968,200.0
1393,1.393,12.14685595523294,200.0
1394,1.394,6.71542683383641,200.0
1395,1.395,11.05199411426869,200.0
1396,1.396,5.668767170397269,200.0
1397,1.397,7.854713538001051,200.0
1398,1.398,7.754506974501256,200.0
1399,1.399,13.193851744746915,200.0
1400,1.4,5.682866162661253,200.0
1401,1.401,13.760326590543748,200.0
1402,1.402,5.529096881588352,200.0
1403,1.403,12.496924426404936,200.0
1404,1.404,5.901394389557726,200.0
1405,1.405,13.15491471942786,200.0
1406,1.406,14.461749275483857,200.0
1407,1.407,6.702644930478369,200.0
1408,1.408,10.267857141716384,200.0
1409,1.409,6.646906884170184,200.0
1410,1.41,9.059521558137085,200.0
1411,1.411,14.29922802136071,200.0
1412,1.412,7.277335300923557,200.0
1413,1.413,9.430397768052618,200.0
1414,1.414,9.129160035480819,200.0
1415,1.415,10.238610688804641,200.0
1416,1.416,6.417064091903071,200.0
1417,1.417,9.236751230772857,200.0
1418,1.418,9.496922106444538,200.0
1419,1.419,14.261948127044146,200.0
1420,1.42,9.479000968191773,200.0
1421,1.421,8.630550128773674,200.0
1422,1.422,7.01780254016435,200.0
1423,1.423,10.723010760016269,200.0
1424,1.424,10.411633727067496,200.0
1425,1.425,7.823838160912367,200.0
1426,1.426,6.1070999993182395,200.0
1427,1.427,11.641300515386725,200.0
1428,1.428,11.550534017715766,200.0
1429,1.429,8.907746493196571,200.0
1430,1.43,14.318989839483125,200.0
1431,1.431,9.547441333063801,200.0
1432,1.432,11.651056992471478,200.0
1433,1.433,9.576078516870016,200.0
1434,1.434,10.865471683225781,200.0
1435,1.435,12.928490435454272,200.0
1436,1.436,5.138635136675582,200.0
1437,1.437,11.42419444344651,200.0
1438,1.438,5.401324531384314,200.0
1439,1.439,6.353032646573658,200.0
1440,1.44,7.005822545171252,200.0
1441,1.441,14.04781107305832,200.0
1442,1.442,7.384568221000176,200.0
1443,1.443,12.828209569626774,200.0
1444,1.444,6.473927291663093,200.0
1445,1.445,14.216866877892908,200.0
1446,1.446,10.918013749647848,200.0
1447,1.447,10.785176050174151,200.0
1448,1.448,9.46714135894447,200.0
1449,1.449,8.665197664492236,200.0
1450,1.45,9.641341166935376,200.0
1451,1.451,7.570176950322952,200.0
1452,1.452,6.897585321288698,200.0
1453,1.453,10.928889729796346,200.0
1454,1.454,9.477164545424177,200.0
1455,1.455,12.778722612538466,200.0
1456,1.456,14.14709730110996,200.0
1457,1.457,8.517789575576057,200.0
1458,1.458,9.009482394996846,200.0
1459,1.459,10.033792515851298,200.0
1460,1.46,14.367442856197098,200.0
1461,1.461,9.601529077847381,200.0
1462,1.462,11.710146462903634,200.0
1463,1.463,13.98989521636401,200.0
1464,1.464,6.707997559376874,200.0
1465,1.465,13.816377958938956,200.0
1466,1.466,12.560063987221909,200.0
1467,1.467,14.003225454662058,200.0
1468,1.468,14.616206577156525,200.0
1469,1.469,7.927269639087245,200.0
1470,1.47,12.797615019585564,200.0
1471,1.471,13.463502945167226,200.0
1472,1.472,9.657405339875126,200.0
1473,1.473,10.931671997830186,200.0
1474,1.474,11.857499927113093,200.0
1475,1.475,5.835001541755726,200.0
1476,1.476,9.743923674252027,200.0
1477,1.477,12.07754171854658,200.0
1478,1.478,7.420900869900668,200.0
1479,1.479,9.888035972908899,200.0
1480,1.48,11.211509304337817,200.0
1481,1.481,5.424621756254776,200.0
1482,1.482,10.763769404654553,200.0
1483,1.483,13.809822934893347,200.0
1484,1.484,9.799535332082563,200.0
1485,1.485,9.714582931163026,200.0
1486,1.486,12.034905322580197,200.0
1487,1.487,5.375340893566539,200.0
1488,1.488,9.786379675574645,200.0
1489,1.489,5.026013768658841,200.0
1490,1.49,6.1432464333985894,200.0
1491,1.491,5.975964804142348,200.0
1492,1.492,12.614952618649518,200.0
1493,1.493,11.237665070785178,200.0
1494,1.494,11.138548729606745,200.0
1495,1.495,8.829663278006446,200.0
1496,1.496,9.51743605988585,200.0
1497,1.497,8.169552665215678,200.0
1498,1.498,12.221817391239494,200.0
1499,1.499,11.27954521981112,200.0
1500,1.5,14.330680498825481,200.0
1501,1.501,12.879890944223282,200.0
1502,1.502,11.794428618218564,200.0
1503,1.503,9.863253283062198,200.0
1504,1.504,7.1965313500156425,200.0
1505,1.505,7.221978094361986,200.0
1506,1.506,6.985309844635232,200.0
1507,1.507,9.374357509244257,200.0
1508,1.508,14.277592459764465,200.0
1509,1.509,6.831237593299507,200.0
1510,1.51,12.041704282241959,200.0
1511,1.511,12.922074339717131,200.0
1512,1.512,8.689675341534393,200.0
1513,1.513,12.768545970416625,200.0
1514,1.514,14.391072001303417,200.0
1515,1.515,11.137350690067667,200.0
1516,1.516,10.110796701975866,200.0
1517,1.517,13.563820898083081,200.0
1518,1.518,14.986997021317814,200.0
1519,1.519,7.440396026760542,200.0
1520,1.52,14.99158855964637,200.0
1521,1.521,14.338121350212074,200.0
1522,1.522,11.054427414250954,200.0
1523,1.523,12.387603256860388,200.0
1524,1.524,12.92131906374344,200.0
1525,1.525,7.1736803763695836,200.0
1526,1.526,9.743757608100509,200.0
1527,1.527,9.634228971625738,200.0
1528,1.528,9.6900646366092,200.0
1529,1.529,12.10950626035746,200.0
1530,1.53,5.202040472591898,200.0
1531,1.531,5.003335767040208,200.0
1532,1.532,7.548639581407023,200.0
1533,1.533,9.804296155963089,200.0
1534,1.534,13.230546818782562,200.0
1535,1.535,8.833531484663524,200.0
1536,1.536,7.919825270485855,200.0
1537,1.537,14.678721414845315,200.0
1538,1.538,13.786657070977395,200.0
1539,1.539,9.91775927865777,200.0
1540,1.54,12.155464905664976,200.0
1541,1.541,13.722806051087215,200.0
1542,1.542,8.992643176361623,200.0
1543,1.543,14.328479097171929,200.0
1544,1.544,9.77945363191056,200.0
1545,1.545,6.421064660307522,200.0
1546,1.546,6.573486726683344,200.0
1547,1.547,8.036519777923292,200.0
1548,1.548,7.98475494361258,200.0
1549,1.549,11.65546028696522,200.0
1550,1.55,6.72439335128491,200.0
1551,1.551,12.458181300280167,200.0
1552,1.552,6.819919100693732,200.0
1553,1.553,10.749886122517873,200.0
1554,1.554,6.739678732058632,200.0
1555,1.555,12.874831137275592,200.0
1556,1.556,8.001631321234353,200.0
1557,1.557,5.137896996124952,200.0
1558,1.558,10.884874943089118,200.0
1559,1.559,6.543787270468981,200.0
1560,1.56,11.95799211027629,200.0
1561,1.561,6.3027438466026435,200.0
1562,1.562,12.085181120898497,200.0
1563,1.563,7.030795754144887,200.0
1564,1.564,6.956491115426778,200.0
1565,1.565,10.941256685499363,200.0
1566,1.566,12.502799920620411,200.0
1567,1.567,12.60136205345381,200.0
1568,1.568,13.893543295071005,200.0
1569,1.569,8.537714816483524,200.0
1570,1.57,11.229714365694585,200.0
1571,1.571,10.748325653250607,200.0
1572,1.572,5.702522292785169,200.0
1573,1.573,13.270555237289411,200.0
1574,1.574,14.670787173795052,200.0
1575,1.575,13.899007307280765,200.0
1576,1.576,12.056104485783381,200.0
1577,1.577,14.61668026653392,200.0
1578,1.578,5.95120918825594,200.0
1579,1.579,10.787246155939815,200.0
1580,1.58,7.952900661662227,200.0
1581,1.581,6.4551642793207655,200.0
1582,1.582,5.7273743392524565,200.0
1583,1.583,9.262504990929955,200.0
1584,1.584,6.357939097580382,200.0
1585,1.585,12.790573662168764,200.0
1586,1.586,6.261168460375439,200.0
1587,1.587,12.97416822366192,200.0
1588,1.588,8.641259751998325,200.0
1589,1.589,5.449214270177748,200.0
1590,1.59,12.213701251977634,200.0
1591,1.591,6.463248144635339,200.0
1592,1.592,6.354535348610202,200.0
1593,1.593,14.542672882983176,200.0
1594,1.594,10.669808932028836,200.0
1595,1.595,12.394492210651698,200.0
1596,1.596,7.299107788575522,200.0
1597,1.597,13.457881142143739,200.0
1598,1.598,9.93617944157036,200.0
1599,1.599,8.1705773406987,200.0
1600,1.6,7.131502820863033,200.0
1601,1.601,12.423864060764833,200.0
1602,1.602,11.948777298040353,200.0
1603,1.603,9.19293871394829,200.0
1604,1.604,8.588983285143723,200.0
1605,1.605,6.351967944560788,200.0
1606,1.606,11.881065093288784,200.0
1607,1.607,10.155450881826262,200.0
1608,1.608,10.065249120186973,200.0
1609,1.609,8.127482385795707,200.0
1610,1.61,10.528482489103105,200.0
1611,1.611,8.821440227598512,200.0
1612,1.612,8.8638602155726,200.0
1613,1.613,6.906264109769032,200.0
1614,1.614,10.48888428790844,200.0
1615,1.615,10.131013243914929,200.0
1616,1.616,9.848225112693893,200.0
1617,1.617,12.989645422205781,200.0
1618,1.618,6.7908539616642924,200.0
1619,1.619,12.177993155062863,200.0
1620,1.62,11.763559549763867,200.0
1621,1.621,5.632174447876018,200.0
1622,1.622,7.731125776295041,200.0
1623,1.623,8.438047448936832,200.0
1624,1.624,10.338655067010958,200.0
1625,1.625,14.311651120754126,200.0
1626,1.626,12.789534077403014,200.0
1627,1.627,14.667707717096567,200.0
1628,1.628,10.560742321765197,200.0
1629,1.629,11.852406964840286,200.0
1630,1.63,10.96311939240623,200.0
1631,1.631,5.483604525786101,200.0
1632,1.632,14.43380058290294,200.0
1633,1.633,11.847280353040905,200.0
1634,1.634,13.135682993772981,200.0
1635,1.635,14.536252353735167,200.0
1636,1.636,14.173875766568175,200.0
1637,1.637,6.381484489419971,200.0
1638,1.638,9.067467195295947,200.0
1639,1.639,12.145608378009534,200.0
1640,1.64,6.677958063852454,200.0
1641,1.641,12.688932743145003,200.0
1642,1.642,10.43101060336831,200.0
1643,1.643,12.095095550846382,200.0
1644,1.644,5.749808560447153,200.0
1645,1.645,5.472807488304721,200.0
1646,1.646,8.852506371820672,200.0
1647,1.647,7.8808318137477995,200.0
1648,1.648,8.779151789888328,200.0
1649,1.649,11.83736683430941,200.0
1650,1.65,12.240362897039589,200.0
1651,1.651,10.141404250553322,200.0
1652,1.652,9.089102895695177,200.0
1653,1.653,5.3896420346970935,200.0
1654,1.654,14.011639163676035,200.0
1655,1.655,12.232423560006271,200.0
1656,1.656,7.58584690603333,200.0
1657,1.657,11.270957766707658,200.0
1658,1.658,10.006466680542381,200.0
1659,1.659,6.43969119107349,200.0
1660,1.66,13.596846951498039,200.0
1661,1.661,7.5785673426692615,200.0
1662,1.662,7.542331643765716,200.0
1663,1.663,6.649343617112068,200.0
1664,1.664,9.00988650549213,200.0
1665,1.665,11.953965462502893,200.0
1666,1.666,9.643614784646644,200.0
1667,1.667,12.28837360142657,200.0
1668,1.668,9.357380221436696,200.0
1669,1.669,9.861385596552292,200.0
1670,1.67,7.028490699587246,200.0
1671,1.671,12.56407192935925,200.0
1672,1.672,5.281490259743389,200.0
1673,1.673,11.622184779387835,200.0
1674,1.674,8.271740042313155,200.0
1675,1.675,12.47191770292561,200.0
1676,1.676,11.243791733273763,200.0
1677,1.677,14.294896310181835,200.0
1678,1.678,13.738219521280234,200.0
1679,1.679,10.030811866147303,200.0
1680,1.68,9.678088317828623,200.0
1681,1.681,14.542018773192215,200.0
1682,1.682,8.316742346890898,200.0
1683,1.683,7.426147374960658,200.0
1684,1.684,5.900834957262156,200.0
1685,1.685,11.089110681125579,200.0
1686,1.686,5.144881935421655,200.0
1687,1.687,10.95668131683708,200.0
1688,1.688,10.186261080412995,200.0
1689,1.689,5.7348423377839115,200.0
1690,1.69,14.504163012224874,200.0
1691,1.691,9.176503417633523,200.0
1692,1.692,11.392893165778007,200.0
1693,1.693,14.635499900081273,200.0
1694,1.694,11.670718197107652,200.0
1695,1.695,8.931659825241635,200.0
1696,1.696,11.980001539019842,200.0
1697,1.697,14.735001947991059,200.0
1698,1.698,8.935990337067329,200.0
1699,1.699,11.64950425847965,200.0
1700,1.7,14.319863998063353,200.0
1701,1.701,5.678176866747238,200.0
1702,1.702,13.50610473441085,200.0
1703,1.703,12.597382738418096,200.0
1704,1.704,9.930572283823004,200.0
1705,1.705,11.327733388981246,200.0
1706,1.706,9.363038149461623,200.0
1707,1.707,14.436814384561746,200.0
1708,1.708,10.893885786646427,200.0
1709,1.709,13.339481394633045,200.0
1710,1.71,12.886780133164624,200.0
1711,1.711,6.242860129685152,200.0
1712,1.712,6.6886789791148455,200.0
1713,1.713,7.144387370886327,200.0
1714,1.714,12.48735959240627,200.0
1715,1.715,8.48333815038659,200.0
1716,1.716,6.176757882595966,200.0
1717,1.717,10.746397589003688,200.0
1718,1.718,13.8061885559713,200.0
1719,1.719,13.512292482356653,200.0
1720,1.72,10.943322208855495,200.0
1721,1.721,8.24782912531464,200.0
1722,1.722,14.544597588616256,200.0
1723,1.723,6.124068066742226,200.0
1724,1.724,11.885931266364619,200.0
1725,1.725,6.68302378366263,200.0
1726,1.726,11.400054085266305,200.0
1727,1.727,10.74683533182382,200.0
1728,1.728,14.824793898881959,200.0
1729,1.729,14.549447573496685,200.0
1730,1.73,12.5771747288704,200.0
1731,1.731,13.651357801193548,200.0
1732,1.732,9.140812759343003,200.0
1733,1.733,9.276058123442363,200.0
1734,1.734,8.157910179416966,200.0
1735,1.735,10.625560318024663,200.0
1736,1.736,13.40868657788118,200.0
1737,1.737,9.889082452492909,200.0
1738,1.738,8.132758184541139,200.0
1739,1.739,5.7118572548280175,200.0
1740,1.74,12.132305140379302,200.0
1741,1.741,7.179777916358212,200.0
1742,1.742,8.602646480259693,200.0
1743,1.743,13.25510575036249,200.0
1744,1.744,14.069201347855977,200.0
1745,1.745,10.512993302598836,200.0
1746,1.746,10.407981796127135,200.0
1747,1.747,5.2966341701120445,200.0
1748,1.748,9.794472336074048,200.0
1749,1.749,6.649500378396359,200.0
1750,1.75,5.94530071478994,200.0
1751,1.751,13.360043677604862,200.0
1752,1.752,9.476422256455912,200.0
1753,1.753,12.181271233328523,200.0
1754,1.754,12.46446888195838,200.0
1755,1.755,8.983327300018686,200.0
1756,1.756,8.468505263062543,200.0
1757,1.757,10.471610618290885,200.0
1758,1.758,9.39324917127708,200.0
1759,1.759,13.677164130158998,200.0
1760,1.76,9.91911338535808,200.0
1761,1.761,8.928471380850436,200.0
1762,1.762,14.271661556654132,200.0
1763,1.763,7.150722974745544,200.0
1764,1.764,7.557495676410446,200.0
1765,1.765,12.77996128127813,200.0
1766,1.766,5.06312135323512,200.0
1767,1.767,12.38182081126468,200.0
1768,1.768,5.520350077551841,200.0
1769,1.769,8.051309521885976,200.0
1770,1.77,12.74735228497308,200.0
1771,1.771,5.987841201531835,200.0
1772,1.772,12.740977030027867,200.0
1773,1.773,7.953100164899983,200.0
1774,1.774,8.137876788671296,200.0
1775,1.775,11.890405677410852,200.0
1776,1.776,7.022127802000549,200.0
1777,1.777,13.805079897036606,200.0
1778,1.778,10.544137167170966,200.0
1779,1.779,8.444840912035527,200.0
1780,1.78,10.25103480336239,200.0
1781,1.781,5.955540129423904,200.0
1782,1.782,6.8191200278101105,200.0
1783,1.783,7.3825261793021415,200.0
1784,1.784,14.16690725727383,200.0
1785,1.785,14.367045965536038,200.0
1786,1.786,14.617899634174025,200.0
1787,1.787,6.53221173081059,200.0
1788,1.788,11.750607114500724,200.0
1789,1.789,6.859084258976119,200.0
1790,1.79,13.036584814551421,200.0
1791,1.791,8.002604433169369,200.0
1792,1.792,12.063823022901703,200.0
1793,1.793,10.129513274134524,200.0
1794,1.794,12.42825001282815,200.0
1795,1.795,12.689381325680804,200.0
1796,1.796,8.31136206746795,200.0
1797,1.797,9.046532711879625,200.0
1798,1.798,8.445031116930515,200.0
1799,1.799,9.155212826347302,200.0
1800,1.8,5.405784229164929,200.0
1801,1.801,11.889289341164128,200.0
1802,1.802,8.450605017467726,200.0
1803,1.803,8.323603494435675,200.0
1804,1.804,10.21856634267848,200.0
1805,1.805,8.500716795228529,200.0
1806,1.806,11.820888689890317,200.0
1807,1.807,5.160138520636265,200.0
1808,1.808,5.634005704687743,200.0
1809,1.809,5.01087199532525,200.0
1810,1.81,11.264346142508668,200.0
1811,1.811,13.50871789987686,200.0
1812,1.812,13.443843022988995,200.0
1813,1.813,9.317231762826925,200.0
1814,1.814,10.785493429102063,200.0
1815,1.815,5.194005534215101,200.0
1816,1.816,5.616454538568174,200.0
1817,1.817,13.998431554676046,200.0
1818,1.818,6.665123687500991,200.0
1819,1.819,9.469817232765612,200.0
1820,1.82,7.621998402140465,200.0
1821,1.821,6.263231382662738,200.0
1822,1.822,6.135624097361076,200.0
1823,1.823,9.057507119164523,200.0
1824,1.824,6.246922565319463,200.0
1825,1.825,10.351085266979243,200.0
1826,1.826,5.74729391735857,200.0
1827,1.827,9.34048506960158,200.0
1828,1.828,14.319670173491941,200.0
1829,1.829,6.680318037256167,200.0
1830,1.83,13.789776848022054,200.0
1831,1.831,10.950209939755517,200.0
1832,1.832,7.987122184203832,200.0
1833,1.833,12.240759844144872,200.0
1834,1.834,8.646504618524617,200.0
1835,1.835,9.232066298525083,200.0
1836,1.836,14.461779206111046,200.0
1837,1.837,12.587301560699942,200.0
1838,1.838,6.280027626061148,200.0
1839,1.839,8.178122629691554,200.0
1840,1.84,12.526553134387571,200.0
1841,1.841,8.053317915458871,200.0
1842,1.842,13.564382984359863,200.0
1843,1.843,5.979074542109152,200.0
1844,1.844,5.886877584245664,200.0
1845,1.845,7.87604679057694,200.0
1846,1.846,10.081027446277599,200.0
1847,1.847,7.5856045846825015,200.0
1848,1.848,5.93065186796431,200.0
1849,1.849,9.610694219270217,200.0
1850,1.85,11.710740148612416,200.0
1851,1.851,6.136289721773199,200.0
1852,1.852,5.580244290628769,200.0
1853,1.853,8.703686225709923,200.0
1854,1.854,10.496170413298781,200.0
1855,1.855,14.003491924448735,200.0
1856,1.856,9.478413617035503,200.0
1857,1.857,12.89165446451628,200.0
1858,1.858,6.201377573474578,200.0
1859,1.859,12.741340807784574,200.0
1860,1.86,14.964842869322633,200.0
1861,1.861,7.576726998433482,200.0
1862,1.862,14.765562208247008,200.0
1863,1.863,11.36969467287647,200.0
1864,1.864,8.142265942998698,200.0
1865,1.865,7.064531453561824,200.0
1866,1.866,14.046290440272482,200.0
1867,1.867,8.324763345018798,200.0
1868,1.868,7.0546698440182976,200.0
1869,1.869,6.794705470759387,200.0
1870,1.87,8.24306557447153,200.0
1871,1.871,13.720829773468774,200.0
1872,1.872,10.592227339289924,200.0
1873,1.873,10.113697618000462,200.0
1874,1.874,6.166317560469487,200.0
1875,1.875,10.139960662766455,200.0
1876,1.876,14.052360701709482,200.0
1877,1.877,6.875372478664891,200.0
1878,1.878,8.738048693049482,200.0
1879,1.879,6.877626039903072,200.0
1880,1.88,12.473958730422531,200.0
1881,1.881,7.587028877690315,200.0
1882,1.882,14.073650455095597,200.0
1883,1.883,9.555560354929412,200.0
1884,1.884,11.578361027299522,200.0
1885,1.885,14.663590211113092,200.0
1886,1.886,14.12052188906258,200.0
1887,1.887,6.317575101218473,200.0
1888,1.888,5.707338204079462,200.0
1889,1.889,9.487045796886198,200.0
1890,1.89,6.806118903723043,200.0
1891,1.891,10.102508131252904,200.0
1892,1.892,11.148640707285459,200.0
1893,1.893,14.676860810300317,200.0
1894,1.894,12.971375826156013,200.0
1895,1.895,7.924791899606842,200.0
1896,1.896,5.125146089361412,200.0
1897,1.897,9.317773045807968,200.0
1898,1.898,9.007201106503178,200.0
1899,1.899,7.954034123297326,200.0
1900,1.9,10.34813627799228,200.0
1901,1.901,13.899503239004792,200.0
1902,1.902,13.942585133291306,200.0
1903,1.903,12.190482963797502,200.0
1904,1.904,10.123541424061433,200.0
1905,1.905,7.8410952110717105,200.0
1906,1.906,10.569054333988507,200.0
1907,1.907,13.944553572230953,200.0
1908,1.908,8.487059577984699,200.0
1909,1.909,12.140653533823455,200.0
1910,1.91,10.397521913600048,200.0
1911,1.911,12.954253795408874,200.0
1912,1.912,5.154372149400111,200.0
1913,1.913,12.155432087769235,200.0
1914,1.914,10.693902607313987,200.0
1915,1.915,5.60089517619235,200.0
1916,1.916,6.787517609296657,200.0
1917,1.917,11.99466230829464,200.0
1918,1.918,7.70336750128462,200.0
1919,1.919,8.441438661487593,200.0
1920,1.92,10.385725470960576,200.0
1921,1.921,9.225788068045008,200.0
1922,1.922,5.059646668175533,200.0
1923,1.923,7.13673978458389,200.0
1924,1.924,8.060147369765467,200.0
1925,1.925,12.511254336921748,200.0
1926,1.926,6.196346775331374,200.0
1927,1.927,9.66740577691587,200.0
1928,1.928,10.626331588336317,200.0
1929,1.929,12.39684024136735,200.0
1930,1.93,8.849219804174462,200.0
1931,1.931,5.399217890437224,200.0
1932,1.932,6.202991077101151,200.0
1933,1.933,11.236503013119066,200.0
1934,1.934,12.943005374250488,200.0
1935,1.935,5.009525200190383,200.0
1936,1.936,14.689450120631115,200.0
1937,1.937,12.752355483330973,200.0
1938,1.938,13.415725529757422,200.0
1939,1.939,13.555828084408756,200.0
1940,1.94,8.705394837716252,200.0
1941,1.941,9.304571715171523,200.0
1942,1.942,10.373635611177221,200.0
1943,1.943,14.276464463569486,200.0
1944,1.944,10.956964024895957,200.0
1945,1.945,6.819814417768658,200.0
1946,1.946,7.882891515646556,200.0
1947,1.947,12.447148149038586,200.0
1948,1.948,10.954434054565851,200.0
1949,1.949,13.104019113423425,200.0
1950,1.95,5.423311188666936,200.0
1951,1.951,6.391082345780514,200.0
1952,1.952,12.793319162452278,200.0
1953,1.953,13.771531442853409,200.0
1954,1.954,5.820015608594432,200.0
1955,1.955,7.08578017298744,200.0
1956,1.956,11.045671955943991,200.0
1957,1.957,7.045089155553319,200.0
1958,1.958,5.117841981094501,200.0
1959,1.959,7.586498565923778,200.0
1960,1.96,9.58160177288282,200.0
1961,1.961,13.251678524725838,200.0
1962,1.962,6.783951350489442,200.0
1963,1.963,11.967703252975479,200.0
1964,1.964,7.1088096409707555,200.0
1965,1.965,7.038502825213568,200.0
1966,1.966,14.71615089317859,200.0
1967,1.967,11.79416884499984,200.0
1968,1.968,12.32594525621339,200.0
1969,1.969,13.831636324943211,200.0
1970,1.97,12.522903235498239,200.0
1971,1.971,12.534392696072043,200.0
1972,1.972,14.199901367535254,200.0
1973,1.973,9.334266678693002,200.0
1974,1.974,12.201029855305038,200.0
1975,1.975,5.349864414480154,200.0
1976,1.976,11.461492262468779,200.0
1977,1.977,6.9993541608190135,200.0
1978,1.978,5.2746383879365855,200.0
1979,1.979,12.195766348138637,200.0
1980,1.98,11.178994295597889,200.0
1981,1.981,11.468258364847934,200.0
1982,1.982,8.308705162839853,200.0
1983,1.983,13.911109787517042,200.0
1984,1.984,7.51702641830388,200.0
1985,1.985,10.508329384724759,200.0
1986,1.986,13.224292504163609,200.0
1987,1.987,10.710029503925876,200.0
1988,1.988,9.625847262272087,200.0
1989,1.989,8.025387216712033,200.0
1990,1.99,7.526302507173787,200.0
1991,1.991,10.337617576164519,200.0
1992,1.992,5.911226577537059,200.0
1993,1.993,9.763452068440868,200.0
1994,1.994,8.500935644490914,200.0
1995,1.995,10.078295793509433,200.0
1996,1.996,8.07765265316522,200.0
1997,1.997,12.844404476693128,200.0
1998,1.998,12.431676242134085,200.0
1999,1.999,7.947489071224973,200.0
2000,2.0,7.008464270222507,180.0
2001,2.001,9.517859164768485,180.0
2002,2.002,9.162474855745987,180.0
2003,2.003,11.259033573489058,180.0
2004,2.004,5.9733947553297675,180.0
2005,2.005,8.169185504507437,180.0
2006,2.006,10.821683719839637,180.0
2007,2.007,11.988371244511356,180.0
2008,2.008,9.983549082203574,180.0
2009,2.009,13.304303800388249,180.0
2010,2.01,11.475476712880463,180.0
2011,2.011,10.869576836654568,180.0
2012,2.012,13.603687769586896,180.0
2013,2.013,8.872786832726977,180.0
2014,2.014,14.247118411179194,180.0
2015,2.015,12.458709423020165,180.0
2016,2.016,13.488648217761327,180.0
2017,2.017,9.83485209652791,180.0
2018,2.018,11.924615289815764,180.0
2019,2.019,9.263904713741878,180.0
2020,2.02,14.550128246685656,180.0
2021,2.021,7.9651294592647135,180.0
2022,2.022,9.089060111691243,180.0
2023,2.023,11.849959847718289,180.0
2024,2.024,11.954388800198313,180.0
2025,2.025,6.839371118953281,180.0
2026,2.026,8.121334666079417,180.0
2027,2.027,13.467091799828912,180.0
2028,2.028,11.856824734835206,180.0
2029,2.029,12.965837764727834,180.0
2030,2.03,7.569552688147455,180.0
2031,2.031,14.766145649180082,180.0
2032,2.032,11.686459252671378,180.0
2033,2.033,8.459060145132351,180.0
2034,2.034,11.087466437804201,180.0
2035,2.035,12.754863054407886,180.0
2036,2.036,5.40241934357053,180.0
2037,2.037,5.630393784050166,180.0
2038,2.038,14.659239482385086,180.0
2039,2.039,5.5112892198742,180.0
2040,2.04,10.588560688514074,180.0
2041,2.041,8.0419025389678,180.0
2042,2.042,12.992715135233354,180.0
2043,2.043,5.345046365590385,180.0
2044,2.044,7.542641452216375,180.0
2045,2.045,12.25014874224508,180.0
2046,2.046,14.029354410775612,180.0
2047,2.047,14.771006492693342,180.0
2048,2.048,8.962935977099505,180.0
2049,2.049,7.36593438508355,180.0
2050,2.05,6.948701210091621,180.0
2051,2.051,11.757364025343225,180.0
2052,2.052,11.404449956498514,180.0
2053,2.053,5.04345443126847,180.0
2054,2.054,10.297382534506298,180.0
2055,2.055,7.6215523077841985,180.0
2056,2.056,9.449856982673705,180.0
2057,2.057,12.548876525156505,180.0
2058,2.058,8.955756786910474,180.0
2059,2.059,8.160211843153913,180.0
2060,2.06,7.1924323406963815,180.0
2061,2.061,10.86613926887503,180.0
2062,2.062,12.3538953235919,180.0
2063,2.063,11.238507953632478,180.0
2064,2.064,11.037751746456719,180.0
2065,2.065,9.088047745854574,180.0
2066,2.066,13.803089321801506,180.0
2067,2.067,9.743440346069757,180.0
2068,2.068,7.544141562353683,180.0
2069,2.069,7.754243915272169,180.0
2070,2.07,10.714370989222576,180.0
2071,2.071,9.798753114483812,180.0
2072,2.072,5.170162399239063,180.0
2073,2.073,11.513878834580414,180.0
2074,2.074,14.603538670239415,180.0
2075,2.075,5.405052580473861,180.0
2076,2.076,7.770351531024736,180.0
2077,2.077,9.968951415008362,180.0
2078,2.078,5.316076600056507,180.0
2079,2.079,6.699520601971857,180.0
2080,2.08,6.115987523362571,180.0
2081,2.081,5.091687850951294,180.0
2082,2.082,11.405884903558778,180.0
2083,2.083,10.247536005467465,180.0
2084,2.084,12.367796645603079,180.0
2085,2.085,6.7768824638315355,180.0
2086,2.086,8.401774877041492,180.0
2087,2.087,9.951416790743373,180.0
2088,2.088,11.75135939586394,180.0
2089,2.089,13.71027806677898,180.0
2090,2.09,8.808923392760121,180.0
2091,2.091,9.305726043669676,180.0
2092,2.092,14.521398089276765,180.0
2093,2.093,10.38723757027478,180.0
2094,2.094,10.843483080861365,180.0
2095,2.095,12.465352547080945,180.0
2096,2.096,11.195048817528344,180.0
2097,2.097,10.527409085122303,180.0
2098,2.098,9.687862547692747,180.0
2099,2.099,8.810306751572373,180.0
2100,2.1,12.00602008352785,180.0
2101,2.101,9.574686098245012,180.0
2102,2.102,9.605570061518513,180.0
2103,2.103,13.988151006563509,180.0
2104,2.104,6.289866194642003,180.0
2105,2.105,7.216486040861265,180.0
2106,2.106,7.192060691163917,180.0
2107,2.107,9.676007918201414,180.0
